,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
9601,2016/3/1,TXO,201603W1,7700.0,買權,0.0,0.0,0.0,0.0,0,765.0,21,640.0,900.0,680.0,525.0,
9602,2016/3/1,TXO,201603W1,7700.0,賣權,0.2,0.2,0.1,0.2,25,0.1,2801,0.1,0.2,1.7,0.1,
9603,2016/3/1,TXO,201603W1,7800.0,買權,640.0,640.0,640.0,640.0,4,665.0,25,640.0,800.0,640.0,460.0,
9604,2016/3/1,TXO,201603W1,7800.0,賣權,0.2,0.2,0.1,0.1,166,0.1,2193,0.1,0.3,2.9,0.1,
9605,2016/3/1,TXO,201603W1,7900.0,買權,540.0,540.0,540.0,540.0,4,565.0,16,443.0,700.0,540.0,365.0,
9606,2016/3/1,TXO,201603W1,7900.0,賣權,0.2,0.3,0.1,0.3,197,0.3,3797,0.1,0.3,6.2,0.1,
9607,2016/3/1,TXO,201603W1,8000.0,買權,399.0,483.0,399.0,483.0,18,465.0,47,335.0,590.0,483.0,260.0,
9608,2016/3/1,TXO,201603W1,8000.0,賣權,0.7,0.7,0.2,0.3,1094,0.3,11566,0.2,0.3,13.0,0.2,
9609,2016/3/1,TXO,201603W1,8050.0,買權,0.0,0.0,0.0,0.0,0,415.0,21,285.0,540.0,311.0,304.0,
9610,2016/3/1,TXO,201603W1,8050.0,賣權,0.5,0.7,0.3,0.3,1136,0.3,13209,0.2,0.4,7.6,0.3,
9611,2016/3/1,TXO,201603W1,8100.0,買權,290.0,356.0,286.0,356.0,34,365.0,104,236.0,477.0,356.0,174.0,
9612,2016/3/1,TXO,201603W1,8100.0,賣權,1.2,1.2,0.4,0.4,3549,0.4,11769,0.4,0.5,26.5,0.4,
9613,2016/3/1,TXO,201603W1,8150.0,買權,235.0,334.0,235.0,324.0,48,318.0,276,222.0,339.0,334.0,133.0,
9614,2016/3/1,TXO,201603W1,8150.0,賣權,1.5,2.0,0.6,0.6,6371,0.6,18773,0.5,0.6,38.0,0.6,
9615,2016/3/1,TXO,201603W1,8200.0,買權,196.0,287.0,186.0,268.0,332,268.0,1175,265.0,392.0,287.0,98.0,
9616,2016/3/1,TXO,201603W1,8200.0,賣權,3.5,4.0,0.8,0.8,11060,0.8,16986,0.8,0.9,55.0,0.8,
9617,2016/3/1,TXO,201603W1,8250.0,買權,142.0,240.0,134.0,216.0,1467,218.0,2461,214.0,222.0,240.0,70.0,
9618,2016/3/1,TXO,201603W1,8250.0,賣權,7.3,8.7,1.1,1.3,24202,1.3,15107,1.3,1.4,75.0,1.1,
9619,2016/3/1,TXO,201603W1,8300.0,買權,95.0,191.0,94.0,168.0,7072,168.0,5475,166.0,170.0,191.0,45.0,
9620,2016/3/1,TXO,201603W1,8300.0,賣權,17.5,18.0,2.1,2.4,39029,2.4,18180,2.5,2.7,100.0,2.1,
9621,2016/3/1,TXO,201603W1,8350.0,買權,59.0,142.0,57.0,120.0,24777,120.0,5761,120.0,121.0,142.0,27.0,
9622,2016/3/1,TXO,201603W1,8350.0,賣權,32.5,32.5,3.1,4.3,49386,4.3,17888,4.3,4.4,131.0,3.1,
9623,2016/3/1,TXO,201603W1,8400.0,買權,32.0,96.0,30.5,74.0,42251,74.0,8224,73.0,76.0,96.0,14.5,
9624,2016/3/1,TXO,201603W1,8400.0,賣權,51.0,56.0,6.8,8.4,57865,8.4,19287,8.4,8.8,169.0,6.8,
9625,2016/3/1,TXO,201603W1,8450.0,買權,17.0,55.0,14.0,37.0,44940,37.0,9774,37.0,38.0,55.0,7.4,
9626,2016/3/1,TXO,201603W1,8450.0,賣權,81.0,88.0,15.0,20.5,41005,20.5,15474,20.5,21.0,209.0,15.0,
9627,2016/3/1,TXO,201603W1,8500.0,買權,5.3,23.0,4.6,13.0,41887,13.0,15262,12.5,13.0,23.0,3.5,
9628,2016/3/1,TXO,201603W1,8500.0,賣權,123.0,129.0,33.5,45.5,20523,45.5,6676,45.5,46.5,254.0,33.5,
9629,2016/3/1,TXO,201603W1,8550.0,買權,2.4,6.8,0.9,3.0,33178,3.0,15496,2.5,3.1,11.0,0.9,
9630,2016/3/1,TXO,201603W1,8550.0,賣權,163.0,168.0,68.0,86.0,4662,86.0,1677,86.0,88.0,285.0,68.0,
9631,2016/3/1,TXO,201603W1,8600.0,買權,1.4,1.6,0.4,0.5,10518,0.5,26626,0.5,0.6,4.4,0.4,
9632,2016/3/1,TXO,201603W1,8600.0,賣權,210.0,213.0,114.0,137.0,580,136.0,248,132.0,137.0,346.0,114.0,
9633,2016/3/1,TXO,201603W1,8650.0,買權,0.4,0.5,0.4,0.4,35,0.4,35,0.1,0.5,0.5,0.4,
