,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/09/03,TXO,201809  ,8700.0,賣權,0.8,0.8,0.8,0.8,45,0.8,591,0.7,0.9,31.5,0.5,,一般
2018/09/03,TXO,201809  ,8800.0,買權,-,-,-,-,0,2130,36,-,-,-,-,,一般
2018/09/03,TXO,201809  ,8800.0,賣權,0.8,0.9,0.7,0.9,23,0.9,3242,0.8,1,1160,0.6,,一般
2018/09/03,TXO,201809  ,8900.0,買權,-,-,-,-,0,2030,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,8900.0,賣權,0.9,0.9,0.9,0.9,1,0.9,1492,0.9,1.2,38,0.7,,一般
2018/09/03,TXO,201809  ,9000.0,買權,-,-,-,-,0,1930,17,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9000.0,賣權,1.1,1.4,1.1,1.4,231,1.4,4172,1,1.4,1180,1,,一般
2018/09/03,TXO,201809  ,9100.0,買權,-,-,-,-,0,1830,70,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9100.0,賣權,1.5,1.7,1.4,1.4,500,1.4,1361,1.2,14,46,1.1,,一般
2018/09/03,TXO,201809  ,9200.0,買權,-,-,-,-,0,1740,20,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9200.0,賣權,1.6,1.9,1.5,1.6,462,1.6,3515,1.5,2,1200,1.2,,一般
2018/09/03,TXO,201809  ,9300.0,買權,-,-,-,-,0,1640,3,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9300.0,賣權,2,2.2,2,2,171,2,1946,1.8,2.2,69,1.6,,一般
2018/09/03,TXO,201809  ,9400.0,買權,-,-,-,-,0,1540,57,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9400.0,賣權,2.1,2.5,2.1,2.2,101,2.2,3796,2,2.5,1230,1.6,,一般
2018/09/03,TXO,201809  ,9500.0,買權,-,-,-,-,0,1440,2,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9500.0,賣權,2.4,2.9,2.4,2.7,211,2.7,4088,2.5,2.9,90,1.9,,一般
2018/09/03,TXO,201809  ,9600.0,買權,-,-,-,-,0,1340,485,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9600.0,賣權,2.5,3.2,2.5,2.8,198,2.8,3406,1.5,3,1270,1,,一般
2018/09/03,TXO,201809  ,9700.0,買權,-,-,-,-,0,1240,43,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9700.0,賣權,3.1,3.7,2.8,3.2,326,3.2,1636,3.2,3.3,121,2.8,,一般
2018/09/03,TXO,201809  ,9800.0,買權,-,-,-,-,0,1140,208,-,-,-,-,,一般
2018/09/03,TXO,201809  ,9800.0,賣權,3.4,4.2,3.3,3.8,591,3.8,5311,3,3.9,1310,3.2,,一般
2018/09/03,TXO,201809  ,9900.0,買權,1100,1100,1100,1100,1,1040,10,985,1090,1100,645,,一般
2018/09/03,TXO,201809  ,9900.0,賣權,4,4.9,3.6,4.4,940,4.4,7423,3.4,4.6,172,3.5,,一般
2018/09/03,TXO,201809  ,10000.0,買權,1020,1020,940,945,5,940,220,885,995,1500,360,,一般
2018/09/03,TXO,201809  ,10000.0,賣權,4.9,6.3,4.5,5.7,1289,5.7,13607,5.5,6,1360,4.3,,一般
2018/09/03,TXO,201809  ,10100.0,買權,925,925,885,885,2,840,48,790,895,960,445,,一般
2018/09/03,TXO,201809  ,10100.0,賣權,5.4,7.2,5,6.6,1243,6.6,9544,6.3,6.9,215,4.5,,一般
2018/09/03,TXO,201809  ,10200.0,買權,840,845,770,770,6,740,352,690,795,1410,140,,一般
2018/09/03,TXO,201809  ,10200.0,賣權,7,9.2,5.9,8.1,1253,8.1,14837,7.8,8.4,1430,5.3,,一般
2018/09/03,TXO,201809  ,10300.0,買權,740,740,635,645,94,645,926,645,700,775,300,,一般
2018/09/03,TXO,201809  ,10300.0,賣權,8.6,12,7.9,10.5,1882,10.5,12657,10,11,276,6.6,,一般
2018/09/03,TXO,201809  ,10400.0,買權,615,615,535,545,14,545,1080,545,555,1260,175,,一般
2018/09/03,TXO,201809  ,10400.0,賣權,11,15.5,9.3,14,2614,14,21176,13.5,14.5,1520,8.2,,一般
2018/09/03,TXO,201809  ,10500.0,買權,545,545,444,454,76,454,1073,451,458,640,178,,一般
2018/09/03,TXO,201809  ,10500.0,賣權,15,21.5,12,19,4042,19,17471,18,19,399,10,,一般
2018/09/03,TXO,201809  ,10600.0,買權,447,447,350,360,1171,360,3490,360,365,1220,92,,一般
2018/09/03,TXO,201809  ,10600.0,賣權,21,31,16.5,27,7895,27,14858,27,28,1610,13.5,,一般
2018/09/03,TXO,201809  ,10700.0,買權,350,363,265,275,379,275,2810,274,278,448,109,,一般
2018/09/03,TXO,201809  ,10700.0,賣權,30,45,24,41,9248,41,16218,40.5,41.5,515,19,,一般
2018/09/03,TXO,201809  ,10800.0,買權,260,276,189,197,2076,197,6552,196,198,1400,78,,一般
2018/09/03,TXO,201809  ,10800.0,賣權,43,69,36,63,20025,63,26034,62,63,1710,27,,一般
2018/09/03,TXO,201809  ,10900.0,買權,184,198,122,129,3770,129,8854,128,130,300,46,,一般
2018/09/03,TXO,201809  ,10900.0,賣權,65,103,56,96,9077,96,13343,95,96,645,41,,一般
2018/09/03,TXO,201809  ,11000.0,買權,118,130,71,75,11612,75,17210,75,76,1330,18,,一般
2018/09/03,TXO,201809  ,11000.0,賣權,101,151,86,141,10273,141,8308,141,142,1840,62,,一般
2018/09/03,TXO,201809  ,11100.0,買權,69,76,37,40,17648,40,18358,39.5,40,139,16,,一般
2018/09/03,TXO,201809  ,11100.0,賣權,150,216,132,203,2508,203,3384,204,206,755,97,,一般
2018/09/03,TXO,201809  ,11200.0,買權,35,39.5,17,18.5,16662,18.5,25743,18,19,1260,8.1,,一般
2018/09/03,TXO,201809  ,11200.0,賣權,218,295,197,281,1343,281,1813,282,285,1980,146,,一般
2018/09/03,TXO,201809  ,11300.0,買權,16,18.5,7.5,8,10821,8,20561,7.8,8,65,4.3,,一般
2018/09/03,TXO,201809  ,11300.0,賣權,302,386,277,382,249,374,398,370,375,855,211,,一般
2018/09/03,TXO,201809  ,11400.0,買權,7,8,3.3,3.5,8677,3.5,15245,3.4,3.5,1210,1.3,,一般
2018/09/03,TXO,201809  ,11400.0,賣權,368,481,368,471,73,471,315,465,472,2130,289,,一般
2018/09/03,TXO,201809  ,11500.0,買權,3.2,3.4,1.7,1.7,2379,1.7,8567,1.6,1.9,25.5,1,,一般
2018/09/03,TXO,201809  ,11500.0,賣權,560,560,560,560,1,570,88,560,570,905,393,,一般
2018/09/03,TXO,201809  ,11600.0,買權,1.7,1.9,1,1.1,343,1.1,5687,1,1.1,995,0.6,,一般
2018/09/03,TXO,201809  ,11600.0,賣權,600,650,600,650,2,670,47,660,670,1170,486,,一般
2018/09/03,TXO,201809  ,11700.0,買權,1,1.1,0.7,0.7,160,0.7,2373,0.7,0.8,77,0.1,,一般
2018/09/03,TXO,201809  ,11700.0,賣權,-,-,-,-,0,770,22,-,-,-,-,,一般
2018/09/03,TXO,201809  ,11800.0,買權,0.9,0.9,0.7,0.7,67,0.7,3292,0.1,0.7,1150,0.6,,一般
2018/09/03,TXO,201809  ,11800.0,賣權,-,-,-,-,0,870,3,-,-,-,-,,一般
2018/09/03,TXO,201809  ,11900.0,買權,0.7,0.7,0.5,0.5,42,0.5,648,0.4,0.6,8.6,0.5,,一般
2018/09/03,TXO,201809  ,11900.0,賣權,-,-,-,-,0,970,1,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12000.0,買權,0.5,0.5,0.4,0.4,23,0.4,2137,0.3,0.5,1130,0.3,,一般
2018/09/03,TXO,201809  ,12000.0,賣權,-,-,-,-,0,1070,3,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12100.0,買權,0.7,0.7,0.4,0.4,160,0.4,2154,0.3,0.4,2.7,0.2,,一般
2018/09/03,TXO,201809  ,12100.0,賣權,-,-,-,-,0,1170,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12200.0,買權,-,-,-,-,0,0.2,2236,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12200.0,賣權,-,-,-,-,0,1270,1,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12300.0,買權,-,-,-,-,0,0.1,609,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12300.0,賣權,-,-,-,-,0,1370,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12400.0,買權,-,-,-,-,0,0.1,1393,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12400.0,賣權,-,-,-,-,0,1470,3,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12500.0,買權,-,-,-,-,0,0.1,1005,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12500.0,賣權,-,-,-,-,0,1570,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12600.0,買權,-,-,-,-,0,0.1,774,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12600.0,賣權,-,-,-,-,0,1670,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12700.0,買權,0.2,0.2,0.2,0.2,50,0.1,391,0.1,0.2,2.7,0.2,,一般
2018/09/03,TXO,201809  ,12700.0,賣權,-,-,-,-,0,1770,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12800.0,買權,-,-,-,-,0,0.1,1682,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12800.0,賣權,-,-,-,-,0,1870,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12900.0,買權,-,-,-,-,0,0.1,218,-,-,-,-,,一般
2018/09/03,TXO,201809  ,12900.0,賣權,-,-,-,-,0,1970,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13000.0,買權,-,-,-,-,0,0.1,1853,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13000.0,賣權,-,-,-,-,0,2070,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13100.0,買權,-,-,-,-,0,0.1,337,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13100.0,賣權,-,-,-,-,0,2170,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13200.0,買權,-,-,-,-,0,0.1,784,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13200.0,賣權,-,-,-,-,0,2270,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13300.0,買權,-,-,-,-,0,0.1,93,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13300.0,賣權,-,-,-,-,0,2370,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13400.0,買權,-,-,-,-,0,0.1,688,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13400.0,賣權,-,-,-,-,0,2470,2,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13500.0,買權,-,-,-,-,0,0.1,23,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13500.0,賣權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13600.0,買權,-,-,-,-,0,0.1,3995,-,-,-,-,,一般
2018/09/03,TXO,201809  ,13600.0,賣權,-,-,-,-,0,2670,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9000.0,買權,-,-,-,-,0,1920,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9000.0,賣權,4,4.8,4,4.7,114,4.7,1095,4,4.9,15.5,4,,一般
2018/09/03,TXO,201810  ,9100.0,買權,-,-,-,-,0,1820,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9100.0,賣權,4.3,5.3,4.3,5.3,127,5.3,2038,4.9,5.4,21.5,4,,一般
2018/09/03,TXO,201810  ,9200.0,買權,-,-,-,-,0,1730,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9200.0,賣權,6.1,6.2,6.1,6.2,33,6.2,1185,4.3,6.3,27,4.5,,一般
2018/09/03,TXO,201810  ,9300.0,買權,-,-,-,-,0,1630,8,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9300.0,賣權,6.9,7.2,6.9,7.2,12,7.2,858,0.4,7.5,28.5,4.8,,一般
2018/09/03,TXO,201810  ,9400.0,買權,-,-,-,-,0,1530,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9400.0,賣權,7.5,8.5,7.5,8.3,18,8.3,284,1.4,57,33,6.2,,一般
2018/09/03,TXO,201810  ,9500.0,買權,-,-,-,-,0,1430,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9500.0,賣權,8.7,10,8.7,9.9,55,9.9,731,1.4,10.5,39.5,6.8,,一般
2018/09/03,TXO,201810  ,9600.0,買權,-,-,-,-,0,1330,5,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9600.0,賣權,9.4,11.5,9.2,11.5,36,11.5,337,10,12,44,7.8,,一般
2018/09/03,TXO,201810  ,9700.0,買權,-,-,-,-,0,1230,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9700.0,賣權,11,13.5,11,13.5,19,13.5,749,8.1,14,52,9,,一般
2018/09/03,TXO,201810  ,9800.0,買權,-,-,-,-,0,1130,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9800.0,賣權,11.5,16.5,11.5,15,43,15,619,15,18,61,11,,一般
2018/09/03,TXO,201810  ,9900.0,買權,-,-,-,-,0,1040,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,9900.0,賣權,14.5,19,14.5,19,114,19,843,13.5,19.5,71,12.5,,一般
2018/09/03,TXO,201810  ,10000.0,買權,-,-,-,-,0,945,9,-,-,-,-,,一般
2018/09/03,TXO,201810  ,10000.0,賣權,18,24,16.5,22.5,334,22.5,3413,22,23,84,14.5,,一般
2018/09/03,TXO,201810  ,10100.0,買權,885,885,885,885,1,845,25,830,860,885,407,,一般
2018/09/03,TXO,201810  ,10100.0,賣權,21.5,28.5,21,27.5,173,27.5,2042,27,28,100,17.5,,一般
2018/09/03,TXO,201810  ,10200.0,買權,-,-,-,-,0,755,99,-,-,-,-,,一般
2018/09/03,TXO,201810  ,10200.0,賣權,25,34,25,34,219,34,1098,32,33.5,121,20,,一般
2018/09/03,TXO,201810  ,10300.0,買權,665,670,655,655,3,655,32,645,675,745,437,,一般
2018/09/03,TXO,201810  ,10300.0,賣權,31,42,28.5,39.5,326,39.5,2073,39,41,143,24,,一般
2018/09/03,TXO,201810  ,10400.0,買權,590,590,590,590,1,570,45,565,580,735,263,,一般
2018/09/03,TXO,201810  ,10400.0,賣權,39,52,36,50,122,50,1122,48.5,51,177,30,,一般
2018/09/03,TXO,201810  ,10500.0,買權,505,505,500,500,18,483,117,480,489,620,288,,一般
2018/09/03,TXO,201810  ,10500.0,賣權,52,66,45.5,63,463,63,1811,62,64,204,38,,一般
2018/09/03,TXO,201810  ,10600.0,買權,469,469,452,452,8,399,71,398,407,540,150,,一般
2018/09/03,TXO,201810  ,10600.0,賣權,65,84,56,79,286,79,2255,79,80,243,48,,一般
2018/09/03,TXO,201810  ,10700.0,買權,373,377,317,317,23,323,749,321,324,468,170,,一般
2018/09/03,TXO,201810  ,10700.0,賣權,74,108,73,103,2837,103,2517,101,105,294,60,,一般
2018/09/03,TXO,201810  ,10800.0,買權,322,323,249,255,105,255,544,250,256,386,129,,一般
2018/09/03,TXO,201810  ,10800.0,賣權,110,138,94,131,400,131,1802,130,134,354,79,,一般
2018/09/03,TXO,201810  ,10900.0,買權,245,251,184,190,436,190,1237,188,194,310,90,,一般
2018/09/03,TXO,201810  ,10900.0,賣權,137,175,121,169,509,169,884,166,171,391,101,,一般
2018/09/03,TXO,201810  ,11000.0,買權,188,188,133,137,602,137,1423,136,139,300,63,,一般
2018/09/03,TXO,201810  ,11000.0,賣權,158,222,158,213,298,213,417,212,218,460,132,,一般
2018/09/03,TXO,201810  ,11100.0,買權,125,134,91,95,523,95,1362,93,94,180,42.5,,一般
2018/09/03,TXO,201810  ,11100.0,賣權,205,282,205,275,125,275,767,269,275,515,170,,一般
2018/09/03,TXO,201810  ,11200.0,買權,85,91,59,60,773,60,3074,60,63,136,27.5,,一般
2018/09/03,TXO,201810  ,11200.0,賣權,267,347,267,347,117,340,163,336,343,615,218,,一般
2018/09/03,TXO,201810  ,11300.0,買權,55,60,36.5,38,2537,38,4632,38,38.5,500,16,,一般
2018/09/03,TXO,201810  ,11300.0,賣權,355,423,355,423,4,423,23,413,421,655,284,,一般
2018/09/03,TXO,201810  ,11400.0,買權,32,36,22,23,630,23,2249,23,23.5,100,9.2,,一般
2018/09/03,TXO,201810  ,11400.0,賣權,447,500,447,500,24,500,28,498,510,750,353,,一般
2018/09/03,TXO,201810  ,11500.0,買權,22,22,13.5,14,463,14,2237,13.5,14,50,6.4,,一般
2018/09/03,TXO,201810  ,11500.0,賣權,535,535,535,535,1,595,9,585,600,830,440,,一般
2018/09/03,TXO,201810  ,11600.0,買權,13,13,7.7,8.3,924,8.3,1828,7.6,8.3,34,4.4,,一般
2018/09/03,TXO,201810  ,11600.0,賣權,655,685,655,685,2,685,7,670,700,1000,540,,一般
2018/09/03,TXO,201810  ,11700.0,買權,6.7,7.5,4.8,4.9,251,4.9,2148,4.5,5.1,23,2.7,,一般
2018/09/03,TXO,201810  ,11700.0,賣權,-,-,-,-,0,785,1,-,-,-,-,,一般
2018/09/03,TXO,201810  ,11800.0,買權,4.6,4.6,3,3,159,3,943,3,3.4,15.5,0.1,,一般
2018/09/03,TXO,201810  ,11800.0,賣權,-,-,-,-,0,880,2,-,-,-,-,,一般
2018/09/03,TXO,201810  ,11900.0,買權,2.7,2.7,2.1,2.3,145,2.3,208,2,2.3,9.8,1.4,,一般
2018/09/03,TXO,201810  ,11900.0,賣權,-,-,-,-,0,980,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12000.0,買權,2.1,2.1,1.7,1.7,101,1.7,146,1.7,4.1,7.7,1.3,,一般
2018/09/03,TXO,201810  ,12000.0,賣權,-,-,-,-,0,1080,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12100.0,買權,-,-,-,-,0,0.3,275,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12100.0,賣權,-,-,-,-,0,1180,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12200.0,買權,-,-,-,-,0,0.1,250,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12200.0,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12300.0,買權,-,-,-,-,0,0.1,105,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12300.0,賣權,-,-,-,-,0,1380,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12400.0,買權,-,-,-,-,0,0.1,25,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12400.0,賣權,-,-,-,-,0,1480,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12500.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12500.0,賣權,-,-,-,-,0,1580,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12600.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12600.0,賣權,-,-,-,-,0,1680,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12700.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12700.0,賣權,-,-,-,-,0,1780,0,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12800.0,買權,-,-,-,-,0,0.1,62,-,-,-,-,,一般
2018/09/03,TXO,201810  ,12800.0,賣權,-,-,-,-,0,1880,0,-,-,-,-,,一般
2018/09/03,TXO,201811  ,9000.0,買權,-,-,-,-,0,1920,0,-,-,-,-,,一般
2018/09/03,TXO,201811  ,9000.0,賣權,13.5,14,12.5,14,33,14,104,14,14.5,28.5,11.5,,一般
2018/09/03,TXO,201811  ,9100.0,買權,-,-,-,-,0,1820,0,-,-,-,-,,一般
2018/09/03,TXO,201811  ,9100.0,賣權,14,15,14,15,3,15,94,2.1,17.5,38,14,,一般
2018/09/03,TXO,201811  ,9200.0,買權,-,-,-,-,0,1720,0,-,-,-,-,,一般
2018/09/03,TXO,201811  ,9200.0,賣權,-,-,-,-,0,17,14,-,-,-,-,,一般
2018/09/03,TXO,201811  ,9300.0,買權,-,-,-,-,0,1620,0,-,-,-,-,,一般
