,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
138,2002/1/3,TXO,200206,4900,買權,0.0,0.0,0.0,0.0,0,885.0,0,0.0,0.0,0.0,0.0
139,2002/1/3,TXO,200206,4900,賣權,0.0,0.0,0.0,0.0,0,191.0,0,0.0,0.0,0.0,0.0
140,2002/1/3,TXO,200206,5100,買權,0.0,0.0,0.0,0.0,0,755.0,0,0.0,0.0,0.0,0.0
141,2002/1/3,TXO,200206,5100,賣權,0.0,0.0,0.0,0.0,0,259.0,0,0.0,0.0,0.0,0.0
142,2002/1/3,TXO,200206,5300,買權,0.0,0.0,0.0,0.0,0,640.0,0,0.0,0.0,0.0,0.0
143,2002/1/3,TXO,200206,5300,賣權,0.0,0.0,0.0,0.0,0,340.0,0,0.0,0.0,378.0,330.0
144,2002/1/3,TXO,200206,5500,買權,0.0,0.0,0.0,0.0,0,535.0,1,0.0,0.0,480.0,480.0
145,2002/1/3,TXO,200206,5500,賣權,0.0,0.0,0.0,0.0,0,434.0,10,0.0,0.0,645.0,645.0
146,2002/1/3,TXO,200206,5700,買權,0.0,0.0,0.0,0.0,0,446.0,0,0.0,0.0,0.0,0.0
147,2002/1/3,TXO,200206,5700,賣權,0.0,0.0,0.0,0.0,0,540.0,0,0.0,0.0,0.0,0.0
148,2002/1/3,TXO,200206,5900,買權,0.0,0.0,0.0,0.0,0,368.0,0,0.0,0.0,0.0,0.0
149,2002/1/3,TXO,200206,5900,賣權,0.0,0.0,0.0,0.0,0,660.0,0,0.0,0.0,0.0,0.0
150,2002/1/3,TXO,200209,4700,買權,0.0,0.0,0.0,0.0,0,1130.0,0,0.0,0.0,0.0,0.0
151,2002/1/3,TXO,200209,4700,賣權,0.0,0.0,0.0,0.0,0,209.0,0,0.0,0.0,0.0,0.0
152,2002/1/3,TXO,200209,4900,買權,0.0,0.0,0.0,0.0,0,1000.0,0,0.0,0.0,0.0,0.0
153,2002/1/3,TXO,200209,4900,賣權,0.0,0.0,0.0,0.0,0,273.0,0,0.0,0.0,0.0,0.0
154,2002/1/3,TXO,200209,5100,買權,0.0,0.0,0.0,0.0,0,880.0,0,0.0,0.0,0.0,0.0
155,2002/1/3,TXO,200209,5100,賣權,0.0,0.0,0.0,0.0,0,347.0,0,0.0,0.0,0.0,0.0
156,2002/1/3,TXO,200209,5300,買權,0.0,0.0,0.0,0.0,0,770.0,0,0.0,0.0,0.0,0.0
157,2002/1/3,TXO,200209,5300,賣權,0.0,0.0,0.0,0.0,0,432.0,0,0.0,0.0,0.0,0.0
158,2002/1/3,TXO,200209,5500,買權,0.0,0.0,0.0,0.0,0,670.0,0,0.0,0.0,0.0,0.0
159,2002/1/3,TXO,200209,5500,賣權,0.0,0.0,0.0,0.0,0,525.0,0,0.0,0.0,655.0,650.0
160,2002/1/3,TXO,200209,5700,買權,0.0,0.0,0.0,0.0,0,580.0,0,0.0,0.0,0.0,0.0
161,2002/1/3,TXO,200209,5700,賣權,0.0,0.0,0.0,0.0,0,635.0,0,0.0,0.0,0.0,0.0
162,2002/1/3,TXO,200209,5900,買權,0.0,0.0,0.0,0.0,0,500.0,0,0.0,0.0,0.0,0.0
163,2002/1/3,TXO,200209,5900,賣權,0.0,0.0,0.0,0.0,0,750.0,0,0.0,0.0,0.0,0.0
164,2002/1/4,TXO,200201,4900,買權,750.0,750.0,750.0,750.0,2,750.0,36,500.0,0.0,780.0,180.0
165,2002/1/4,TXO,200201,4900,賣權,11.0,11.0,6.0,6.0,4,6.0,234,5.0,12.0,109.0,6.0
166,2002/1/4,TXO,200201,5000,買權,595.0,645.0,595.0,645.0,11,645.0,46,350.0,650.0,645.0,218.0
167,2002/1/4,TXO,200201,5000,賣權,15.0,15.0,12.0,12.0,2,12.0,93,11.0,25.0,220.0,12.0
168,2002/1/4,TXO,200201,5100,買權,560.0,560.0,550.0,560.0,14,560.0,126,320.0,580.0,560.0,162.0
169,2002/1/4,TXO,200201,5100,賣權,25.0,25.0,22.0,22.0,4,22.0,133,15.0,30.0,230.0,12.0
170,2002/1/4,TXO,200201,5200,買權,400.0,465.0,400.0,465.0,9,465.0,183,380.0,545.0,480.0,75.0
171,2002/1/4,TXO,200201,5200,賣權,37.0,50.0,22.0,26.0,18,26.0,225,23.0,39.0,260.0,22.0
172,2002/1/4,TXO,200201,5300,買權,385.0,400.0,320.0,400.0,34,400.0,295,360.0,500.0,400.0,99.0
173,2002/1/4,TXO,200201,5300,賣權,65.0,65.0,40.0,45.0,46,45.0,238,45.0,50.0,249.0,40.0
174,2002/1/4,TXO,200201,5400,買權,299.0,315.0,280.0,295.0,49,295.0,176,280.0,350.0,340.0,112.0
175,2002/1/4,TXO,200201,5400,賣權,80.0,100.0,61.0,78.0,90,78.0,164,65.0,78.0,285.0,61.0
176,2002/1/4,TXO,200201,5500,買權,190.0,251.0,178.0,225.0,56,225.0,277,215.0,242.0,258.0,85.0
177,2002/1/4,TXO,200201,5500,賣權,105.0,148.0,90.0,115.0,99,115.0,196,100.0,115.0,350.0,90.0
178,2002/1/4,TXO,200201,5600,買權,160.0,200.0,150.0,155.0,20,155.0,50,155.0,185.0,250.0,100.0
179,2002/1/4,TXO,200201,5600,賣權,160.0,180.0,140.0,170.0,26,170.0,60,122.0,168.0,260.0,140.0
180,2002/1/4,TXO,200201,5700,買權,120.0,140.0,110.0,131.0,106,131.0,241,110.0,130.0,150.0,75.0
181,2002/1/4,TXO,200201,5700,賣權,270.0,270.0,190.0,200.0,43,200.0,60,200.0,257.0,350.0,190.0
182,2002/1/4,TXO,200202,4900,買權,755.0,755.0,755.0,755.0,1,755.0,17,0.0,0.0,755.0,205.0
183,2002/1/4,TXO,200202,4900,賣權,0.0,0.0,0.0,0.0,0,50.0,6,12.0,0.0,155.0,145.0
184,2002/1/4,TXO,200202,5000,買權,0.0,0.0,0.0,0.0,0,725.0,10,500.0,735.0,700.0,300.0
185,2002/1/4,TXO,200202,5000,賣權,80.0,80.0,80.0,80.0,10,80.0,31,12.0,90.0,225.0,68.0
186,2002/1/4,TXO,200202,5100,買權,0.0,0.0,0.0,0.0,0,645.0,67,0.0,0.0,620.0,250.0
187,2002/1/4,TXO,200202,5100,賣權,0.0,0.0,0.0,0.0,0,89.0,1,18.0,0.0,320.0,320.0
188,2002/1/4,TXO,200202,5200,買權,565.0,565.0,565.0,565.0,1,565.0,141,410.0,0.0,565.0,159.0
189,2002/1/4,TXO,200202,5200,賣權,0.0,0.0,0.0,0.0,0,115.0,20,28.0,0.0,300.0,110.0
190,2002/1/4,TXO,200202,5300,買權,485.0,485.0,485.0,485.0,1,485.0,57,280.0,0.0,510.0,190.0
191,2002/1/4,TXO,200202,5300,賣權,0.0,0.0,0.0,0.0,0,145.0,10,100.0,0.0,198.0,171.0
192,2002/1/4,TXO,200202,5400,買權,0.0,0.0,0.0,0.0,0,441.0,1,0.0,0.0,230.0,230.0
193,2002/1/4,TXO,200202,5400,賣權,0.0,0.0,0.0,0.0,0,181.0,0,61.0,0.0,0.0,0.0
194,2002/1/4,TXO,200202,5500,買權,0.0,0.0,0.0,0.0,0,383.0,0,150.0,0.0,0.0,0.0
195,2002/1/4,TXO,200202,5500,賣權,0.0,0.0,0.0,0.0,0,223.0,11,70.0,256.0,350.0,135.0
196,2002/1/4,TXO,200202,5600,買權,0.0,0.0,0.0,0.0,0,330.0,0,120.0,0.0,0.0,0.0
197,2002/1/4,TXO,200202,5600,賣權,0.0,0.0,0.0,0.0,0,269.0,20,91.0,0.0,320.0,290.0
198,2002/1/4,TXO,200202,5700,買權,0.0,0.0,0.0,0.0,0,282.0,2,200.0,288.0,255.0,100.0
199,2002/1/4,TXO,200202,5700,賣權,0.0,0.0,0.0,0.0,0,321.0,0,102.0,0.0,0.0,0.0
200,2002/1/4,TXO,200203,4900,買權,0.0,0.0,0.0,0.0,0,860.0,0,0.0,0.0,0.0,0.0
201,2002/1/4,TXO,200203,4900,賣權,0.0,0.0,0.0,0.0,0,93.0,0,0.0,0.0,0.0,0.0
202,2002/1/4,TXO,200203,5000,買權,0.0,0.0,0.0,0.0,0,785.0,0,0.0,0.0,0.0,0.0
203,2002/1/4,TXO,200203,5000,賣權,0.0,0.0,0.0,0.0,0,116.0,0,0.0,0.0,0.0,0.0
204,2002/1/4,TXO,200203,5100,買權,0.0,0.0,0.0,0.0,0,710.0,0,0.0,0.0,0.0,0.0
205,2002/1/4,TXO,200203,5100,賣權,0.0,0.0,0.0,0.0,0,143.0,0,0.0,0.0,0.0,0.0
206,2002/1/4,TXO,200203,5200,買權,0.0,0.0,0.0,0.0,0,645.0,0,0.0,0.0,0.0,0.0
207,2002/1/4,TXO,200203,5200,賣權,0.0,0.0,0.0,0.0,0,174.0,0,0.0,0.0,0.0,0.0
208,2002/1/4,TXO,200203,5300,買權,0.0,0.0,0.0,0.0,0,580.0,10,0.0,0.0,360.0,360.0
209,2002/1/4,TXO,200203,5300,賣權,0.0,0.0,0.0,0.0,0,209.0,0,0.0,0.0,0.0,0.0
210,2002/1/4,TXO,200203,5400,買權,0.0,0.0,0.0,0.0,0,520.0,0,0.0,0.0,0.0,0.0
211,2002/1/4,TXO,200203,5400,賣權,0.0,0.0,0.0,0.0,0,248.0,0,0.0,0.0,0.0,0.0
212,2002/1/4,TXO,200203,5500,買權,0.0,0.0,0.0,0.0,0,465.0,0,0.0,0.0,0.0,0.0
213,2002/1/4,TXO,200203,5500,賣權,0.0,0.0,0.0,0.0,0,292.0,0,0.0,0.0,0.0,0.0
214,2002/1/4,TXO,200203,5600,買權,380.0,380.0,380.0,380.0,1,380.0,1,0.0,0.0,380.0,380.0
215,2002/1/4,TXO,200203,5600,賣權,0.0,0.0,0.0,0.0,0,340.0,0,0.0,0.0,0.0,0.0
216,2002/1/4,TXO,200203,5700,買權,0.0,0.0,0.0,0.0,0,366.0,0,0.0,0.0,0.0,0.0
217,2002/1/4,TXO,200203,5700,賣權,0.0,0.0,0.0,0.0,0,392.0,0,0.0,0.0,0.0,0.0
218,2002/1/4,TXO,200206,4700,買權,0.0,0.0,0.0,0.0,0,1150.0,0,0.0,0.0,0.0,0.0
219,2002/1/4,TXO,200206,4700,賣權,0.0,0.0,0.0,0.0,0,156.0,0,0.0,0.0,0.0,0.0
