,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價
0,2002/1/2,TXO,200201,4900,買權,720.0,750.0,720.0,750.0,5,750.0,36,550.0,780.0,750.0,180.0
1,2002/1/2,TXO,200201,4900,賣權,10.0,25.0,10.0,25.0,18,25.0,233,10.0,25.0,109.0,6.0
2,2002/1/2,TXO,200201,5000,買權,0.0,0.0,0.0,0.0,0,615.0,38,0.0,680.0,500.0,218.0
3,2002/1/2,TXO,200201,5000,賣權,40.0,40.0,21.0,21.0,3,21.0,91,15.0,29.0,220.0,15.0
4,2002/1/2,TXO,200201,5100,買權,540.0,540.0,540.0,540.0,1,540.0,139,300.0,650.0,540.0,162.0
5,2002/1/2,TXO,200201,5100,賣權,40.0,45.0,30.0,30.0,14,30.0,112,12.0,30.0,230.0,30.0
6,2002/1/2,TXO,200201,5200,買權,400.0,440.0,75.0,440.0,8,440.0,184,340.0,460.0,440.0,75.0
7,2002/1/2,TXO,200201,5200,賣權,71.0,80.0,40.0,40.0,24,40.0,157,30.0,59.0,260.0,40.0
8,2002/1/2,TXO,200201,5300,買權,296.0,400.0,296.0,400.0,23,400.0,301,341.0,400.0,400.0,99.0
9,2002/1/2,TXO,200201,5300,賣權,110.0,110.0,55.0,65.0,54,65.0,186,65.0,75.0,249.0,55.0
10,2002/1/2,TXO,200201,5400,買權,255.0,302.0,195.0,300.0,21,300.0,163,260.0,300.0,302.0,112.0
11,2002/1/2,TXO,200201,5400,賣權,90.0,130.0,80.0,95.0,16,95.0,105,95.0,120.0,285.0,80.0
12,2002/1/2,TXO,200201,5500,買權,180.0,251.0,151.0,251.0,65,251.0,265,202.0,244.0,258.0,85.0
13,2002/1/2,TXO,200201,5500,賣權,180.0,199.0,106.0,135.0,36,135.0,122,135.0,160.0,350.0,106.0
14,2002/1/2,TXO,200201,5600,買權,100.0,200.0,100.0,200.0,23,200.0,18,140.0,220.0,200.0,100.0
15,2002/1/2,TXO,200201,5600,賣權,180.0,180.0,160.0,160.0,5,160.0,5,170.0,180.0,180.0,160.0
16,2002/1/2,TXO,200201,5700,買權,90.0,150.0,75.0,130.0,133,130.0,105,125.0,155.0,150.0,75.0
17,2002/1/2,TXO,200201,5700,賣權,210.0,301.0,200.0,200.0,15,200.0,12,201.0,295.0,301.0,200.0
18,2002/1/2,TXO,200202,4900,買權,730.0,730.0,730.0,730.0,5,730.0,18,0.0,0.0,730.0,205.0
19,2002/1/2,TXO,200202,4900,賣權,0.0,0.0,0.0,0.0,0,62.0,6,20.0,0.0,155.0,145.0
20,2002/1/2,TXO,200202,5000,買權,650.0,650.0,650.0,650.0,5,650.0,10,0.0,0.0,700.0,300.0
21,2002/1/2,TXO,200202,5000,賣權,0.0,0.0,0.0,0.0,0,82.0,1,0.0,0.0,225.0,225.0
22,2002/1/2,TXO,200202,5100,買權,0.0,0.0,0.0,0.0,0,625.0,67,0.0,0.0,620.0,250.0
23,2002/1/2,TXO,200202,5100,賣權,0.0,0.0,0.0,0.0,0,106.0,1,0.0,0.0,320.0,320.0
24,2002/1/2,TXO,200202,5200,買權,0.0,0.0,0.0,0.0,0,555.0,141,380.0,550.0,480.0,159.0
25,2002/1/2,TXO,200202,5200,賣權,0.0,0.0,0.0,0.0,0,135.0,10,61.0,0.0,300.0,300.0
26,2002/1/2,TXO,200202,5300,買權,0.0,0.0,0.0,0.0,0,490.0,57,220.0,520.0,465.0,190.0
27,2002/1/2,TXO,200202,5300,賣權,0.0,0.0,0.0,0.0,0,168.0,0,45.0,0.0,0.0,0.0
28,2002/1/2,TXO,200202,5400,買權,0.0,0.0,0.0,0.0,0,429.0,1,97.0,0.0,230.0,230.0
29,2002/1/2,TXO,200202,5400,賣權,0.0,0.0,0.0,0.0,0,207.0,0,85.0,0.0,0.0,0.0
30,2002/1/2,TXO,200202,5500,買權,0.0,0.0,0.0,0.0,0,374.0,0,100.0,0.0,0.0,0.0
31,2002/1/2,TXO,200202,5500,賣權,135.0,135.0,135.0,135.0,1,135.0,11,90.0,0.0,350.0,135.0
32,2002/1/2,TXO,200202,5600,買權,0.0,0.0,0.0,0.0,0,323.0,0,61.0,0.0,0.0,0.0
33,2002/1/2,TXO,200202,5600,賣權,0.0,0.0,0.0,0.0,0,299.0,0,0.0,0.0,0.0,0.0
34,2002/1/2,TXO,200202,5700,買權,100.0,100.0,100.0,100.0,2,100.0,2,100.0,0.0,100.0,100.0
35,2002/1/2,TXO,200202,5700,賣權,0.0,0.0,0.0,0.0,0,353.0,0,104.0,0.0,0.0,0.0
36,2002/1/2,TXO,200203,4900,買權,0.0,0.0,0.0,0.0,0,840.0,0,0.0,0.0,0.0,0.0
37,2002/1/2,TXO,200203,4900,賣權,0.0,0.0,0.0,0.0,0,108.0,0,0.0,0.0,0.0,0.0
38,2002/1/2,TXO,200203,5000,買權,0.0,0.0,0.0,0.0,0,765.0,0,0.0,0.0,0.0,0.0
39,2002/1/2,TXO,200203,5000,賣權,0.0,0.0,0.0,0.0,0,134.0,0,0.0,0.0,0.0,0.0
40,2002/1/2,TXO,200203,5100,買權,0.0,0.0,0.0,0.0,0,695.0,0,0.0,0.0,0.0,0.0
41,2002/1/2,TXO,200203,5100,賣權,0.0,0.0,0.0,0.0,0,163.0,0,0.0,0.0,0.0,0.0
42,2002/1/2,TXO,200203,5200,買權,0.0,0.0,0.0,0.0,0,630.0,0,0.0,0.0,0.0,0.0
43,2002/1/2,TXO,200203,5200,賣權,0.0,0.0,0.0,0.0,0,196.0,0,0.0,0.0,0.0,0.0
44,2002/1/2,TXO,200203,5300,買權,0.0,0.0,0.0,0.0,0,565.0,10,0.0,0.0,360.0,360.0
45,2002/1/2,TXO,200203,5300,賣權,0.0,0.0,0.0,0.0,0,233.0,0,0.0,0.0,0.0,0.0
46,2002/1/2,TXO,200203,5400,買權,0.0,0.0,0.0,0.0,0,510.0,0,0.0,0.0,0.0,0.0
47,2002/1/2,TXO,200203,5400,賣權,0.0,0.0,0.0,0.0,0,275.0,0,0.0,0.0,0.0,0.0
48,2002/1/2,TXO,200203,5500,買權,0.0,0.0,0.0,0.0,0,456.0,0,0.0,0.0,0.0,0.0
49,2002/1/2,TXO,200203,5500,賣權,0.0,0.0,0.0,0.0,0,320.0,0,0.0,0.0,0.0,0.0
50,2002/1/2,TXO,200203,5600,買權,0.0,0.0,0.0,0.0,0,406.0,0,0.0,0.0,0.0,0.0
51,2002/1/2,TXO,200203,5600,賣權,0.0,0.0,0.0,0.0,0,370.0,0,0.0,0.0,0.0,0.0
52,2002/1/2,TXO,200203,5700,買權,0.0,0.0,0.0,0.0,0,361.0,0,0.0,0.0,0.0,0.0
53,2002/1/2,TXO,200203,5700,賣權,0.0,0.0,0.0,0.0,0,424.0,0,0.0,0.0,0.0,0.0
54,2002/1/2,TXO,200206,4700,買權,0.0,0.0,0.0,0.0,0,1140.0,0,0.0,0.0,0.0,0.0
55,2002/1/2,TXO,200206,4700,賣權,0.0,0.0,0.0,0.0,0,174.0,0,0.0,0.0,0.0,0.0
56,2002/1/2,TXO,200206,4900,買權,0.0,0.0,0.0,0.0,0,1000.0,0,0.0,0.0,0.0,0.0
57,2002/1/2,TXO,200206,4900,賣權,0.0,0.0,0.0,0.0,0,234.0,0,0.0,0.0,0.0,0.0
58,2002/1/2,TXO,200206,5100,買權,0.0,0.0,0.0,0.0,0,875.0,0,0.0,0.0,0.0,0.0
59,2002/1/2,TXO,200206,5100,賣權,0.0,0.0,0.0,0.0,0,304.0,0,0.0,0.0,0.0,0.0
60,2002/1/2,TXO,200206,5300,買權,0.0,0.0,0.0,0.0,0,760.0,0,0.0,0.0,0.0,0.0
61,2002/1/2,TXO,200206,5300,賣權,378.0,378.0,378.0,378.0,10,378.0,10,0.0,0.0,378.0,330.0
62,2002/1/2,TXO,200206,5500,買權,0.0,0.0,0.0,0.0,0,655.0,1,0.0,0.0,480.0,480.0
63,2002/1/2,TXO,200206,5500,賣權,0.0,0.0,0.0,0.0,0,479.0,10,0.0,0.0,645.0,645.0
64,2002/1/2,TXO,200206,5700,買權,0.0,0.0,0.0,0.0,0,560.0,0,0.0,0.0,0.0,0.0
65,2002/1/2,TXO,200206,5700,賣權,0.0,0.0,0.0,0.0,0,580.0,0,0.0,0.0,0.0,0.0
66,2002/1/2,TXO,200206,5900,買權,0.0,0.0,0.0,0.0,0,481.0,0,0.0,0.0,0.0,0.0
67,2002/1/2,TXO,200206,5900,賣權,0.0,0.0,0.0,0.0,0,695.0,0,0.0,0.0,0.0,0.0
68,2002/1/2,TXO,200209,4700,買權,0.0,0.0,0.0,0.0,0,1260.0,0,0.0,0.0,0.0,0.0
69,2002/1/2,TXO,200209,4700,賣權,0.0,0.0,0.0,0.0,0,263.0,0,0.0,0.0,0.0,0.0
70,2002/1/2,TXO,200209,4900,買權,0.0,0.0,0.0,0.0,0,1130.0,0,0.0,0.0,0.0,0.0
71,2002/1/2,TXO,200209,4900,賣權,0.0,0.0,0.0,0.0,0,331.0,0,100.0,0.0,0.0,0.0
72,2002/1/2,TXO,200209,5100,買權,0.0,0.0,0.0,0.0,0,1010.0,0,0.0,0.0,0.0,0.0
73,2002/1/2,TXO,200209,5100,賣權,0.0,0.0,0.0,0.0,0,408.0,0,200.0,0.0,0.0,0.0
74,2002/1/2,TXO,200209,5300,買權,0.0,0.0,0.0,0.0,0,905.0,0,0.0,0.0,0.0,0.0
75,2002/1/2,TXO,200209,5300,賣權,0.0,0.0,0.0,0.0,0,495.0,0,0.0,0.0,0.0,0.0
76,2002/1/2,TXO,200209,5500,買權,0.0,0.0,0.0,0.0,0,805.0,0,0.0,0.0,0.0,0.0
77,2002/1/2,TXO,200209,5500,賣權,650.0,650.0,650.0,650.0,10,650.0,0,0.0,0.0,655.0,650.0
78,2002/1/2,TXO,200209,5700,買權,0.0,0.0,0.0,0.0,0,715.0,0,0.0,0.0,0.0,0.0
79,2002/1/2,TXO,200209,5700,賣權,0.0,0.0,0.0,0.0,0,695.0,0,0.0,0.0,0.0,0.0
80,2002/1/2,TXO,200209,5900,買權,0.0,0.0,0.0,0.0,0,635.0,0,0.0,0.0,0.0,0.0
81,2002/1/2,TXO,200209,5900,賣權,0.0,0.0,0.0,0.0,0,810.0,0,0.0,0.0,0.0,0.0
82,2002/1/3,TXO,200201,4900,買權,780.0,780.0,680.0,690.0,3,690.0,36,455.0,800.0,780.0,180.0
83,2002/1/3,TXO,200201,4900,賣權,7.0,22.5,7.0,8.0,11,8.0,230,8.0,22.0,109.0,6.0
84,2002/1/3,TXO,200201,5000,買權,540.0,540.0,505.0,505.0,24,505.0,48,485.0,600.0,540.0,218.0
85,2002/1/3,TXO,200201,5000,賣權,0.0,0.0,0.0,0.0,0,8.2,91,15.0,30.0,220.0,15.0
86,2002/1/3,TXO,200201,5100,買權,560.0,560.0,560.0,560.0,5,560.0,135,400.0,550.0,560.0,162.0
87,2002/1/3,TXO,200201,5100,賣權,12.0,40.0,12.0,40.0,24,40.0,133,30.0,40.0,230.0,12.0
88,2002/1/3,TXO,200201,5200,買權,480.0,480.0,350.0,350.0,8,350.0,184,210.0,440.0,480.0,75.0
89,2002/1/3,TXO,200201,5200,賣權,50.0,60.0,40.0,58.0,88,58.0,210,43.0,58.0,260.0,40.0
90,2002/1/3,TXO,200201,5300,買權,330.0,341.0,260.0,272.0,32,272.0,306,250.0,285.0,400.0,99.0
91,2002/1/3,TXO,200201,5300,賣權,50.0,95.0,46.0,60.0,41,60.0,208,68.0,98.0,249.0,46.0
92,2002/1/3,TXO,200201,5400,買權,329.0,340.0,220.0,226.0,34,226.0,172,202.0,226.0,340.0,112.0
93,2002/1/3,TXO,200201,5400,賣權,70.0,140.0,70.0,130.0,15,130.0,113,130.0,134.0,285.0,70.0
94,2002/1/3,TXO,200201,5500,買權,245.0,250.0,150.0,150.0,54,150.0,276,151.0,170.0,258.0,85.0
95,2002/1/3,TXO,200201,5500,賣權,107.0,189.0,107.0,180.0,17,180.0,128,136.0,188.0,350.0,106.0
96,2002/1/3,TXO,200201,5600,買權,250.0,250.0,110.0,110.0,31,110.0,42,100.0,174.0,250.0,100.0
97,2002/1/3,TXO,200201,5600,賣權,150.0,260.0,150.0,250.0,56,250.0,41,177.0,325.0,260.0,150.0
98,2002/1/3,TXO,200201,5700,買權,140.0,150.0,75.0,75.0,115,75.0,191,70.0,97.0,150.0,75.0
99,2002/1/3,TXO,200201,5700,賣權,200.0,350.0,200.0,350.0,17,350.0,24,240.0,340.0,350.0,200.0
100,2002/1/3,TXO,200202,4900,買權,0.0,0.0,0.0,0.0,0,690.0,18,0.0,0.0,730.0,205.0
101,2002/1/3,TXO,200202,4900,賣權,0.0,0.0,0.0,0.0,0,48.0,6,10.0,0.0,155.0,145.0
102,2002/1/3,TXO,200202,5000,買權,0.0,0.0,0.0,0.0,0,610.0,10,0.0,0.0,700.0,300.0
103,2002/1/3,TXO,200202,5000,賣權,83.0,83.0,68.0,68.0,40,68.0,21,65.0,100.0,225.0,68.0
104,2002/1/3,TXO,200202,5100,買權,0.0,0.0,0.0,0.0,0,535.0,67,0.0,0.0,620.0,250.0
105,2002/1/3,TXO,200202,5100,賣權,0.0,0.0,0.0,0.0,0,90.0,1,50.0,0.0,320.0,320.0
106,2002/1/3,TXO,200202,5200,買權,0.0,0.0,0.0,0.0,0,466.0,141,430.0,0.0,480.0,159.0
107,2002/1/3,TXO,200202,5200,賣權,145.0,145.0,110.0,110.0,30,110.0,20,0.0,0.0,300.0,110.0
108,2002/1/3,TXO,200202,5300,買權,510.0,510.0,400.0,400.0,2,400.0,57,250.0,0.0,510.0,190.0
109,2002/1/3,TXO,200202,5300,賣權,185.0,198.0,171.0,198.0,46,198.0,10,75.0,0.0,198.0,171.0
110,2002/1/3,TXO,200202,5400,買權,0.0,0.0,0.0,0.0,0,341.0,1,120.0,0.0,230.0,230.0
111,2002/1/3,TXO,200202,5400,賣權,0.0,0.0,0.0,0.0,0,193.0,0,125.0,0.0,0.0,0.0
112,2002/1/3,TXO,200202,5500,買權,0.0,0.0,0.0,0.0,0,287.0,0,101.0,0.0,0.0,0.0
113,2002/1/3,TXO,200202,5500,賣權,0.0,0.0,0.0,0.0,0,239.0,11,200.0,0.0,350.0,135.0
114,2002/1/3,TXO,200202,5600,買權,0.0,0.0,0.0,0.0,0,240.0,0,55.0,0.0,0.0,0.0
115,2002/1/3,TXO,200202,5600,賣權,320.0,320.0,290.0,290.0,20,290.0,20,250.0,0.0,320.0,290.0
116,2002/1/3,TXO,200202,5700,買權,255.0,255.0,255.0,255.0,2,255.0,4,150.0,0.0,255.0,100.0
117,2002/1/3,TXO,200202,5700,賣權,0.0,0.0,0.0,0.0,0,349.0,0,155.0,0.0,0.0,0.0
118,2002/1/3,TXO,200203,4900,買權,0.0,0.0,0.0,0.0,0,740.0,0,0.0,0.0,0.0,0.0
119,2002/1/3,TXO,200203,4900,賣權,0.0,0.0,0.0,0.0,0,86.0,0,0.0,0.0,0.0,0.0
120,2002/1/3,TXO,200203,5000,買權,0.0,0.0,0.0,0.0,0,665.0,0,0.0,0.0,0.0,0.0
121,2002/1/3,TXO,200203,5000,賣權,0.0,0.0,0.0,0.0,0,110.0,0,0.0,0.0,0.0,0.0
122,2002/1/3,TXO,200203,5100,買權,0.0,0.0,0.0,0.0,0,595.0,0,0.0,0.0,0.0,0.0
123,2002/1/3,TXO,200203,5100,賣權,0.0,0.0,0.0,0.0,0,139.0,0,0.0,0.0,0.0,0.0
124,2002/1/3,TXO,200203,5200,買權,0.0,0.0,0.0,0.0,0,530.0,0,0.0,0.0,0.0,0.0
125,2002/1/3,TXO,200203,5200,賣權,0.0,0.0,0.0,0.0,0,172.0,0,0.0,0.0,0.0,0.0
126,2002/1/3,TXO,200203,5300,買權,0.0,0.0,0.0,0.0,0,469.0,10,0.0,0.0,360.0,360.0
127,2002/1/3,TXO,200203,5300,賣權,0.0,0.0,0.0,0.0,0,209.0,0,0.0,0.0,0.0,0.0
128,2002/1/3,TXO,200203,5400,買權,0.0,0.0,0.0,0.0,0,412.0,0,0.0,0.0,0.0,0.0
129,2002/1/3,TXO,200203,5400,賣權,0.0,0.0,0.0,0.0,0,252.0,0,0.0,0.0,0.0,0.0
130,2002/1/3,TXO,200203,5500,買權,0.0,0.0,0.0,0.0,0,360.0,0,0.0,0.0,0.0,0.0
131,2002/1/3,TXO,200203,5500,賣權,0.0,0.0,0.0,0.0,0,299.0,0,0.0,0.0,0.0,0.0
132,2002/1/3,TXO,200203,5600,買權,0.0,0.0,0.0,0.0,0,313.0,0,0.0,0.0,0.0,0.0
133,2002/1/3,TXO,200203,5600,賣權,0.0,0.0,0.0,0.0,0,351.0,0,0.0,0.0,0.0,0.0
134,2002/1/3,TXO,200203,5700,買權,0.0,0.0,0.0,0.0,0,270.0,0,150.0,0.0,0.0,0.0
135,2002/1/3,TXO,200203,5700,賣權,0.0,0.0,0.0,0.0,0,408.0,0,0.0,0.0,0.0,0.0
136,2002/1/3,TXO,200206,4700,買權,0.0,0.0,0.0,0.0,0,1020.0,0,0.0,0.0,0.0,0.0
137,2002/1/3,TXO,200206,4700,賣權,0.0,0.0,0.0,0.0,0,136.0,0,0.0,0.0,0.0,0.0
