,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
10745,2017/8/16,TXO,201708,11000.0,賣權,-,-,-,-,0,0,40,-,-,-,-,,一般
10747,2017/8/16,TXO,201708,11100.0,買權,-,-,-,-,0,0,2394,-,-,-,-,,一般
10749,2017/8/16,TXO,201708,11100.0,賣權,-,-,-,-,0,0,7,-,-,-,-,,一般
10751,2017/8/16,TXO,201708,11200.0,買權,-,-,-,-,0,0,1582,-,-,-,-,,一般
10753,2017/8/16,TXO,201708,11200.0,賣權,-,-,-,-,0,0,2,-,-,-,-,,一般
10755,2017/8/16,TXO,201708,11300.0,買權,-,-,-,-,0,0,18,-,-,-,-,,一般
10757,2017/8/16,TXO,201708,11300.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10759,2017/8/16,TXO,201708,11400.0,買權,-,-,-,-,0,0,739,-,-,-,-,,一般
10761,2017/8/16,TXO,201708,11400.0,賣權,-,-,-,-,0,0,1,-,-,-,-,,一般
10763,2017/8/16,TXO,201708,11500.0,買權,-,-,-,-,0,0,5,-,-,-,-,,一般
10765,2017/8/16,TXO,201708,11500.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10767,2017/8/16,TXO,201708,11600.0,買權,-,-,-,-,0,0,385,-,-,-,-,,一般
10769,2017/8/16,TXO,201708,11600.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10771,2017/8/16,TXO,201708,11700.0,買權,-,-,-,-,0,0,459,-,-,-,-,,一般
10773,2017/8/16,TXO,201708,11700.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10775,2017/8/16,TXO,201708,11800.0,買權,-,-,-,-,0,0,426,-,-,-,-,,一般
10777,2017/8/16,TXO,201708,11800.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10779,2017/8/16,TXO,201708,11900.0,買權,-,-,-,-,0,0,45,-,-,-,-,,一般
10781,2017/8/16,TXO,201708,11900.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10783,2017/8/16,TXO,201708,12000.0,買權,-,-,-,-,0,0,394,-,-,-,-,,一般
10785,2017/8/16,TXO,201708,12000.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10787,2017/8/16,TXO,201708,12100.0,買權,-,-,-,-,0,0,115,-,-,-,-,,一般
10789,2017/8/16,TXO,201708,12100.0,賣權,-,-,-,-,0,0,2,-,-,-,-,,一般
10791,2017/8/16,TXO,201708,12200.0,買權,-,-,-,-,0,0,1277,-,-,-,-,,一般
10793,2017/8/16,TXO,201708,12200.0,賣權,-,-,-,-,0,0,2,-,-,-,-,,一般
10795,2017/8/16,TXO,201708W4,9500.0,買權,520,760,520,760,2,760,1,760,945,760,520,,一般
10796,2017/8/16,TXO,201708W4,9500.0,賣權,0.9,1.3,0.8,0.9,1763,0.9,1373,0.9,1,1.3,0.8,,一般
10797,2017/8/16,TXO,201708W4,9600.0,買權,-,-,-,-,0,665,0,-,-,-,-,,一般
10798,2017/8/16,TXO,201708W4,9600.0,賣權,1.2,1.5,1,1.3,3063,1.3,2546,1.2,1.3,1.5,1,,一般
10799,2017/8/16,TXO,201708W4,9700.0,買權,565,565,565,565,20,565,20,307,885,565,565,,一般
10800,2017/8/16,TXO,201708W4,9700.0,賣權,1.2,2.2,1.2,1.8,2842,1.8,1653,1.7,1.8,2.2,1.2,,一般
10801,2017/8/16,TXO,201708W4,9800.0,買權,451,451,451,451,4,466,4,212,750,451,451,,一般
10802,2017/8/16,TXO,201708W4,9800.0,賣權,1.5,3.6,1.5,2.5,5560,2.5,3188,2.4,2.5,3.6,1.5,,一般
10803,2017/8/16,TXO,201708W4,9900.0,買權,-,-,-,-,0,367,0,-,-,-,-,,一般
10804,2017/8/16,TXO,201708W4,9900.0,賣權,2.9,6.2,2.9,3.5,7164,3.5,4438,3.5,3.6,6.2,2.9,,一般
10805,2017/8/16,TXO,201708W4,10000.0,買權,286,286,260,266,8,267,6,266,-,286,260,,一般
10806,2017/8/16,TXO,201708W4,10000.0,賣權,7.6,12.5,6,6.8,9280,6.8,5184,6.8,7,12.5,6,,一般
10807,2017/8/16,TXO,201708W4,10050.0,買權,235,238,209,227,29,227,16,220,228,238,209,,一般
10808,2017/8/16,TXO,201708W4,10050.0,賣權,12,18.5,9,10.5,7711,10.5,4195,9.9,10.5,18.5,9,,一般
10809,2017/8/16,TXO,201708W4,10100.0,買權,175,199,158,179,475,179,271,178,183,199,158,,一般
10810,2017/8/16,TXO,201708W4,10100.0,賣權,22.5,26,14,16,11664,16,6874,15.5,16,26,14,,一般
10811,2017/8/16,TXO,201708W4,10150.0,買權,135,155,121,138,1040,138,422,138,140,155,121,,一般
10812,2017/8/16,TXO,201708W4,10150.0,賣權,29,39.5,22.5,25,11578,25,5175,25,25.5,39.5,22.5,,一般
10813,2017/8/16,TXO,201708W4,10200.0,買權,98,123,88,102,6139,102,2620,102,103,123,88,,一般
10814,2017/8/16,TXO,201708W4,10200.0,賣權,44.5,69,34.5,39,13490,39,4680,38,39,69,34.5,,一般
10815,2017/8/16,TXO,201708W4,10250.0,買權,64,200,60,71,12195,71,5328,70,71,200,60,,一般
10816,2017/8/16,TXO,201708W4,10250.0,賣權,150,150,51,58,12302,58,4319,57,58,150,51,,一般
10817,2017/8/16,TXO,201708W4,10300.0,買權,51,60,38.5,45,11731,45,4807,45,45.5,60,38.5,,一般
10818,2017/8/16,TXO,201708W4,10300.0,賣權,90,119,73,80,7601,80,3406,80,82,119,73,,一般
10819,2017/8/16,TXO,201708W4,10350.0,買權,30.5,39,23,27.5,12099,27.5,5600,27,27.5,39,23,,一般
10820,2017/8/16,TXO,201708W4,10350.0,賣權,114,142,100,115,2619,115,999,112,115,142,100,,一般
10821,2017/8/16,TXO,201708W4,10400.0,買權,17,23,12.5,15,10700,15,5270,14.5,15,23,12.5,,一般
10822,2017/8/16,TXO,201708W4,10400.0,賣權,165,181,135,151,783,151,462,149,152,181,135,,一般
10823,2017/8/16,TXO,201708W4,10450.0,買權,9.1,12.5,6.5,7,8129,7,4594,7,7.2,12.5,6.5,,一般
10824,2017/8/16,TXO,201708W4,10450.0,賣權,181,222,176,191,170,191,104,190,196,222,176,,一般
10825,2017/8/16,TXO,201708W4,10500.0,買權,6.6,6.6,3.2,3.2,5030,3.2,2631,3.1,3.3,6.6,3.2,,一般
10826,2017/8/16,TXO,201708W4,10500.0,賣權,250,261,220,236,95,237,48,226,-,261,220,,一般
10827,2017/8/16,TXO,201708W4,10550.0,買權,2.4,2.9,1.5,1.5,2817,1.5,1659,1.4,1.7,2.9,1.5,,一般
10828,2017/8/16,TXO,201708W4,10550.0,賣權,300,300,300,300,1,287,1,211,555,300,300,,一般
10829,2017/8/16,TXO,201708W4,10600.0,買權,1.3,1.5,0.8,0.8,2520,0.8,1737,0.7,0.8,1.5,0.8,,一般
10830,2017/8/16,TXO,201708W4,10600.0,賣權,-,-,-,-,0,337,0,-,-,-,-,,一般
10831,2017/8/16,TXO,201708W4,10700.0,買權,0.5,0.7,0.4,0.6,1704,0.6,1650,0.5,0.6,0.7,0.4,,一般
10832,2017/8/16,TXO,201708W4,10700.0,賣權,-,-,-,-,0,437,0,-,-,-,-,,一般
10833,2017/8/16,TXO,201708W4,10800.0,買權,0.3,0.4,0.3,0.4,267,0.4,259,0.1,0.4,0.4,0.3,,一般
10834,2017/8/16,TXO,201708W4,10800.0,賣權,-,-,-,-,0,535,0,-,-,-,-,,一般
10835,2017/8/16,TXO,201708W4,10900.0,買權,0.3,0.3,0.3,0.3,8,0.3,0,0.1,0.3,0.3,0.3,,一般
10836,2017/8/16,TXO,201708W4,10900.0,賣權,-,-,-,-,0,635,0,-,-,-,-,,一般
10837,2017/8/16,TXO,201708W4,11000.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
10838,2017/8/16,TXO,201708W4,11000.0,賣權,-,-,-,-,0,735,0,-,-,-,-,,一般
10839,2017/8/16,TXO,201708W4,11100.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
10840,2017/8/16,TXO,201708W4,11100.0,賣權,-,-,-,-,0,835,0,-,-,-,-,,一般
10841,2017/8/16,TXO,201709,7200.0,買權,-,-,-,-,0,3020,25,-,-,-,-,,一般
10843,2017/8/16,TXO,201709,7200.0,賣權,0.5,0.5,0.4,0.5,595,0.5,8034,0.2,1.5,72,0.1,,一般
10845,2017/8/16,TXO,201709,7300.0,買權,-,-,-,-,0,2920,0,-,-,-,-,,一般
10847,2017/8/16,TXO,201709,7300.0,賣權,-,-,-,-,0,0.5,700,-,-,-,-,,一般
10849,2017/8/16,TXO,201709,7400.0,買權,-,-,-,-,0,2820,0,-,-,-,-,,一般
10851,2017/8/16,TXO,201709,7400.0,賣權,0.6,0.6,0.6,0.6,2,0.6,2111,-,2,1040,0.3,,一般
10853,2017/8/16,TXO,201709,7500.0,買權,-,-,-,-,0,2720,0,-,-,-,-,,一般
10855,2017/8/16,TXO,201709,7500.0,賣權,-,-,-,-,0,0.8,418,-,-,-,-,,一般
10857,2017/8/16,TXO,201709,7600.0,買權,-,-,-,-,0,2620,5,-,-,-,-,,一般
10859,2017/8/16,TXO,201709,7600.0,賣權,1.2,1.2,1,1.1,165,1.1,1604,-,1.2,116,0.3,,一般
10861,2017/8/16,TXO,201709,7700.0,買權,-,-,-,-,0,2520,0,-,-,-,-,,一般
10863,2017/8/16,TXO,201709,7700.0,賣權,1.2,1.2,1.1,1.2,24,1.2,929,-,1.2,2.9,0.3,,一般
10865,2017/8/16,TXO,201709,7800.0,買權,-,-,-,-,0,2420,5,-,-,-,-,,一般
10867,2017/8/16,TXO,201709,7800.0,賣權,1.4,1.4,1.1,1.1,7,1.4,2785,0.1,1.4,148,0.4,,一般
10869,2017/8/16,TXO,201709,7900.0,買權,-,-,-,-,0,2320,0,-,-,-,-,,一般
10871,2017/8/16,TXO,201709,7900.0,賣權,1.6,1.6,1.4,1.6,173,1.6,1559,1.2,1.6,3.2,0.5,,一般
10873,2017/8/16,TXO,201709,8000.0,買權,2220,2220,2220,2220,2,2220,18,1900,-,2460,920,,一般
10875,2017/8/16,TXO,201709,8000.0,賣權,1.6,2.1,1.6,1.8,58,1.8,6009,1,1.8,186,0.5,,一般
10877,2017/8/16,TXO,201709,8100.0,買權,-,-,-,-,0,2120,0,-,-,-,-,,一般
10879,2017/8/16,TXO,201709,8100.0,賣權,2.3,2.3,1.8,1.8,105,1.8,1347,-,1.9,4.5,0.6,,一般
10881,2017/8/16,TXO,201709,8200.0,買權,-,-,-,-,0,2020,3,-,-,-,-,,一般
10883,2017/8/16,TXO,201709,8200.0,賣權,2.4,2.7,2,2,279,2,3800,2,2.1,236,0.7,,一般
10885,2017/8/16,TXO,201709,8300.0,買權,1950,1950,1950,1950,1,1920,1,-,-,1950,1950,,一般
10887,2017/8/16,TXO,201709,8300.0,賣權,2.6,3,2.5,2.5,209,2.5,2372,0.3,2.6,5.4,0.9,,一般
10889,2017/8/16,TXO,201709,8400.0,買權,1830,1830,1830,1830,1,1820,30,-,2800,1930,695,,一般
10891,2017/8/16,TXO,201709,8400.0,賣權,3.2,3.5,2.8,2.8,183,2.8,3657,0.4,2.9,293,1,,一般
10893,2017/8/16,TXO,201709,8500.0,買權,1730,1730,1730,1730,1,1730,1,-,-,1730,1730,,一般
10895,2017/8/16,TXO,201709,8500.0,賣權,3.8,3.9,3.3,3.4,1901,3.4,7087,1.5,3.3,8.4,1.2,,一般
10897,2017/8/16,TXO,201709,8600.0,買權,1630,1630,1630,1630,2,1630,44,-,2600,1630,525,,一般
10899,2017/8/16,TXO,201709,8600.0,賣權,4.1,4.5,3.7,4.1,177,3.8,4559,1.9,3.8,363,1,,一般
10901,2017/8/16,TXO,201709,8700.0,買權,1530,1530,1530,1530,2,1530,2,-,-,1530,1530,,一般
10903,2017/8/16,TXO,201709,8700.0,賣權,4.7,4.7,4,4.1,256,4.1,1107,3.4,3.8,11.5,1.5,,一般
10905,2017/8/16,TXO,201709,8800.0,買權,1420,1420,1420,1420,2,1430,219,-,-,1530,374,,一般
10907,2017/8/16,TXO,201709,8800.0,賣權,5.3,5.7,4.4,4.4,896,4.4,11365,4.2,4.5,451,1.9,,一般
10909,2017/8/16,TXO,201709,8900.0,買權,1320,1320,1320,1320,2,1330,2,-,-,1320,1320,,一般
10911,2017/8/16,TXO,201709,8900.0,賣權,6.2,6.5,5,5,5667,5,5654,4.7,5.5,15.5,2,,一般
10913,2017/8/16,TXO,201709,9000.0,買權,1250,1250,1220,1220,33,1230,333,-,2200,1530,285,,一般
10915,2017/8/16,TXO,201709,9000.0,賣權,6.9,7.8,6,6,2819,6,16055,5.7,6.3,560,2.3,,一般
10917,2017/8/16,TXO,201709,9100.0,買權,1150,1150,1120,1120,2,1130,4,-,1150,1330,1120,,一般
10919,2017/8/16,TXO,201709,9100.0,賣權,8.1,8.5,7,7,275,7,3607,6.7,6.9,22.5,2.5,,一般
10921,2017/8/16,TXO,201709,9200.0,買權,1040,1040,1020,1020,4,1030,331,300,1990,1310,203,,一般
10923,2017/8/16,TXO,201709,9200.0,賣權,10,10,8.3,8.3,914,8.3,9366,8,8.3,650,3,,一般
10925,2017/8/16,TXO,201709,9300.0,買權,920,920,920,920,3,930,5,350,1980,1050,920,,一般
10927,2017/8/16,TXO,201709,9300.0,賣權,12.5,13,9.6,9.6,2346,9.6,5760,9.4,9.8,36,3.3,,一般
10929,2017/8/16,TXO,201709,9400.0,買權,820,820,820,820,3,835,744,350,1880,1100,145,,一般
10931,2017/8/16,TXO,201709,9400.0,賣權,18,18,11.5,11.5,1489,11.5,8412,11.5,12,715,5,,一般
10933,2017/8/16,TXO,201709,9500.0,買權,725,730,725,730,21,740,28,310,1700,930,700,,一般
10935,2017/8/16,TXO,201709,9500.0,賣權,19.5,21,15,15,3495,15,9286,14.5,15,58,6,,一般
10937,2017/8/16,TXO,201709,9600.0,買權,640,665,625,645,23,645,1013,330,1590,930,98,,一般
10939,2017/8/16,TXO,201709,9600.0,賣權,27,28,19,19,3644,19,14336,19,20,870,7.7,,一般
10941,2017/8/16,TXO,201709,9700.0,買權,570,575,530,550,39,550,76,351,-,780,475,,一般
10943,2017/8/16,TXO,201709,9700.0,賣權,31.5,36,26.5,27,5076,27,13984,26.5,27,91,10,,一般
10945,2017/8/16,TXO,201709,9800.0,買權,454,486,445,458,117,458,2808,452,472,735,64,,一般
10947,2017/8/16,TXO,201709,9800.0,賣權,45,47.5,36,37,7456,37,19341,36.5,37,815,12,,一般
10949,2017/8/16,TXO,201709,9900.0,買權,380,401,360,377,46,377,189,370,377,620,280,,一般
10951,2017/8/16,TXO,201709,9900.0,賣權,60,63,49,52,7170,52,16941,51,52,149,17,,一般
10953,2017/8/16,TXO,201709,10000.0,買權,297,320,273,295,597,295,4726,295,297,550,42,,一般
10955,2017/8/16,TXO,201709,10000.0,賣權,84,86,68,72,7269,72,21729,71,72,1170,24.5,,一般
10957,2017/8/16,TXO,201709,10100.0,買權,228,245,208,223,522,223,1126,223,224,454,165,,一般
10959,2017/8/16,TXO,201709,10100.0,賣權,108,115,93,99,10484,99,19584,99,101,305,34,,一般
10961,2017/8/16,TXO,201709,10200.0,買權,161,178,148,160,3805,160,3967,160,161,370,47,,一般
10963,2017/8/16,TXO,201709,10200.0,賣權,145,156,127,136,5632,136,16284,135,136,565,47,,一般
10965,2017/8/16,TXO,201709,10300.0,買權,107,122,96,108,5418,108,7583,107,108,291,94,,一般
10967,2017/8/16,TXO,201709,10300.0,賣權,192,205,169,184,4705,184,7439,183,185,430,66,,一般
10969,2017/8/16,TXO,201709,10400.0,買權,65,78,60,68,6098,68,17302,67,68,221,15.5,,一般
10971,2017/8/16,TXO,201709,10400.0,賣權,244,268,226,244,836,244,2681,239,242,1520,95,,一般
10973,2017/8/16,TXO,201709,10500.0,買權,37.5,45.5,34,39.5,7335,39.5,14871,39.5,40,161,34,,一般
10975,2017/8/16,TXO,201709,10500.0,賣權,325,340,295,319,330,319,900,313,320,440,133,,一般
10977,2017/8/16,TXO,201709,10600.0,買權,20,25,18,20.5,6429,20.5,17177,20.5,21,106,12,,一般
10979,2017/8/16,TXO,201709,10600.0,賣權,405,425,375,400,90,400,513,392,400,1000,180,,一般
10981,2017/8/16,TXO,201709,10700.0,買權,10,13,9.6,10.5,4237,10.5,15685,10.5,11,75,9.6,,一般
10983,2017/8/16,TXO,201709,10700.0,賣權,494,500,464,500,18,487,215,482,492,535,244,,一般
10985,2017/8/16,TXO,201709,10800.0,買權,6,6.9,5.2,5.9,3788,5.9,25616,5.8,5.9,61,5.2,,一般
10987,2017/8/16,TXO,201709,10800.0,賣權,605,605,600,600,22,585,256,344,1500,2060,316,,一般
10989,2017/8/16,TXO,201709,10900.0,買權,2.9,3.3,2.5,2.6,1222,2.6,13971,2.6,2.7,46.5,2.5,,一般
10991,2017/8/16,TXO,201709,10900.0,賣權,-,-,-,-,0,680,55,-,-,-,-,,一般
10993,2017/8/16,TXO,201709,11000.0,買權,1.6,1.8,1.3,1.5,496,1.5,9871,1.4,1.5,35,1.2,,一般
10995,2017/8/16,TXO,201709,11000.0,賣權,-,-,-,-,0,780,7,-,-,-,-,,一般
10997,2017/8/16,TXO,201709,11100.0,買權,1,1.1,0.9,1,274,1,4089,0.8,1.1,25,0.1,,一般
10999,2017/8/16,TXO,201709,11100.0,賣權,-,-,-,-,0,880,0,-,-,-,-,,一般
11001,2017/8/16,TXO,201709,11200.0,買權,0.8,0.8,0.5,0.6,22,0.6,6845,0.4,0.7,19,0.5,,一般
11003,2017/8/16,TXO,201709,11200.0,賣權,-,-,-,-,0,980,16,-,-,-,-,,一般
11005,2017/8/16,TXO,201709,11300.0,買權,-,-,-,-,0,0.1,360,-,-,-,-,,一般
11007,2017/8/16,TXO,201709,11300.0,賣權,-,-,-,-,0,1080,31,-,-,-,-,,一般
11009,2017/8/16,TXO,201709,11400.0,買權,-,-,-,-,0,0.1,1099,-,-,-,-,,一般
11011,2017/8/16,TXO,201709,11400.0,賣權,-,-,-,-,0,1180,6,-,-,-,-,,一般
11013,2017/8/16,TXO,201709,11500.0,買權,0.3,0.3,0.3,0.3,20,0.1,19,-,66,0.5,0.3,,一般
11015,2017/8/16,TXO,201709,11500.0,賣權,-,-,-,-,0,1280,20,-,-,-,-,,一般
11017,2017/8/16,TXO,201709,11600.0,買權,-,-,-,-,0,0.1,2867,-,-,-,-,,一般
11019,2017/8/16,TXO,201709,11600.0,賣權,-,-,-,-,0,1380,0,-,-,-,-,,一般
11021,2017/8/16,TXO,201709,11700.0,買權,0.3,0.3,0.3,0.3,2,0.1,10,-,66,0.3,0.1,,一般
11023,2017/8/16,TXO,201709,11700.0,賣權,-,-,-,-,0,1480,0,-,-,-,-,,一般
11025,2017/8/16,TXO,201709,11800.0,買權,-,-,-,-,0,0.1,154,-,-,-,-,,一般
11027,2017/8/16,TXO,201709,11800.0,賣權,-,-,-,-,0,1580,0,-,-,-,-,,一般
