,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
9600,2017/4/5,TXO,201704W1,9100.0,買權,-,-,-,-,0,0.0,1,-,-,-,-,,一般
9601,2017/4/5,TXO,201704W1,9100.0,賣權,-,-,-,-,0,0.0,77,-,-,-,-,,一般
9602,2017/4/5,TXO,201704W1,9200.0,買權,-,-,-,-,0,0.0,0,-,-,-,-,,一般
9603,2017/4/5,TXO,201704W1,9200.0,賣權,-,-,-,-,0,0.0,275,-,-,-,-,,一般
9604,2017/4/5,TXO,201704W1,9300.0,買權,-,-,-,-,0,0.0,3,-,-,-,-,,一般
9605,2017/4/5,TXO,201704W1,9300.0,賣權,-,-,-,-,0,0.0,400,-,-,-,-,,一般
9606,2017/4/5,TXO,201704W1,9400.0,買權,-,-,-,-,0,0.0,0,-,-,-,-,,一般
9607,2017/4/5,TXO,201704W1,9400.0,賣權,0.1,0.1,0.1,0.1,1,0.0,1824,-,0.2,1.1,0.1,,一般
9608,2017/4/5,TXO,201704W1,9500.0,買權,387,387,387,387,1,0.0,41,277,468,387,354,,一般
9609,2017/4/5,TXO,201704W1,9500.0,賣權,0.1,0.1,0.1,0.1,35,0.0,4443,-,0.1,1.4,0.1,,一般
9610,2017/4/5,TXO,201704W1,9550.0,買權,-,-,-,-,0,0.0,0,-,-,-,-,,一般
9611,2017/4/5,TXO,201704W1,9550.0,賣權,0.1,0.1,0.1,0.1,120,0.0,100,-,0.2,0.1,0.1,,一般
9612,2017/4/5,TXO,201704W1,9600.0,買權,243,243,243,243,1,0.0,30,308,314,278,243,,一般
9613,2017/4/5,TXO,201704W1,9600.0,賣權,0.1,0.2,0.1,0.1,334,0.0,40783,-,0.2,2.9,0.1,,一般
9614,2017/4/5,TXO,201704W1,9650.0,買權,225,277,225,261,17,0.0,35,260,416,277,192,,一般
9615,2017/4/5,TXO,201704W1,9650.0,賣權,0.3,0.3,0.1,0.2,862,0.0,36001,-,0.2,5.4,0.1,,一般
9616,2017/4/5,TXO,201704W1,9700.0,買權,141,223,137,210,518,0.0,301,210,211,223,110,,一般
9617,2017/4/5,TXO,201704W1,9700.0,賣權,0.6,0.6,0.1,0.1,3894,0.0,15170,-,0.2,10.5,0.1,,一般
9618,2017/4/5,TXO,201704W1,9750.0,買權,85,174,83,160,2535,0.0,524,160,161,174,68,,一般
9619,2017/4/5,TXO,201704W1,9750.0,賣權,1.2,1.2,0.1,0.2,8837,0.0,14331,-,0.2,18.5,0.1,,一般
9620,2017/4/5,TXO,201704W1,9800.0,買權,49,125,42,111,17409,0.0,1946,110,111,125,35.5,,一般
9621,2017/4/5,TXO,201704W1,9800.0,賣權,5.5,5.5,0.1,0.2,27925,0.0,20637,-,0.2,33,0.1,,一般
9622,2017/4/5,TXO,201704W1,9850.0,買權,15,75,11,59,66034,0.0,8057,59,60,87,11,,一般
9623,2017/4/5,TXO,201704W1,9850.0,賣權,23.5,24.5,0.1,0.1,52655,0.0,26447,-,0.1,60,0.1,,一般
9624,2017/4/5,TXO,201704W1,9900.0,買權,3,26,0.9,9.7,124647,0.0,18848,9.7,9.8,56,0.9,,一般
9625,2017/4/5,TXO,201704W1,9900.0,賣權,62,65,0.1,0.1,120293,0.0,39314,-,0.2,99,0.1,,一般
9626,2017/4/5,TXO,201704W1,9950.0,買權,0.5,1.8,0.1,0.2,40500,0.0,33987,-,0.2,31,0.1,,一般
9627,2017/4/5,TXO,201704W1,9950.0,賣權,110,114,27,40,43757,0.0,2637,39.5,40,143,27,,一般
9628,2017/4/5,TXO,201704W1,10000.0,買權,0.3,0.3,0.1,0.2,4205,0.0,23835,-,0.2,17,0.1,,一般
9629,2017/4/5,TXO,201704W1,10000.0,賣權,164,164,75,89,3650,0.0,913,88,89,193,75,,一般
9630,2017/4/5,TXO,201704W1,10100.0,買權,0.2,0.2,0.1,0.1,679,0.0,13742,0.1,0.2,3.7,0.1,,一般
9631,2017/4/5,TXO,201704W1,10100.0,賣權,265,265,176,190,686,0.0,585,189,195,285,176,,一般
9632,2017/4/5,TXO,201704W1,10200.0,買權,0.1,0.1,0.1,0.1,76,0.0,4089,-,0.2,1.3,0.1,,一般
9633,2017/4/5,TXO,201704W1,10200.0,賣權,293,295,290,290,41,0.0,20,288,293,392,290,,一般
9634,2017/4/5,TXO,201704W1,10400.0,買權,-,-,-,-,0,0.0,3068,-,-,-,-,,一般
9635,2017/4/5,TXO,201704W1,10400.0,賣權,-,-,-,-,0,0.0,1,-,-,-,-,,一般
9636,2017/4/5,TXO,201704W1,10600.0,買權,0.1,0.1,0.1,0.1,1,0.0,985,-,0.2,0.4,0.1,,一般
9637,2017/4/5,TXO,201704W1,10600.0,賣權,-,-,-,-,0,0.0,0,-,-,-,-,,一般
9638,2017/4/5,TXO,201704W2,9100.0,買權,665,665,665,665,1,850.0,1,465,1280,665,665,,一般
9639,2017/4/5,TXO,201704W2,9100.0,賣權,0.2,0.3,0.2,0.3,407,0.3,406,0.1,0.3,0.3,0.2,,一般
9640,2017/4/5,TXO,201704W2,9200.0,買權,-,-,-,-,0,750.0,0,-,-,-,-,,一般
9641,2017/4/5,TXO,201704W2,9200.0,賣權,0.3,0.4,0.3,0.4,250,0.4,250,0.1,0.4,0.4,0.3,,一般
9642,2017/4/5,TXO,201704W2,9300.0,買權,610,615,610,615,2,650.0,1,266,1100,615,610,,一般
9643,2017/4/5,TXO,201704W2,9300.0,賣權,0.6,0.6,0.4,0.4,2050,0.4,2000,0.2,0.5,0.6,0.4,,一般
9644,2017/4/5,TXO,201704W2,9400.0,買權,-,-,-,-,0,550.0,0,-,-,-,-,,一般
9645,2017/4/5,TXO,201704W2,9400.0,賣權,1.1,1.1,0.6,0.6,2818,0.6,2721,0.4,0.6,1.1,0.6,,一般
9646,2017/4/5,TXO,201704W2,9500.0,買權,-,-,-,-,0,450.0,0,-,-,-,-,,一般
9647,2017/4/5,TXO,201704W2,9500.0,賣權,2,2,0.8,0.8,2090,0.8,1461,0.7,0.9,2,0.8,,一般
9648,2017/4/5,TXO,201704W2,9550.0,買權,238,385,238,385,8,400.0,8,280,740,385,238,,一般
