,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
10516,2017/11/1,TXO,201711W1,9900.0,買權,-,-,-,-,0,0,3,-,-,-,-,,一般
10518,2017/11/1,TXO,201711W1,9900.0,賣權,0.2,0.2,0.2,0.2,3,0,291,-,0.2,0.5,0.1,,一般
10520,2017/11/1,TXO,201711W1,10000.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
10522,2017/11/1,TXO,201711W1,10000.0,賣權,-,-,-,-,0,0,497,-,-,-,-,,一般
10524,2017/11/1,TXO,201711W1,10100.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
10526,2017/11/1,TXO,201711W1,10100.0,賣權,-,-,-,-,0,0,2861,-,-,-,-,,一般
10528,2017/11/1,TXO,201711W1,10200.0,買權,-,-,-,-,0,0,26,-,-,-,-,,一般
10530,2017/11/1,TXO,201711W1,10200.0,賣權,0.2,0.2,0.1,0.2,40,0,4336,-,0.2,2,0.1,,一般
10532,2017/11/1,TXO,201711W1,10300.0,買權,-,-,-,-,0,0,1,-,-,-,-,,一般
10534,2017/11/1,TXO,201711W1,10300.0,賣權,-,-,-,-,0,0,5917,-,-,-,-,,一般
10536,2017/11/1,TXO,201711W1,10400.0,買權,392,398,392,398,3,0,6,398,403,398,317,,一般
10538,2017/11/1,TXO,201711W1,10400.0,賣權,0.1,0.2,0.1,0.2,22,0,7976,-,0.2,3.9,0.1,,一般
10540,2017/11/1,TXO,201711W1,10450.0,買權,380,380,208,350,8,0,224,346,350,380,208,,一般
10542,2017/11/1,TXO,201711W1,10450.0,賣權,0.1,0.2,0.1,0.2,242,0,19120,-,0.2,6.3,0.1,,一般
10544,2017/11/1,TXO,201711W1,10500.0,買權,333,333,291,300,20,0,446,296,300,333,54,,一般
10546,2017/11/1,TXO,201711W1,10500.0,賣權,0.2,0.2,0.1,0.1,1216,0,26634,-,0.2,10,0.1,,一般
10548,2017/11/1,TXO,201711W1,10550.0,買權,278,280,241,250,328,0,235,249,250,280,150,,一般
10550,2017/11/1,TXO,201711W1,10550.0,賣權,0.2,0.2,0.1,0.2,1485,0,24832,-,0.2,15.5,0.1,,一般
10552,2017/11/1,TXO,201711W1,10600.0,買權,234,235,194,200,752,0,584,199,200,235,106,,一般
10554,2017/11/1,TXO,201711W1,10600.0,賣權,0.3,0.3,0.1,0.2,643,0,28223,-,0.2,25,0.1,,一般
10556,2017/11/1,TXO,201711W1,10650.0,買權,184,187,143,150,5059,0,1638,149,150,187,67,,一般
10558,2017/11/1,TXO,201711W1,10650.0,賣權,0.3,0.4,0.1,0.2,3412,0,30355,-,0.1,38,0.1,,一般
10560,2017/11/1,TXO,201711W1,10700.0,買權,132,139,90,99,20315,0,8973,99,100,139,36,,一般
10562,2017/11/1,TXO,201711W1,10700.0,賣權,0.5,0.7,0.1,0.1,8589,0,30984,-,0.1,57,0.1,,一般
10564,2017/11/1,TXO,201711W1,10750.0,買權,83,90,42,50,56835,0,11124,49.5,50,93,15.5,,一般
10566,2017/11/1,TXO,201711W1,10750.0,賣權,1.5,2.7,0.1,0.1,38117,0,33007,-,0.2,83,0.1,,一般
10568,2017/11/1,TXO,201711W1,10800.0,買權,34.5,43,0.1,0.2,139668,0,29797,-,0.2,55,0.1,,一般
10570,2017/11/1,TXO,201711W1,10800.0,賣權,7.5,12,0.1,0.2,137660,0,35792,0.1,0.2,117,0.1,,一般
10572,2017/11/1,TXO,201711W1,10850.0,買權,8.3,11.5,0.1,0.1,71287,0,37049,-,0.1,26,0.1,,一般
10574,2017/11/1,TXO,201711W1,10850.0,賣權,26,59,20.5,49.5,82553,0,9367,49.5,50,157,20.5,,一般
10576,2017/11/1,TXO,201711W1,10900.0,買權,0.9,1.5,0.1,0.2,11449,0,25758,-,0.2,11.5,0.1,,一般
10578,2017/11/1,TXO,201711W1,10900.0,賣權,68,108,64,100,21903,0,3829,100,101,202,64,,一般
10580,2017/11/1,TXO,201711W1,10950.0,買權,0.3,0.3,0.1,0.1,695,0,15625,-,0.2,5.1,0.1,,一般
10582,2017/11/1,TXO,201711W1,10950.0,賣權,122,157,113,150,934,0,885,150,152,256,113,,一般
10584,2017/11/1,TXO,201711W1,11000.0,買權,0.2,0.2,0.1,0.1,431,0,5600,-,0.2,2,0.1,,一般
10586,2017/11/1,TXO,201711W1,11000.0,賣權,167,205,167,200,353,0,523,200,201,295,167,,一般
10588,2017/11/1,TXO,201711W1,11050.0,買權,0.1,0.1,0.1,0.1,300,0,2627,-,0.2,0.8,0.1,,一般
10590,2017/11/1,TXO,201711W1,11050.0,賣權,232,252,224,252,80,0,0,248,252,252,224,,一般
10592,2017/11/1,TXO,201711W1,11100.0,買權,0.1,0.1,0.1,0.1,50,0,1591,-,0.2,0.5,0.1,,一般
10594,2017/11/1,TXO,201711W1,11100.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10596,2017/11/1,TXO,201711W1,11200.0,買權,-,-,-,-,0,0,27,-,-,-,-,,一般
10598,2017/11/1,TXO,201711W1,11200.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10600,2017/11/1,TXO,201711W1,11300.0,買權,-,-,-,-,0,0,37,-,-,-,-,,一般
10602,2017/11/1,TXO,201711W1,11300.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10604,2017/11/1,TXO,201711W1,11400.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
10606,2017/11/1,TXO,201711W1,11400.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10608,2017/11/1,TXO,201711W1,11500.0,買權,-,-,-,-,0,0,6,-,-,-,-,,一般
10610,2017/11/1,TXO,201711W1,11500.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10612,2017/11/1,TXO,201711W1,11600.0,買權,0.1,0.1,0.1,0.1,1,0,55,-,0.2,0.2,0.1,,一般
10614,2017/11/1,TXO,201711W1,11600.0,賣權,-,-,-,-,0,0,0,-,-,-,-,,一般
10616,2017/11/1,TXO,201711W2,10000.0,買權,740,740,740,740,1,820,1,740,990,740,740,,一般
10617,2017/11/1,TXO,201711W2,10000.0,賣權,0.5,0.6,0.4,0.4,327,0.4,251,0.4,0.5,0.6,0.4,,一般
