,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/06/01,TXO,201806W1,10000.0,買權,890,930,890,930,3,940,1,885,995,1500,650,,一般
2018/06/01,TXO,201806W1,10000.0,賣權,1,1,0.4,0.5,329,0.5,1024,0.4,0.5,1,0.4,,一般
2018/06/01,TXO,201806W1,10100.0,買權,830,830,830,830,3,840,2,785,895,830,705,,一般
2018/06/01,TXO,201806W1,10100.0,賣權,0.8,0.8,0.6,0.6,2497,0.6,6388,0.6,0.7,3.4,0.6,,一般
2018/06/01,TXO,201806W1,10200.0,買權,730,730,730,730,2,740,1,690,795,730,610,,一般
2018/06/01,TXO,201806W1,10200.0,賣權,1.4,1.4,0.6,0.8,981,0.8,3676,0.7,0.9,4.9,0.6,,一般
2018/06/01,TXO,201806W1,10300.0,買權,-,-,-,-,0,640,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,10300.0,賣權,1.6,1.6,0.8,1.1,1399,1.1,3021,0.9,1.1,7.7,0.8,,一般
2018/06/01,TXO,201806W1,10400.0,買權,-,-,-,-,0,540,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,10400.0,賣權,2.4,2.4,1,1.6,3643,1.6,5919,1.5,1.6,12.5,1,,一般
2018/06/01,TXO,201806W1,10500.0,買權,-,-,-,-,0,442,12,-,-,-,-,,一般
2018/06/01,TXO,201806W1,10500.0,賣權,3.3,4.1,1.3,2.2,6217,2.2,7346,2.2,2.3,20.5,1.3,,一般
2018/06/01,TXO,201806W1,10550.0,買權,-,-,-,-,0,393,4,-,-,-,-,,一般
2018/06/01,TXO,201806W1,10550.0,賣權,5.5,5.8,1.7,2.8,3328,2.8,2346,2.7,2.9,11.5,1.7,,一般
2018/06/01,TXO,201806W1,10600.0,買權,300,343,300,343,22,343,66,340,345,343,218,,一般
2018/06/01,TXO,201806W1,10600.0,賣權,7.9,8.3,2.3,3.7,7248,3.7,7804,3.6,3.7,33.5,2.3,,一般
2018/06/01,TXO,201806W1,10650.0,買權,255,298,255,298,74,296,227,292,296,298,175,,一般
2018/06/01,TXO,201806W1,10650.0,賣權,10,12,3.6,5.1,5897,5.1,5960,4.9,5.2,43.5,3.6,,一般
2018/06/01,TXO,201806W1,10700.0,買權,191,249,191,247,1221,247,632,244,248,249,137,,一般
2018/06/01,TXO,201806W1,10700.0,賣權,17,18,5.5,8,11176,8,8894,7.5,7.9,57,5.5,,一般
2018/06/01,TXO,201806W1,10750.0,買權,145,202,145,201,2875,201,1319,198,201,202,103,,一般
2018/06/01,TXO,201806W1,10750.0,賣權,24.5,26.5,8.6,11,13459,11,10083,11,11.5,72,8.6,,一般
2018/06/01,TXO,201806W1,10800.0,買權,111,158,106,155,10688,155,4291,154,157,158,71,,一般
2018/06/01,TXO,201806W1,10800.0,賣權,36,38,14,17,24373,17,15414,17,17.5,94,14,,一般
2018/06/01,TXO,201806W1,10850.0,買權,75,117,72,114,20907,114,9803,114,115,117,46,,一般
2018/06/01,TXO,201806W1,10850.0,賣權,54,56,22,26,24661,26,12609,25.5,26,117,22,,一般
2018/06/01,TXO,201806W1,10900.0,買權,48,80,44,78,33353,78,10601,78,79,80,28,,一般
2018/06/01,TXO,201806W1,10900.0,賣權,73,77,35,40,28469,40,9786,39.5,40,146,35,,一般
2018/06/01,TXO,201806W1,10950.0,買權,25,49,24,47,33561,47,10011,47,47.5,49,15,,一般
2018/06/01,TXO,201806W1,10950.0,賣權,103,107,55,58,13741,58,3977,58,59,182,55,,一般
2018/06/01,TXO,201806W1,11000.0,買權,12,26.5,11.5,25.5,24433,25.5,14239,25,25.5,26.5,7.1,,一般
2018/06/01,TXO,201806W1,11000.0,賣權,142,143,83,87,7381,87,2530,86,87,225,83,,一般
2018/06/01,TXO,201806W1,11050.0,買權,4.9,12.5,4.7,11.5,11277,11.5,8628,11.5,12,12.5,3.3,,一般
2018/06/01,TXO,201806W1,11050.0,賣權,183,183,120,122,1639,122,927,121,125,258,120,,一般
2018/06/01,TXO,201806W1,11100.0,買權,2,5,1.8,4.8,6807,4.8,6989,4.5,4.9,5.5,1.5,,一般
2018/06/01,TXO,201806W1,11100.0,賣權,216,217,163,165,753,165,460,164,168,297,163,,一般
2018/06/01,TXO,201806W1,11150.0,買權,0.7,2,0.7,2,4248,2,4350,1.8,1.9,2.7,0.7,,一般
2018/06/01,TXO,201806W1,11150.0,賣權,235,235,212,212,23,212,47,213,215,298,212,,一般
2018/06/01,TXO,201806W1,11200.0,買權,0.4,0.9,0.4,0.8,1119,0.8,2492,0.4,0.9,1.5,0.4,,一般
2018/06/01,TXO,201806W1,11200.0,賣權,282,282,268,268,12,260,21,212,317,353,268,,一般
2018/06/01,TXO,201806W1,11250.0,買權,0.3,0.5,0.3,0.5,928,0.5,2530,0.3,1,0.9,0.3,,一般
2018/06/01,TXO,201806W1,11250.0,賣權,-,-,-,-,0,310,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11300.0,買權,0.3,0.3,0.3,0.3,10,0.3,546,0.1,0.3,0.7,0.2,,一般
2018/06/01,TXO,201806W1,11300.0,賣權,-,-,-,-,0,360,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11400.0,買權,0.2,0.2,0.2,0.2,3,0.2,792,0.1,0.2,0.5,0.1,,一般
2018/06/01,TXO,201806W1,11400.0,賣權,-,-,-,-,0,460,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11500.0,買權,-,-,-,-,0,0.1,512,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11500.0,賣權,-,-,-,-,0,560,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11600.0,買權,-,-,-,-,0,0.1,10,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11600.0,賣權,-,-,-,-,0,660,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11700.0,買權,0.2,0.2,0.1,0.1,10,0.1,0,0.1,0.2,0.2,0.1,,一般
2018/06/01,TXO,201806W1,11700.0,賣權,790,790,770,770,2,760,2,705,815,790,770,,一般
2018/06/01,TXO,201806W1,11800.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
2018/06/01,TXO,201806W1,11800.0,賣權,885,885,865,865,2,860,2,805,915,885,865,,一般
2018/06/01,TXO,201806  ,8200.0,買權,-,-,-,-,0,2710,2,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8200.0,賣權,0.5,0.5,0.4,0.4,131,0.4,15487,0.3,0.4,1100,0.4,,一般
2018/06/01,TXO,201806  ,8300.0,買權,-,-,-,-,0,2610,0,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8300.0,賣權,0.3,0.3,0.3,0.3,1,0.4,2325,0.2,0.4,28,0.3,,一般
2018/06/01,TXO,201806  ,8400.0,買權,-,-,-,-,0,2510,1,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8400.0,賣權,0.5,0.5,0.5,0.5,10,0.5,2779,0.3,0.6,1100,0.5,,一般
2018/06/01,TXO,201806  ,8500.0,買權,-,-,-,-,0,2410,0,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8500.0,賣權,1,1,0.6,0.6,177,0.6,2232,0.5,0.7,38,0.6,,一般
2018/06/01,TXO,201806  ,8600.0,買權,-,-,-,-,0,2310,2,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8600.0,賣權,0.9,0.9,0.6,0.6,65,0.6,3323,0.6,0.8,1110,0.6,,一般
2018/06/01,TXO,201806  ,8700.0,買權,-,-,-,-,0,2210,0,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8700.0,賣權,0.8,0.9,0.8,0.8,75,0.8,927,0.7,0.9,39.5,0.8,,一般
2018/06/01,TXO,201806  ,8800.0,買權,-,-,-,-,0,2110,13,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8800.0,賣權,1.5,1.5,0.9,0.9,176,0.9,3307,0.8,1,995,0.9,,一般
2018/06/01,TXO,201806  ,8900.0,買權,-,-,-,-,0,2010,1,-,-,-,-,,一般
2018/06/01,TXO,201806  ,8900.0,賣權,1.3,1.4,1.1,1.1,31,1.1,1741,1,9,47,1.1,,一般
2018/06/01,TXO,201806  ,9000.0,買權,-,-,-,-,0,1910,17,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9000.0,賣權,1.4,1.6,1.4,1.5,54,1.5,3755,0.5,1.6,995,1.4,,一般
2018/06/01,TXO,201806  ,9100.0,買權,-,-,-,-,0,1820,2,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9100.0,賣權,1.7,1.7,1.7,1.7,20,1.7,1811,1.4,59,62,1.7,,一般
2018/06/01,TXO,201806  ,9200.0,買權,-,-,-,-,0,1720,11,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9200.0,賣權,2,2,1.7,1.8,47,1.8,3681,1.6,2,1120,1.7,,一般
2018/06/01,TXO,201806  ,9300.0,買權,-,-,-,-,0,1620,3,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9300.0,賣權,2.6,2.6,2,2.1,228,2.1,3150,2,2.1,79,1.1,,一般
2018/06/01,TXO,201806  ,9400.0,買權,-,-,-,-,0,1520,22,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9400.0,賣權,3,3.1,2.3,2.5,881,2.5,11638,2.4,2.5,1140,1.3,,一般
2018/06/01,TXO,201806  ,9500.0,買權,-,-,-,-,0,1420,4,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9500.0,賣權,2.9,3,2.4,2.7,145,2.7,5514,2.6,3.2,99,1.3,,一般
2018/06/01,TXO,201806  ,9600.0,買權,-,-,-,-,0,1320,91,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9600.0,賣權,3.7,3.7,3,3,98,3,9013,2.9,3.3,1150,1.3,,一般
2018/06/01,TXO,201806  ,9700.0,買權,-,-,-,-,0,1220,4,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9700.0,賣權,4.7,4.7,3.2,3.5,272,3.5,5647,3.4,3.9,116,3.2,,一般
2018/06/01,TXO,201806  ,9800.0,買權,-,-,-,-,0,1120,57,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9800.0,賣權,5.5,5.7,3.8,4.3,559,4.3,8670,4.3,4.7,1170,3.8,,一般
2018/06/01,TXO,201806  ,9900.0,買權,-,-,-,-,0,1020,93,-,-,-,-,,一般
2018/06/01,TXO,201806  ,9900.0,賣權,6.4,6.4,4.9,5.2,558,5.2,4781,5.2,5.7,145,4.9,,一般
2018/06/01,TXO,201806  ,10000.0,買權,-,-,-,-,0,920,177,-,-,-,-,,一般
2018/06/01,TXO,201806  ,10000.0,賣權,8,8,6.1,6.6,3013,6.6,16186,6.5,6.8,1190,6.1,,一般
2018/06/01,TXO,201806  ,10100.0,買權,-,-,-,-,0,820,530,-,-,-,-,,一般
2018/06/01,TXO,201806  ,10100.0,賣權,9.1,9.5,6.6,7.7,1461,7.7,10370,7.5,7.9,171,6.6,,一般
2018/06/01,TXO,201806  ,10200.0,買權,-,-,-,-,0,725,201,-,-,-,-,,一般
2018/06/01,TXO,201806  ,10200.0,賣權,12,12,8.3,9.3,2231,9.3,11751,9.2,9.5,1230,8.3,,一般
2018/06/01,TXO,201806  ,10300.0,買權,595,615,595,600,10,625,269,570,630,710,181,,一般
2018/06/01,TXO,201806  ,10300.0,賣權,15.5,18.5,10,12,2829,12,13408,11.5,12,250,3,,一般
2018/06/01,TXO,201806  ,10400.0,買權,520,525,520,525,11,525,483,525,535,1740,208,,一般
2018/06/01,TXO,201806  ,10400.0,賣權,22,22,13.5,16,4085,16,14653,15.5,16,1270,13.5,,一般
2018/06/01,TXO,201806  ,10500.0,買權,382,438,382,430,86,436,781,434,440,655,155,,一般
2018/06/01,TXO,201806  ,10500.0,賣權,31.5,32.5,20,22.5,5539,22.5,19016,22,23,300,19.5,,一般
2018/06/01,TXO,201806  ,10600.0,買權,300,351,298,348,424,348,1995,345,350,1610,100,,一般
2018/06/01,TXO,201806  ,10600.0,賣權,45,47,28.5,32.5,5455,32.5,17389,32.5,33,1340,28.5,,一般
2018/06/01,TXO,201806  ,10700.0,買權,219,266,219,263,935,263,3267,261,264,458,79,,一般
2018/06/01,TXO,201806  ,10700.0,賣權,65,68,42.5,47.5,8298,47.5,17460,47,47.5,392,41,,一般
2018/06/01,TXO,201806  ,10800.0,買權,146,188,144,184,2635,184,6596,184,186,1490,54,,一般
2018/06/01,TXO,201806  ,10800.0,賣權,97,100,64,70,11509,70,15735,69,70,1420,46,,一般
