,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2020/02/03,TXO,202002W1,12450.0,買權,-,-,-,-,0,0.1,42,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12450.0,賣權,-,-,-,-,0,1110,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12500.0,買權,-,-,-,-,0,0.1,40,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12500.0,賣權,-,-,-,-,0,1160,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12600.0,買權,-,-,-,-,0,0.1,23,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12600.0,賣權,-,-,-,-,0,1260,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12700.0,買權,-,-,-,-,0,0.1,60,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12700.0,賣權,-,-,-,-,0,1360,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12800.0,買權,-,-,-,-,0,0.1,40,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12800.0,賣權,-,-,-,-,0,1460,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12900.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2020/02/03,TXO,202002W1,12900.0,賣權,-,-,-,-,0,1560,0,-,-,-,-,,一般
2020/02/03,TXO,202002W1,13000.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2020/02/03,TXO,202002W1,13000.0,賣權,-,-,-,-,0,1660,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,9700.0,買權,-,-,-,-,0,1630,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,9700.0,賣權,14,20,6.8,7.4,1263,7.4,3282,7.3,7.4,20,1.5,,一般
2020/02/03,TXO,202002  ,9800.0,買權,-,-,-,-,0,1530,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,9800.0,賣權,14,20,7.8,8.5,871,8.5,673,7.7,11,20,1.7,,一般
2020/02/03,TXO,202002  ,9900.0,買權,-,-,-,-,0,1430,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,9900.0,賣權,18,21,8.7,9,440,9,537,5.5,9.7,21,1.8,,一般
2020/02/03,TXO,202002  ,10000.0,買權,1320,1360,1280,1360,4,1340,10,1290,1470,2150,1280,,一般
2020/02/03,TXO,202002  ,10000.0,賣權,21,25,10,11.5,2859,11.5,2638,11,11.5,31,1.5,,一般
2020/02/03,TXO,202002  ,10100.0,買權,-,-,-,-,0,1240,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,10100.0,賣權,22,30,12,12.5,1803,12.5,1365,12.5,19,30,2.2,,一般
2020/02/03,TXO,202002  ,10200.0,買權,1110,1110,1110,1110,1,1140,2,1030,1270,1360,1110,,一般
2020/02/03,TXO,202002  ,10200.0,賣權,29,35.5,14,15,2474,15,1834,15,20,64,2.2,,一般
2020/02/03,TXO,202002  ,10300.0,買權,-,-,-,-,0,1040,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,10300.0,賣權,32.5,42,16,18.5,3268,18.5,2273,18,19,42,2.6,,一般
2020/02/03,TXO,202002  ,10400.0,買權,935,935,755,930,76,945,16,840,1070,1150,755,,一般
2020/02/03,TXO,202002  ,10400.0,賣權,36,50,20,23.5,2883,23.5,3350,20.5,26,50,2.7,,一般
2020/02/03,TXO,202002  ,10500.0,買權,865,875,850,850,67,850,7,745,855,1020,785,,一般
2020/02/03,TXO,202002  ,10500.0,賣權,45,60,24.5,28,8085,28,4335,26,30,60,3,,一般
2020/02/03,TXO,202002  ,10600.0,買權,735,780,650,765,58,765,136,650,765,1520,650,,一般
2020/02/03,TXO,202002  ,10600.0,賣權,49,73,30,34.5,5656,34.5,3703,34.5,35,80,3.7,,一般
2020/02/03,TXO,202002  ,10700.0,買權,665,690,590,685,167,665,145,565,800,1390,590,,一般
2020/02/03,TXO,202002  ,10700.0,賣權,62,88,37.5,43,7691,43,5308,42,43.5,150,3.5,,一般
2020/02/03,TXO,202002  ,10800.0,買權,520,600,461,585,125,585,87,486,585,1330,461,,一般
2020/02/03,TXO,202002  ,10800.0,賣權,81,107,47.5,55,7567,55,5829,54,55,110,4.7,,一般
2020/02/03,TXO,202002  ,10900.0,買權,485,520,400,520,238,492,188,396,496,1250,400,,一般
2020/02/03,TXO,202002  ,10900.0,賣權,94,130,60,68,6249,68,5599,68,69,130,5.7,,一般
2020/02/03,TXO,202002  ,11000.0,買權,393,440,316,412,299,412,274,405,414,1150,316,,一般
2020/02/03,TXO,202002  ,11000.0,賣權,118,158,76,87,11455,87,7986,84,87,163,7,,一般
2020/02/03,TXO,202002  ,11100.0,買權,335,363,251,333,736,333,823,328,336,1020,251,,一般
2020/02/03,TXO,202002  ,11100.0,賣權,144,191,97,109,5994,109,6213,109,110,191,8.3,,一般
2020/02/03,TXO,202002  ,11200.0,買權,248,290,184,261,2656,261,1247,262,264,980,184,,一般
2020/02/03,TXO,202002  ,11200.0,賣權,178,232,121,137,12171,137,11245,137,138,232,10.5,,一般
2020/02/03,TXO,202002  ,11300.0,買權,185,222,135,200,5806,200,2292,198,200,815,135,,一般
2020/02/03,TXO,202002  ,11300.0,賣權,191,280,154,175,9847,175,8271,173,179,280,13.5,,一般
2020/02/03,TXO,202002  ,11400.0,買權,146,165,93,144,9207,144,4307,144,148,785,93,,一般
2020/02/03,TXO,202002  ,11400.0,賣權,254,340,198,219,6435,219,12141,217,220,340,17.5,,一般
2020/02/03,TXO,202002  ,11500.0,買權,87,116,62,101,10899,101,6570,100,102,690,62,,一般
2020/02/03,TXO,202002  ,11500.0,賣權,312,409,248,275,2862,275,11316,274,280,409,23.5,,一般
2020/02/03,TXO,202002  ,11600.0,買權,59,79,39,67,15068,67,9397,66,69,595,39,,一般
2020/02/03,TXO,202002  ,11600.0,賣權,377,485,311,340,1510,340,9980,340,347,485,31,,一般
2020/02/03,TXO,202002  ,11700.0,買權,34.5,51,24.5,41,10968,41,9174,40.5,41.5,550,24.5,,一般
2020/02/03,TXO,202002  ,11700.0,賣權,495,570,384,411,1883,417,7617,413,417,570,41,,一般
2020/02/03,TXO,202002  ,11800.0,買權,19,31.5,15,25.5,8903,25.5,11683,25,27,461,15,,一般
2020/02/03,TXO,202002  ,11800.0,賣權,540,660,460,499,2035,499,6918,493,505,660,55,,一般
2020/02/03,TXO,202002  ,11900.0,買權,13,19,9.8,15,6754,15,13119,15,17,394,9.8,,一般
2020/02/03,TXO,202002  ,11900.0,賣權,620,740,560,595,648,595,5337,580,595,740,73,,一般
2020/02/03,TXO,202002  ,12000.0,買權,8,12.5,6.2,9.6,3581,9.6,12555,8.6,9.8,329,6.2,,一般
2020/02/03,TXO,202002  ,12000.0,賣權,710,825,645,670,260,685,5581,560,730,825,97,,一般
2020/02/03,TXO,202002  ,12100.0,買權,6,8.3,4.1,5.9,2112,5.9,8024,5.8,6.4,341,4.1,,一般
2020/02/03,TXO,202002  ,12100.0,賣權,820,920,740,770,62,780,4849,775,890,950,130,,一般
2020/02/03,TXO,202002  ,12200.0,買權,4.3,6.2,3,4.3,1590,4.3,10700,3.9,4.6,218,3,,一般
2020/02/03,TXO,202002  ,12200.0,賣權,920,1030,850,860,56,880,918,775,885,1030,173,,一般
2020/02/03,TXO,202002  ,12300.0,買權,2.6,4.4,2.5,3,1388,3,12404,3,3.8,171,1.8,,一般
2020/02/03,TXO,202002  ,12300.0,賣權,990,1110,975,1020,5,980,562,865,985,1110,226,,一般
2020/02/03,TXO,202002  ,12400.0,買權,3,3.3,2.2,2.5,293,2.5,9441,2.5,2.6,132,2,,一般
2020/02/03,TXO,202002  ,12400.0,賣權,1230,1230,1060,1080,8,1080,237,955,1190,1230,295,,一般
2020/02/03,TXO,202002  ,12500.0,買權,1.5,3.6,1.5,2.2,672,2.2,9008,2.1,2.3,97,1.5,,一般
2020/02/03,TXO,202002  ,12500.0,賣權,1300,1300,1170,1170,11,1180,91,1060,1290,1300,370,,一般
2020/02/03,TXO,202002  ,12600.0,買權,0.9,2.5,0.9,1.9,299,1.7,12352,1.6,1.8,70,0.9,,一般
2020/02/03,TXO,202002  ,12600.0,賣權,1270,1270,1270,1270,1,1280,84,1160,1280,1270,469,,一般
2020/02/03,TXO,202002  ,12700.0,買權,2.6,3.2,1.4,1.4,151,1.4,3069,1.3,2.1,50,0.9,,一般
2020/02/03,TXO,202002  ,12700.0,賣權,1350,1350,1350,1350,1,1380,11,1260,1490,1350,550,,一般
2020/02/03,TXO,202002  ,12800.0,買權,2.3,2.3,1.2,1.4,104,1.4,4322,1.2,1.5,32.5,0.3,,一般
2020/02/03,TXO,202002  ,12800.0,賣權,-,-,-,-,0,1480,2,-,-,-,-,,一般
2020/02/03,TXO,202002  ,12900.0,買權,1.3,1.8,0.5,1.3,24,1.3,2851,0.8,1.6,21.5,0.5,,一般
2020/02/03,TXO,202002  ,12900.0,賣權,-,-,-,-,0,1580,3,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13000.0,買權,1.3,1.9,1.3,1.7,185,1.2,1287,0.7,2.5,16,0.1,,一般
2020/02/03,TXO,202002  ,13000.0,賣權,-,-,-,-,0,1680,2,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13100.0,買權,1.1,1.1,1.1,1.1,2,1.1,837,-,1.3,8.9,0.8,,一般
2020/02/03,TXO,202002  ,13100.0,賣權,-,-,-,-,0,1780,1,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13200.0,買權,1,1,0.9,0.9,2,0.9,496,-,42,7.1,0.6,,一般
2020/02/03,TXO,202002  ,13200.0,賣權,-,-,-,-,0,1880,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13300.0,買權,0.8,0.8,0.8,0.8,1,0.8,112,-,37,4.2,0.4,,一般
2020/02/03,TXO,202002  ,13300.0,賣權,-,-,-,-,0,1980,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13400.0,買權,0.9,0.9,0.7,0.8,14,0.8,43,-,0.9,3.6,0.7,,一般
2020/02/03,TXO,202002  ,13400.0,賣權,-,-,-,-,0,2080,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13500.0,買權,0.8,0.8,0.7,0.7,7,0.7,30,-,0.8,1,0.2,,一般
2020/02/03,TXO,202002  ,13500.0,賣權,-,-,-,-,0,2180,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13600.0,買權,0.7,0.7,0.7,0.7,1,0.7,302,-,0.8,3,0.5,,一般
2020/02/03,TXO,202002  ,13600.0,賣權,-,-,-,-,0,2280,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13700.0,買權,-,-,-,-,0,0.3,1551,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13700.0,賣權,-,-,-,-,0,2380,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13800.0,買權,-,-,-,-,0,0.3,61,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13800.0,賣權,-,-,-,-,0,2480,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13900.0,買權,-,-,-,-,0,0.3,44,-,-,-,-,,一般
2020/02/03,TXO,202002  ,13900.0,賣權,-,-,-,-,0,2580,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,14000.0,買權,-,-,-,-,0,0.3,984,-,-,-,-,,一般
2020/02/03,TXO,202002  ,14000.0,賣權,-,-,-,-,0,2680,0,-,-,-,-,,一般
2020/02/03,TXO,202002  ,14100.0,買權,0.4,0.4,0.3,0.3,30,0.3,131,-,0.9,1,0.1,,一般
2020/02/03,TXO,202002  ,14100.0,賣權,-,-,-,-,0,2780,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,8200.0,買權,-,-,-,-,0,3110,12,-,-,-,-,,一般
2020/02/03,TXO,202003  ,8200.0,賣權,6,6.5,4.2,4.6,388,4.6,4005,4.6,4.7,80,1.1,,一般
2020/02/03,TXO,202003  ,8400.0,買權,-,-,-,-,0,2910,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,8400.0,賣權,7,7.2,4.1,4.1,163,5.7,790,4,7.4,115,0.3,,一般
2020/02/03,TXO,202003  ,8600.0,買權,-,-,-,-,0,2710,901,-,-,-,-,,一般
2020/02/03,TXO,202003  ,8600.0,賣權,7.5,9,6,6.2,58,6.2,2133,6,6.2,120,2.2,,一般
2020/02/03,TXO,202003  ,8800.0,買權,-,-,-,-,0,2510,520,-,-,-,-,,一般
2020/02/03,TXO,202003  ,8800.0,賣權,10,12,6.7,6.7,40,7.8,615,6.8,8.8,153,0.7,,一般
2020/02/03,TXO,202003  ,9000.0,買權,-,-,-,-,0,2310,12,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9000.0,賣權,12,13,8.1,8.7,209,8.7,583,8.1,8.8,202,2.1,,一般
2020/02/03,TXO,202003  ,9200.0,買權,-,-,-,-,0,2110,23,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9200.0,賣權,12,16,9.8,12,168,12,273,9.8,13,232,1.9,,一般
2020/02/03,TXO,202003  ,9400.0,買權,-,-,-,-,0,1910,3,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9400.0,賣權,16,18.5,11.5,11.5,459,13,17071,9.7,13,264,3.1,,一般
2020/02/03,TXO,202003  ,9600.0,買權,-,-,-,-,0,1720,33,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9600.0,賣權,22.5,26,15,15.5,131,15.5,569,15,18,350,3.5,,一般
2020/02/03,TXO,202003  ,9700.0,買權,-,-,-,-,0,1620,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9700.0,賣權,18,26,17.5,17.5,84,17.5,80,17.5,132,26,10,,一般
2020/02/03,TXO,202003  ,9800.0,買權,-,-,-,-,0,1520,49,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9800.0,賣權,29,33,20.5,22,234,22,479,20.5,23,414,4.8,,一般
2020/02/03,TXO,202003  ,9900.0,買權,-,-,-,-,0,1430,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,9900.0,賣權,30,42,24,24,78,24,66,11,26,42,14,,一般
2020/02/03,TXO,202003  ,10000.0,買權,-,-,-,-,0,1330,90,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10000.0,賣權,34.5,46.5,26,30,639,30,2234,25,31,510,5.5,,一般
2020/02/03,TXO,202003  ,10100.0,買權,-,-,-,-,0,1240,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10100.0,賣權,40.5,54,34,34,151,35.5,384,35,36,54,6.8,,一般
2020/02/03,TXO,202003  ,10200.0,買權,-,-,-,-,0,1140,17,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10200.0,賣權,53,65,39,41,320,41,953,30,50,600,7,,一般
2020/02/03,TXO,202003  ,10300.0,買權,-,-,-,-,0,1050,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10300.0,賣權,68,75,48.5,48.5,200,48.5,565,46,64,75,9,,一般
2020/02/03,TXO,202003  ,10400.0,買權,-,-,-,-,0,965,79,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10400.0,賣權,73,91,57,60,404,60,732,48,60,595,6.1,,一般
2020/02/03,TXO,202003  ,10500.0,買權,-,-,-,-,0,870,0,-,-,-,-,,一般
2020/02/03,TXO,202003  ,10500.0,賣權,74,104,66,69,494,69,495,70,75,104,9.4,,一般
2020/02/03,TXO,202003  ,10600.0,買權,710,780,710,780,2,790,48,680,915,1370,237,,一般
2020/02/03,TXO,202003  ,10600.0,賣權,101,123,79,86,491,86,1155,84,104,845,10.5,,一般
2020/02/03,TXO,202003  ,10700.0,買權,690,730,680,680,5,705,7,605,840,815,680,,一般
2020/02/03,TXO,202003  ,10700.0,賣權,102,148,94,101,1635,101,1316,95,105,148,14,,一般
2020/02/03,TXO,202003  ,10800.0,買權,550,655,550,650,34,620,189,525,755,1350,171,,一般
2020/02/03,TXO,202003  ,10800.0,賣權,145,171,112,118,455,118,1208,118,121,965,15,,一般
2020/02/03,TXO,202003  ,10900.0,買權,436,473,436,463,4,540,12,530,560,710,436,,一般
2020/02/03,TXO,202003  ,10900.0,賣權,165,200,132,138,357,138,1284,139,149,200,12.5,,一般
2020/02/03,TXO,202003  ,11000.0,買權,475,488,390,465,20,465,232,461,481,1170,123,,一般
2020/02/03,TXO,202003  ,11000.0,賣權,188,239,156,163,839,163,1706,160,174,1060,21,,一般
2020/02/03,TXO,202003  ,11100.0,買權,390,409,323,393,10,393,33,391,411,1050,323,,一般
2020/02/03,TXO,202003  ,11100.0,賣權,200,259,185,191,553,191,838,191,204,259,28,,一般
2020/02/03,TXO,202003  ,11200.0,買權,322,360,252,336,325,336,349,333,346,1010,91,,一般
2020/02/03,TXO,202003  ,11200.0,賣權,252,308,217,232,628,232,1538,228,239,1170,32.5,,一般
2020/02/03,TXO,202003  ,11300.0,買權,258,302,208,277,617,277,483,274,286,880,208,,一般
2020/02/03,TXO,202003  ,11300.0,賣權,313,346,255,268,465,268,980,267,278,346,42,,一般
2020/02/03,TXO,202003  ,11400.0,買權,206,244,158,233,605,222,598,220,229,795,59,,一般
2020/02/03,TXO,202003  ,11400.0,賣權,355,416,297,318,224,318,1453,312,318,1160,50,,一般
2020/02/03,TXO,202003  ,11500.0,買權,160,196,120,175,589,175,616,167,177,690,102,,一般
2020/02/03,TXO,202003  ,11500.0,賣權,385,489,350,363,69,369,1251,360,369,515,63,,一般
2020/02/03,TXO,202003  ,11600.0,買權,131,154,94,135,754,135,1116,130,141,640,39.5,,一般
2020/02/03,TXO,202003  ,11600.0,賣權,473,515,398,422,130,431,898,419,431,1630,75,,一般
2020/02/03,TXO,202003  ,11700.0,買權,89,115,66,103,2695,103,1961,100,103,540,66,,一般
2020/02/03,TXO,202003  ,11700.0,賣權,500,620,471,471,115,499,557,492,505,620,92,,一般
2020/02/03,TXO,202003  ,11800.0,買權,61,87,51,76,457,76,1294,73,80,467,28,,一般
2020/02/03,TXO,202003  ,11800.0,賣權,580,635,550,575,40,575,900,565,680,1380,114,,一般
2020/02/03,TXO,202003  ,11900.0,買權,52,62,35,51,1135,51,823,48,57,402,35,,一般
2020/02/03,TXO,202003  ,11900.0,賣權,685,685,625,625,5,645,171,525,755,685,143,,一般
2020/02/03,TXO,202003  ,12000.0,買權,31.5,44,25,38.5,821,38.5,1809,36.5,43,379,22,,一般
2020/02/03,TXO,202003  ,12000.0,賣權,755,840,705,710,29,735,296,605,840,1290,173,,一般
2020/02/03,TXO,202003  ,12100.0,買權,23,32,18,27.5,437,27.5,1460,27,29,304,18,,一般
2020/02/03,TXO,202003  ,12100.0,賣權,935,935,805,805,4,825,110,815,925,935,209,,一般
2020/02/03,TXO,202003  ,12200.0,買權,16,23.5,14,19,199,19,2601,19,22,261,11,,一般
2020/02/03,TXO,202003  ,12200.0,賣權,1020,1020,940,940,3,915,154,785,1020,1530,258,,一般
2020/02/03,TXO,202003  ,12300.0,買權,12,16.5,11,14.5,57,14.5,846,13.5,17,210,10,,一般
2020/02/03,TXO,202003  ,12300.0,賣權,-,-,-,-,0,1010,48,-,-,-,-,,一般
2020/02/03,TXO,202003  ,12400.0,買權,9.5,11.5,8,11.5,114,11.5,2178,9.9,11.5,171,7.9,,一般
2020/02/03,TXO,202003  ,12400.0,賣權,1130,1130,1130,1130,1,1110,178,975,1110,2110,384,,一般
2020/02/03,TXO,202003  ,12500.0,買權,7,8.6,7,8.6,6,8.6,550,8.1,9,130,5.1,,一般
2020/02/03,TXO,202003  ,12500.0,賣權,1230,1230,1230,1230,1,1200,172,1070,1210,1230,450,,一般
2020/02/03,TXO,202003  ,12600.0,買權,5.2,7,5.2,7,118,7,791,6.9,112,98,4.9,,一般
2020/02/03,TXO,202003  ,12600.0,賣權,-,-,-,-,0,1300,51,-,-,-,-,,一般
2020/02/03,TXO,202003  ,12700.0,買權,3,5.8,3,5.1,298,5.1,359,5.1,29.5,79,3,,一般
2020/02/03,TXO,202003  ,12700.0,賣權,-,-,-,-,0,1400,1,-,-,-,-,,一般
2020/02/03,TXO,202003  ,12800.0,買權,3.8,4.6,3.1,3.1,22,5,754,4,6,61,3.1,,一般
2020/02/03,TXO,202003  ,12800.0,賣權,-,-,-,-,0,1500,21,-,-,-,-,,一般
