,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
9048,2016/7/1,TXO,201607W1,7900.0,買權,0.0,0.0,0.0,0.0,0,805.0,0,68.0,1180.0,0.0,0.0,
9049,2016/7/1,TXO,201607W1,7900.0,賣權,0.5,0.5,0.4,0.5,337,0.5,2925,0.1,0.5,1.5,0.4,
9050,2016/7/1,TXO,201607W1,8000.0,買權,0.0,0.0,0.0,0.0,0,705.0,2,312.0,1080.0,555.0,401.0,
9051,2016/7/1,TXO,201607W1,8000.0,賣權,0.5,0.7,0.5,0.6,699,0.6,4829,0.6,0.7,2.7,0.5,
9052,2016/7/1,TXO,201607W1,8100.0,買權,580.0,580.0,580.0,580.0,17,605.0,17,223.0,980.0,580.0,580.0,
9053,2016/7/1,TXO,201607W1,8100.0,賣權,1.0,1.6,0.7,1.1,3520,1.1,8442,0.9,1.1,4.6,0.7,
9054,2016/7/1,TXO,201607W1,8200.0,買權,0.0,0.0,0.0,0.0,0,505.0,5,151.0,880.0,415.0,330.0,
9055,2016/7/1,TXO,201607W1,8200.0,賣權,1.8,2.1,1.0,1.7,5429,1.7,14425,1.7,1.8,10.5,1.0,
9056,2016/7/1,TXO,201607W1,8300.0,買權,0.0,0.0,0.0,0.0,0,405.0,151,100.0,780.0,319.0,236.0,
9057,2016/7/1,TXO,201607W1,8300.0,賣權,2.9,2.9,1.3,2.3,7398,2.3,11537,2.3,2.4,21.0,1.3,
9058,2016/7/1,TXO,201607W1,8350.0,買權,347.0,359.0,347.0,359.0,2,357.0,150,282.0,390.0,359.0,171.0,
9059,2016/7/1,TXO,201607W1,8350.0,賣權,3.0,3.0,1.7,3.0,6616,3.0,12965,2.7,3.0,30.5,1.7,
9060,2016/7/1,TXO,201607W1,8400.0,買權,277.0,318.0,260.0,307.0,141,307.0,290,303.0,715.0,318.0,126.0,
9061,2016/7/1,TXO,201607W1,8400.0,賣權,5.0,5.0,2.3,3.2,12557,3.2,13024,3.2,3.7,44.5,2.3,
9062,2016/7/1,TXO,201607W1,8450.0,買權,219.0,274.0,212.0,258.0,358,258.0,754,257.0,265.0,274.0,93.0,
9063,2016/7/1,TXO,201607W1,8450.0,賣權,7.1,8.0,3.3,5.0,21974,5.0,13154,4.6,5.0,61.0,3.3,
9064,2016/7/1,TXO,201607W1,8500.0,買權,180.0,225.0,165.0,212.0,904,212.0,1642,212.0,218.0,225.0,64.0,
9065,2016/7/1,TXO,201607W1,8500.0,賣權,12.0,14.5,5.4,7.5,23598,7.5,14462,7.5,7.9,83.0,5.4,
9066,2016/7/1,TXO,201607W1,8550.0,買權,138.0,179.0,123.0,171.0,4093,171.0,5692,166.0,172.0,179.0,45.0,
9067,2016/7/1,TXO,201607W1,8550.0,賣權,21.5,23.5,8.9,12.5,22423,12.5,12507,12.0,12.5,113.0,8.9,
9068,2016/7/1,TXO,201607W1,8600.0,買權,92.0,135.0,87.0,125.0,10306,125.0,6516,124.0,126.0,135.0,28.0,
9069,2016/7/1,TXO,201607W1,8600.0,賣權,33.0,38.0,14.0,17.5,26251,17.5,12902,17.5,18.0,144.0,14.0,
9070,2016/7/1,TXO,201607W1,8650.0,買權,64.0,95.0,55.0,85.0,23105,85.0,6208,84.0,88.0,95.0,17.0,
9071,2016/7/1,TXO,201607W1,8650.0,賣權,53.0,56.0,24.0,28.0,30400,28.0,10309,28.0,28.5,165.0,24.0,
9072,2016/7/1,TXO,201607W1,8700.0,買權,35.5,60.0,31.0,53.0,31983,53.0,11421,51.0,53.0,60.0,8.8,
9073,2016/7/1,TXO,201607W1,8700.0,賣權,75.0,82.0,39.0,45.0,22726,45.0,7352,45.0,45.5,193.0,39.0,
9074,2016/7/1,TXO,201607W1,8750.0,買權,19.0,33.0,16.0,28.5,29600,28.5,8828,28.5,29.0,33.0,4.5,
9075,2016/7/1,TXO,201607W1,8750.0,賣權,116.0,116.0,62.0,69.0,8747,69.0,2580,68.0,69.0,237.0,62.0,
9076,2016/7/1,TXO,201607W1,8800.0,買權,7.0,15.5,7.0,12.5,21940,12.5,8094,12.5,13.0,15.5,2.0,
9077,2016/7/1,TXO,201607W1,8800.0,賣權,150.0,155.0,95.0,102.0,1956,102.0,672,101.0,103.0,260.0,95.0,
9078,2016/7/1,TXO,201607W1,8850.0,買權,2.8,6.1,2.5,5.0,7561,5.0,3406,5.0,5.1,6.1,2.5,
9079,2016/7/1,TXO,201607W1,8850.0,賣權,180.0,198.0,135.0,148.0,262,148.0,96,145.0,150.0,198.0,135.0,
9080,2016/7/1,TXO,201607W1,8900.0,買權,1.0,2.1,0.7,1.9,6755,1.9,11833,1.9,2.0,2.1,0.4,
9081,2016/7/1,TXO,201607W1,8900.0,賣權,222.0,222.0,185.0,200.0,39,195.0,27,189.0,196.0,291.0,185.0,
9082,2016/7/1,TXO,201607W1,9000.0,買權,0.5,0.5,0.3,0.5,791,0.5,829,0.4,0.5,0.5,0.3,
9083,2016/7/1,TXO,201607W1,9000.0,賣權,300.0,300.0,300.0,300.0,1,295.0,1,288.0,296.0,464.0,300.0,
9084,2016/7/1,TXO,201607W1,9100.0,買權,0.4,0.4,0.1,0.1,20,0.2,19,0.1,0.3,0.4,0.1,
9085,2016/7/1,TXO,201607W1,9100.0,賣權,0.0,0.0,0.0,0.0,0,395.0,0,202.0,760.0,0.0,0.0,
9086,2016/7/1,TXO,201607W1,9200.0,買權,0.0,0.0,0.0,0.0,0,0.2,0,0.1,0.3,0.0,0.0,
9087,2016/7/1,TXO,201607W1,9200.0,賣權,0.0,0.0,0.0,0.0,0,495.0,0,302.0,860.0,0.0,0.0,
9088,2016/7/1,TXO,201607W1,9300.0,買權,0.2,0.2,0.1,0.2,36,0.2,6,0.1,0.2,0.2,0.1,
9089,2016/7/1,TXO,201607W1,9300.0,賣權,0.0,0.0,0.0,0.0,0,595.0,0,100.0,0.0,0.0,0.0,
9090,2016/7/1,TXO,201607,6800.0,買權,0.0,0.0,0.0,0.0,0,1820.0,12,1480.0,2200.0,1630.0,1550.0,
9091,2016/7/1,TXO,201607,6800.0,賣權,0.5,1.0,0.5,0.5,389,0.5,12966,0.4,0.5,37.5,0.4,
9092,2016/7/1,TXO,201607,6900.0,買權,0.0,0.0,0.0,0.0,0,1720.0,1,1380.0,2100.0,1490.0,1450.0,
9093,2016/7/1,TXO,201607,6900.0,賣權,0.8,1.1,0.5,0.8,175,0.8,7295,0.5,0.8,46.0,0.5,
9094,2016/7/1,TXO,201607,7000.0,買權,0.0,0.0,0.0,0.0,0,1620.0,8,1280.0,2000.0,940.0,885.0,
9095,2016/7/1,TXO,201607,7000.0,賣權,0.9,1.2,0.5,1.0,702,1.0,7670,0.7,1.1,56.0,0.5,
9096,2016/7/1,TXO,201607,7100.0,買權,0.0,0.0,0.0,0.0,0,1520.0,10,1180.0,1900.0,860.0,770.0,
9097,2016/7/1,TXO,201607,7100.0,賣權,1.1,1.4,0.9,1.1,280,1.1,7003,0.6,1.1,555.0,0.9,
9098,2016/7/1,TXO,201607,7200.0,買權,0.0,0.0,0.0,0.0,0,1420.0,16,1080.0,1800.0,1010.0,680.0,
9099,2016/7/1,TXO,201607,7200.0,賣權,1.7,1.7,1.2,1.4,2088,1.4,12176,1.4,1.6,83.0,1.2,
9100,2016/7/1,TXO,201607,7300.0,買權,0.0,0.0,0.0,0.0,0,1320.0,34,980.0,1700.0,1110.0,595.0,
9101,2016/7/1,TXO,201607,7300.0,賣權,1.9,1.9,1.4,1.8,631,1.8,9652,1.7,2.0,101.0,1.4,
9102,2016/7/1,TXO,201607,7400.0,買權,0.0,0.0,0.0,0.0,0,1220.0,15,855.0,1580.0,1130.0,540.0,
9103,2016/7/1,TXO,201607,7400.0,賣權,2.0,2.3,1.6,1.9,1563,1.9,12854,1.9,2.0,122.0,1.6,
9104,2016/7/1,TXO,201607,7500.0,買權,1020.0,1090.0,1020.0,1090.0,6,1120.0,25,235.0,1490.0,1090.0,471.0,
9105,2016/7/1,TXO,201607,7500.0,賣權,2.3,2.6,1.9,2.1,1046,2.1,14273,2.0,2.1,151.0,1.9,
9106,2016/7/1,TXO,201607,7600.0,買權,0.0,0.0,0.0,0.0,0,1020.0,103,237.0,1400.0,925.0,319.0,
