,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/11/01,TXO,201811W1,10500.0,買權,0.8,0.8,0.3,0.3,330,0.3,236,0.2,0.7,0.8,0.3,,一般
2018/11/01,TXO,201811W1,10500.0,賣權,660,660,660,660,3,690,3,635,745,660,660,,一般
2018/11/01,TXO,201811  ,8000.0,買權,-,-,-,-,0,1790,2,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8000.0,賣權,7.7,7.7,6.5,7.3,982,7.3,2979,7,7.5,32.5,5,,一般
2018/11/01,TXO,201811  ,8100.0,買權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8100.0,賣權,8.5,8.6,7,8,576,8,779,7.5,8.2,38,7,,一般
2018/11/01,TXO,201811  ,8200.0,買權,-,-,-,-,0,1600,20,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8200.0,賣權,9.5,9.8,7.8,8.9,1209,8.9,2779,7.6,10,46,7.8,,一般
2018/11/01,TXO,201811  ,8300.0,買權,-,-,-,-,0,1500,31,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8300.0,賣權,10.5,11,8.4,10,1502,10,10422,9.9,10.5,53,8.4,,一般
2018/11/01,TXO,201811  ,8400.0,買權,1370,1420,1370,1420,3,1400,5,1350,1450,1500,1020,,一般
2018/11/01,TXO,201811  ,8400.0,賣權,12.5,12.5,10,11.5,669,11.5,5172,11.5,12.5,63,10,,一般
2018/11/01,TXO,201811  ,8500.0,買權,-,-,-,-,0,1300,5,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8500.0,賣權,15,15,11.5,14,682,14,5351,13.5,14,80,10.5,,一般
2018/11/01,TXO,201811  ,8600.0,買權,1140,1140,1140,1140,10,1200,344,1150,1210,1360,880,,一般
2018/11/01,TXO,201811  ,8600.0,賣權,17,17,13.5,16,820,16,4129,14,16.5,88,13.5,,一般
2018/11/01,TXO,201811  ,8700.0,買權,1040,1040,1040,1040,1,1110,216,1060,1110,1190,750,,一般
2018/11/01,TXO,201811  ,8700.0,賣權,19,20,15,18.5,1349,18.5,4588,18,19,102,15,,一般
2018/11/01,TXO,201811  ,8800.0,買權,-,-,-,-,0,1010,457,-,-,-,-,,一般
2018/11/01,TXO,201811  ,8800.0,賣權,22,23.5,17.5,21.5,2010,21.5,11144,21,22,128,13,,一般
2018/11/01,TXO,201811  ,8900.0,買權,910,910,910,910,1,910,275,860,920,1080,575,,一般
2018/11/01,TXO,201811  ,8900.0,賣權,28,29,21,25.5,1748,25.5,6416,25,25.5,143,15,,一般
2018/11/01,TXO,201811  ,9000.0,買權,795,825,795,825,3,825,326,770,825,1440,495,,一般
2018/11/01,TXO,201811  ,9000.0,賣權,34.5,36,25.5,31.5,4702,31.5,14373,30.5,31.5,156,5,,一般
2018/11/01,TXO,201811  ,9100.0,買權,675,740,675,730,5,730,354,720,730,1960,166,,一般
2018/11/01,TXO,201811  ,9100.0,賣權,40.5,43.5,31,37.5,2764,37.5,7684,37.5,38,169,6,,一般
2018/11/01,TXO,201811  ,9200.0,買權,620,660,620,650,69,635,586,630,640,870,345,,一般
2018/11/01,TXO,201811  ,9200.0,賣權,53,55,38,45,3709,45,7988,45,45.5,200,6.8,,一般
2018/11/01,TXO,201811  ,9300.0,買權,488,575,475,560,55,545,1007,540,550,800,243,,一般
2018/11/01,TXO,201811  ,9300.0,賣權,65,69,48.5,56,4532,56,9634,56,57,236,7.7,,一般
2018/11/01,TXO,201811  ,9400.0,買權,406,486,401,461,246,461,2034,457,462,670,187,,一般
2018/11/01,TXO,201811  ,9400.0,賣權,81,88,61,70,4712,70,9484,70,72,350,8.6,,一般
2018/11/01,TXO,201811  ,9500.0,買權,341,405,319,379,383,379,4149,378,381,625,138,,一般
2018/11/01,TXO,201811  ,9500.0,賣權,103,113,78,91,4580,91,11255,90,91,324,9.9,,一般
2018/11/01,TXO,201811  ,9600.0,買權,272,327,250,302,708,302,5217,300,305,1430,117,,一般
2018/11/01,TXO,201811  ,9600.0,賣權,131,143,100,114,3524,114,7415,113,115,1040,11,,一般
2018/11/01,TXO,201811  ,9700.0,買權,214,256,188,232,2093,232,5325,232,236,1300,86,,一般
2018/11/01,TXO,201811  ,9700.0,賣權,163,183,129,145,4673,145,8343,145,148,455,12.5,,一般
2018/11/01,TXO,201811  ,9800.0,買權,153,194,135,173,4721,173,10482,172,174,432,58,,一般
2018/11/01,TXO,201811  ,9800.0,賣權,209,230,166,184,2709,184,7182,183,186,515,12.5,,一般
2018/11/01,TXO,201811  ,9900.0,買權,106,138,92,123,9999,123,9260,122,123,1150,36,,一般
2018/11/01,TXO,201811  ,9900.0,賣權,270,282,212,233,926,233,4694,231,236,595,16.5,,一般
2018/11/01,TXO,201811  ,10000.0,買權,73,94,60,80,9614,80,18909,80,81,995,22.5,,一般
2018/11/01,TXO,201811  ,10000.0,賣權,336,354,268,292,976,292,3321,290,293,685,18.5,,一般
2018/11/01,TXO,201811  ,10100.0,買權,44,60,37.5,51,9359,51,13519,50,51,855,13,,一般
2018/11/01,TXO,201811  ,10100.0,賣權,420,433,336,360,422,360,1974,361,367,765,22,,一般
2018/11/01,TXO,201811  ,10200.0,買權,26,37,22,31,8208,31,15667,30.5,31,775,8.3,,一般
2018/11/01,TXO,201811  ,10200.0,賣權,500,500,419,439,51,439,1510,440,446,855,27,,一般
2018/11/01,TXO,201811  ,10300.0,買權,14.5,21.5,13,18,5683,18,12869,17.5,18,710,5.7,,一般
2018/11/01,TXO,201811  ,10300.0,賣權,530,530,510,525,72,525,3476,525,530,940,32,,一般
2018/11/01,TXO,201811  ,10400.0,買權,9.6,12.5,7.7,10.5,4411,10.5,12406,10,10.5,640,3.9,,一般
2018/11/01,TXO,201811  ,10400.0,賣權,650,650,595,605,26,620,1851,615,625,1050,40,,一般
2018/11/01,TXO,201811  ,10500.0,買權,5.6,8.1,5,6.6,9939,6.6,13197,6.3,6.6,570,3.2,,一般
2018/11/01,TXO,201811  ,10500.0,賣權,780,780,695,720,115,720,5183,715,775,1280,49.5,,一般
2018/11/01,TXO,201811  ,10600.0,買權,4,5.3,3.9,4.3,1564,4.3,9663,3.5,4.6,510,2.7,,一般
2018/11/01,TXO,201811  ,10600.0,賣權,800,805,800,805,3,815,1503,780,820,1230,65,,一般
2018/11/01,TXO,201811  ,10700.0,買權,3,4,2.9,3.3,1274,3.3,5883,2,4,440,2,,一般
2018/11/01,TXO,201811  ,10700.0,賣權,945,945,885,900,60,915,1315,910,940,1330,84,,一般
2018/11/01,TXO,201811  ,10800.0,買權,2,3,2,2.3,1038,2.3,15493,2.2,2.3,421,1.8,,一般
2018/11/01,TXO,201811  ,10800.0,賣權,985,1010,985,1010,18,1010,1624,990,1020,1430,109,,一般
2018/11/01,TXO,201811  ,10900.0,買權,2.1,2.5,2,2.1,361,2.1,5055,0.1,2.1,295,1.5,,一般
2018/11/01,TXO,201811  ,10900.0,賣權,-,-,-,-,0,1110,264,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11000.0,買權,1.8,2.2,1.7,1.8,643,1.8,6288,1.7,2,283,1.5,,一般
2018/11/01,TXO,201811  ,11000.0,賣權,1260,1260,1200,1200,2,1210,190,1160,1260,1540,182,,一般
2018/11/01,TXO,201811  ,11100.0,買權,1.5,1.8,1.5,1.6,76,1.6,2751,0.5,1.7,227,1.5,,一般
2018/11/01,TXO,201811  ,11100.0,賣權,-,-,-,-,0,1310,109,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11200.0,買權,1.7,1.7,1.4,1.4,27,1.4,3629,0.3,1.5,250,1.4,,一般
2018/11/01,TXO,201811  ,11200.0,賣權,-,-,-,-,0,1410,60,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11300.0,買權,1.5,5,1.1,1.1,111,1.1,4061,0.1,1.2,141,1.1,,一般
2018/11/01,TXO,201811  ,11300.0,賣權,-,-,-,-,0,1510,61,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11400.0,買權,1,1,0.9,0.9,27,0.9,2848,0.1,1,100,0.4,,一般
2018/11/01,TXO,201811  ,11400.0,賣權,-,-,-,-,0,1610,66,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11500.0,買權,0.9,0.9,0.6,0.6,38,0.6,1791,0.5,0.9,73,0.6,,一般
2018/11/01,TXO,201811  ,11500.0,賣權,-,-,-,-,0,1710,37,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11600.0,買權,-,-,-,-,0,0.5,2168,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11600.0,賣權,-,-,-,-,0,1810,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11700.0,買權,0.5,0.5,0.5,0.5,3,0.5,2339,0.3,1,37,0.5,,一般
2018/11/01,TXO,201811  ,11700.0,賣權,-,-,-,-,0,1910,1,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11800.0,買權,-,-,-,-,0,0.2,2089,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11800.0,賣權,-,-,-,-,0,2010,4,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11900.0,買權,-,-,-,-,0,0.1,862,-,-,-,-,,一般
2018/11/01,TXO,201811  ,11900.0,賣權,-,-,-,-,0,2110,3,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12000.0,買權,-,-,-,-,0,0.1,1668,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12000.0,賣權,-,-,-,-,0,2210,1,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12100.0,買權,-,-,-,-,0,0.1,907,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12100.0,賣權,-,-,-,-,0,2310,5,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12200.0,買權,0.2,0.2,0.2,0.2,3,0.1,439,-,0.8,5,0.1,,一般
2018/11/01,TXO,201811  ,12200.0,賣權,-,-,-,-,0,2410,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12300.0,買權,-,-,-,-,0,0.1,525,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12300.0,賣權,-,-,-,-,0,2510,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12400.0,買權,-,-,-,-,0,0.1,242,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12400.0,賣權,-,-,-,-,0,2610,3,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12500.0,買權,0.4,0.4,0.1,0.1,12,0.1,98,0.1,0.2,2.1,0.1,,一般
2018/11/01,TXO,201811  ,12500.0,賣權,-,-,-,-,0,2710,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12600.0,買權,-,-,-,-,0,0.1,637,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12600.0,賣權,-,-,-,-,0,2810,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12700.0,買權,-,-,-,-,0,0.1,568,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12700.0,賣權,-,-,-,-,0,2910,0,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12800.0,買權,-,-,-,-,0,0.1,625,-,-,-,-,,一般
2018/11/01,TXO,201811  ,12800.0,賣權,-,-,-,-,0,3010,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8000.0,買權,-,-,-,-,0,1800,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8000.0,賣權,26,27.5,23.5,26,385,26,5287,22.5,26.5,62,22.5,,一般
2018/11/01,TXO,201812  ,8100.0,買權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8100.0,賣權,27.5,27.5,27.5,27.5,4,27.5,170,22.5,33,67,27.5,,一般
2018/11/01,TXO,201812  ,8200.0,買權,-,-,-,-,0,1610,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8200.0,賣權,32.5,33.5,29,32,201,32,4019,30,35.5,90,5.1,,一般
2018/11/01,TXO,201812  ,8300.0,買權,-,-,-,-,0,1510,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8300.0,賣權,35.5,37,32,36,75,36,580,34,39.5,91,4.1,,一般
2018/11/01,TXO,201812  ,8400.0,買權,-,-,-,-,0,1420,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8400.0,賣權,41,42,37,40.5,76,40.5,1947,37,40.5,120,7,,一般
2018/11/01,TXO,201812  ,8500.0,買權,-,-,-,-,0,1320,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8500.0,賣權,47,48,41,45.5,85,45.5,994,45.5,51,113,4.1,,一般
2018/11/01,TXO,201812  ,8600.0,買權,-,-,-,-,0,1230,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8600.0,賣權,55,55,46,51,105,51,2805,50,52,208,8.5,,一般
2018/11/01,TXO,201812  ,8700.0,買權,-,-,-,-,0,1130,10,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8700.0,賣權,62,62,52,57,234,57,2156,56,59,156,10,,一般
2018/11/01,TXO,201812  ,8800.0,買權,-,-,-,-,0,1040,5,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8800.0,賣權,71,71,59,65,147,65,2553,65,116,224,10,,一般
2018/11/01,TXO,201812  ,8900.0,買權,-,-,-,-,0,950,2,-,-,-,-,,一般
2018/11/01,TXO,201812  ,8900.0,賣權,80,80,68,71,122,71,902,71,77,185,11.5,,一般
2018/11/01,TXO,201812  ,9000.0,買權,-,-,-,-,0,865,27,-,-,-,-,,一般
2018/11/01,TXO,201812  ,9000.0,賣權,92,93,78,86,253,86,2655,82,86,315,7.3,,一般
2018/11/01,TXO,201812  ,9100.0,買權,-,-,-,-,0,770,90,-,-,-,-,,一般
2018/11/01,TXO,201812  ,9100.0,賣權,107,107,91,96,43,96,1773,90,103,245,18,,一般
2018/11/01,TXO,201812  ,9200.0,買權,-,-,-,-,0,695,73,-,-,-,-,,一般
2018/11/01,TXO,201812  ,9200.0,賣權,124,126,104,113,130,113,7662,113,124,360,15,,一般
2018/11/01,TXO,201812  ,9300.0,買權,605,615,605,615,30,605,175,605,620,755,349,,一般
2018/11/01,TXO,201812  ,9300.0,賣權,146,147,123,131,147,131,1013,131,137,303,17,,一般
2018/11/01,TXO,201812  ,9400.0,買權,515,550,515,535,4,535,427,525,540,840,284,,一般
2018/11/01,TXO,201812  ,9400.0,賣權,169,173,143,152,165,152,1171,152,158,400,19,,一般
2018/11/01,TXO,201812  ,9500.0,買權,406,478,400,468,25,457,140,451,463,655,238,,一般
2018/11/01,TXO,201812  ,9500.0,賣權,199,203,168,181,360,181,955,178,186,401,21,,一般
2018/11/01,TXO,201812  ,9600.0,買權,343,405,335,398,48,389,273,386,390,1340,180,,一般
2018/11/01,TXO,201812  ,9600.0,賣權,230,230,197,213,532,213,1920,209,217,600,24,,一般
2018/11/01,TXO,201812  ,9700.0,買權,284,332,283,332,104,325,294,318,326,495,150,,一般
2018/11/01,TXO,201812  ,9700.0,賣權,276,276,233,249,407,249,727,246,253,505,28,,一般
2018/11/01,TXO,201812  ,9800.0,買權,234,280,223,267,320,267,440,264,268,1230,114,,一般
2018/11/01,TXO,201812  ,9800.0,賣權,319,321,272,289,1115,289,2076,288,297,575,30,,一般
2018/11/01,TXO,201812  ,9900.0,買權,184,226,175,216,235,216,544,209,216,418,84,,一般
2018/11/01,TXO,201812  ,9900.0,賣權,366,366,317,339,475,339,1791,332,340,655,35,,一般
2018/11/01,TXO,201812  ,10000.0,買權,149,177,138,167,337,167,1707,167,171,1100,64,,一般
2018/11/01,TXO,201812  ,10000.0,賣權,429,429,368,395,175,395,9610,386,395,720,38.5,,一般
2018/11/01,TXO,201812  ,10100.0,買權,109,136,104,130,1259,130,1499,127,131,510,40,,一般
2018/11/01,TXO,201812  ,10100.0,賣權,462,462,431,431,3,454,591,451,460,810,45.5,,一般
2018/11/01,TXO,201812  ,10200.0,買權,80,103,76,96,256,96,1625,94,98,900,16,,一般
2018/11/01,TXO,201812  ,10200.0,賣權,540,540,498,520,11,520,668,515,530,870,54,,一般
2018/11/01,TXO,201812  ,10300.0,買權,57,76,54,73,182,73,818,69,72,700,2.2,,一般
2018/11/01,TXO,201812  ,10300.0,賣權,615,615,575,575,7,595,352,590,605,935,65,,一般
2018/11/01,TXO,201812  ,10400.0,買權,40.5,55,40.5,52,222,52,1135,48,53,700,14,,一般
2018/11/01,TXO,201812  ,10400.0,賣權,670,670,665,670,3,670,910,670,725,1020,75,,一般
2018/11/01,TXO,201812  ,10500.0,買權,28.5,39.5,27.5,37,231,37,2593,32,39.5,515,12.5,,一般
2018/11/01,TXO,201812  ,10500.0,賣權,745,745,740,745,42,760,527,705,765,1050,94,,一般
2018/11/01,TXO,201812  ,10600.0,買權,19,28,19,27.5,171,27.5,1717,22,28,595,10,,一般
2018/11/01,TXO,201812  ,10600.0,賣權,-,-,-,-,0,850,301,-,-,-,-,,一般
2018/11/01,TXO,201812  ,10700.0,買權,16.5,20.5,16.5,18.5,92,18.5,535,17,19.5,414,7.9,,一般
2018/11/01,TXO,201812  ,10700.0,賣權,915,935,915,930,20,940,256,885,950,1250,136,,一般
2018/11/01,TXO,201812  ,10800.0,買權,12,15,11.5,14,102,14,1434,10,14.5,452,6.2,,一般
2018/11/01,TXO,201812  ,10800.0,賣權,1000,1000,1000,1000,1,1040,254,980,1050,1450,100,,一般
2018/11/01,TXO,201812  ,10900.0,買權,9.3,10.5,9.3,10.5,8,10.5,425,10,11,301,5.9,,一般
2018/11/01,TXO,201812  ,10900.0,賣權,-,-,-,-,0,1130,25,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11000.0,買權,7.9,8.9,7.9,8.6,31,8.6,2130,8.5,8.9,330,0.3,,一般
2018/11/01,TXO,201812  ,11000.0,賣權,1200,1200,1200,1200,3,1230,345,1180,1240,1650,241,,一般
2018/11/01,TXO,201812  ,11100.0,買權,7.2,7.2,7.2,7.2,3,7.2,243,1,19.5,199,4.7,,一般
2018/11/01,TXO,201812  ,11100.0,賣權,-,-,-,-,0,1330,4,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11200.0,買權,6.4,6.4,6,6,3,6,833,1,11,765,4,,一般
2018/11/01,TXO,201812  ,11200.0,賣權,-,-,-,-,0,1430,65,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11300.0,買權,4.9,5.8,4.9,5.4,11,5.4,143,4.9,52,118,3.9,,一般
2018/11/01,TXO,201812  ,11300.0,賣權,-,-,-,-,0,1530,7,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11400.0,買權,4.8,4.9,4.7,4.9,7,4.9,593,1.1,54,211,3.3,,一般
2018/11/01,TXO,201812  ,11400.0,賣權,-,-,-,-,0,1630,10,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11500.0,買權,-,-,-,-,0,4.2,392,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11500.0,賣權,-,-,-,-,0,1730,4,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11600.0,買權,-,-,-,-,0,3.9,382,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11600.0,賣權,-,-,-,-,0,1820,10,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11700.0,買權,-,-,-,-,0,3.7,58,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11700.0,賣權,-,-,-,-,0,1920,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11800.0,買權,3.5,3.5,3.5,3.5,1,3.5,770,0.2,5.9,120,2.6,,一般
2018/11/01,TXO,201812  ,11800.0,賣權,-,-,-,-,0,2020,11,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11900.0,買權,-,-,-,-,0,3.2,214,-,-,-,-,,一般
2018/11/01,TXO,201812  ,11900.0,賣權,-,-,-,-,0,2120,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12000.0,買權,2.9,2.9,2.9,2.9,3,2.9,852,1,52,90,0.4,,一般
2018/11/01,TXO,201812  ,12000.0,賣權,-,-,-,-,0,2220,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12100.0,買權,-,-,-,-,0,2.5,27,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12100.0,賣權,-,-,-,-,0,2320,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12200.0,買權,2.2,2.2,2.2,2.2,2,2.2,239,1,97,800,1.9,,一般
2018/11/01,TXO,201812  ,12200.0,賣權,-,-,-,-,0,2420,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12300.0,買權,-,-,-,-,0,2,25,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12300.0,賣權,-,-,-,-,0,2520,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12400.0,買權,1.8,1.8,1.8,1.8,3,1.8,387,0.1,52,58,1,,一般
2018/11/01,TXO,201812  ,12400.0,賣權,-,-,-,-,0,2620,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12500.0,買權,-,-,-,-,0,1.4,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12500.0,賣權,-,-,-,-,0,2720,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12600.0,買權,-,-,-,-,0,1.1,471,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12600.0,賣權,-,-,-,-,0,2820,4,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12700.0,買權,-,-,-,-,0,0.8,1,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12700.0,賣權,-,-,-,-,0,2920,0,-,-,-,-,,一般
2018/11/01,TXO,201812  ,12800.0,買權,-,-,-,-,0,0.5,985,-,-,-,-,,一般
