,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
11009,2017/12/1,TXO,201712W1,10350.0,賣權,3,10.5,1.3,1.9,17902,1.9,8918,1.7,2,10.5,1.3,,一般
11010,2017/12/1,TXO,201712W1,10400.0,買權,207,269,126,213,1146,213,211,199,228,269,126,,一般
11012,2017/12/1,TXO,201712W1,10400.0,賣權,5.8,18.5,2.1,3.4,21971,3.4,15036,3.4,3.7,18.5,0.4,,一般
11014,2017/12/1,TXO,201712W1,10450.0,買權,160,222,87,166,5102,166,1211,153,172,222,87,,一般
11016,2017/12/1,TXO,201712W1,10450.0,賣權,10,31,3.3,7,40238,7,14194,6.9,7,31,2,,一般
11018,2017/12/1,TXO,201712W1,10500.0,買權,123,176,54,122,20355,122,4927,122,124,246,54,,一般
11020,2017/12/1,TXO,201712W1,10500.0,賣權,17,49,5.9,13,63332,13,17777,12.5,13,49,3,,一般
11022,2017/12/1,TXO,201712W1,10550.0,買權,85,131,30.5,83,43289,83,7621,81,85,204,30.5,,一般
11024,2017/12/1,TXO,201712W1,10550.0,賣權,29.5,75,11,24,71080,24,17120,23.5,24,75,5,,一般
11026,2017/12/1,TXO,201712W1,10600.0,買權,52,92,14.5,51,74407,51,10369,50,51,168,14.5,,一般
11028,2017/12/1,TXO,201712W1,10600.0,賣權,48,110,20.5,40,61574,40,15425,41,42,110,8.6,,一般
11030,2017/12/1,TXO,201712W1,10650.0,買權,31.5,57,6.4,26,74887,26,14748,25.5,26.5,134,6.4,,一般
11032,2017/12/1,TXO,201712W1,10650.0,賣權,72,150,36.5,65,44941,65,13308,65,66,150,15.5,,一般
11034,2017/12/1,TXO,201712W1,10700.0,買權,15.5,31.5,2.7,11.5,61677,11.5,23078,11,11.5,95,2.7,,一般
11036,2017/12/1,TXO,201712W1,10700.0,賣權,109,198,61,102,22905,102,6635,101,103,198,26,,一般
11038,2017/12/1,TXO,201712W1,10750.0,買權,6.3,15.5,1.4,4.3,40626,4.3,24059,4.2,4.3,62,1.4,,一般
11040,2017/12/1,TXO,201712W1,10750.0,賣權,155,245,95,144,4923,144,2755,129,152,245,42.5,,一般
11042,2017/12/1,TXO,201712W1,10800.0,買權,2.8,6.5,0.9,1.7,27240,1.7,28008,1.6,2,36,0.9,,一般
11044,2017/12/1,TXO,201712W1,10800.0,賣權,200,292,136,190,1448,194,1861,190,203,292,68,,一般
11046,2017/12/1,TXO,201712W1,10850.0,買權,1.3,2.5,0.5,0.7,13060,0.7,23009,0.6,0.7,19,0.5,,一般
11048,2017/12/1,TXO,201712W1,10850.0,賣權,253,350,186,245,28,244,432,134,350,350,103,,一般
11050,2017/12/1,TXO,201712W1,10900.0,買權,1.3,1.3,0.2,0.3,7658,0.3,22163,0.2,0.3,8.6,0.2,,一般
11052,2017/12/1,TXO,201712W1,10900.0,賣權,368,368,247,247,9,293,56,245,400,368,145,,一般
11054,2017/12/1,TXO,201712W1,10950.0,買權,0.3,0.7,0.1,0.2,6526,0.2,14547,-,0.3,3.8,0.1,,一般
11056,2017/12/1,TXO,201712W1,10950.0,賣權,432,432,432,432,6,343,2,200,498,432,195,,一般
11058,2017/12/1,TXO,201712W1,11000.0,買權,0.2,0.5,0.1,0.2,1694,0.2,5944,0.1,0.3,1.6,0.1,,一般
11060,2017/12/1,TXO,201712W1,11000.0,賣權,480,480,480,480,6,393,7,229,500,480,243,,一般
11062,2017/12/1,TXO,201712W1,11100.0,買權,0.2,0.2,0.2,0.2,204,0.2,3937,0.1,0.3,0.9,0.2,,一般
11064,2017/12/1,TXO,201712W1,11100.0,賣權,-,-,-,-,0,493,0,-,-,-,-,,一般
11066,2017/12/1,TXO,201712W1,11200.0,買權,0.2,0.2,0.2,0.2,200,0.2,2758,0.1,0.2,0.6,0.1,,一般
11068,2017/12/1,TXO,201712W1,11200.0,賣權,-,-,-,-,0,590,0,-,-,-,-,,一般
11070,2017/12/1,TXO,201712W1,11300.0,買權,-,-,-,-,0,0.1,325,-,-,-,-,,一般
11072,2017/12/1,TXO,201712W1,11300.0,賣權,-,-,-,-,0,690,0,-,-,-,-,,一般
11074,2017/12/1,TXO,201712W1,11400.0,買權,-,-,-,-,0,0.1,57,-,-,-,-,,一般
11076,2017/12/1,TXO,201712W1,11400.0,賣權,-,-,-,-,0,790,0,-,-,-,-,,一般
11078,2017/12/1,TXO,201712W1,11500.0,買權,-,-,-,-,0,0.1,0,-,-,-,-,,一般
11080,2017/12/1,TXO,201712W1,11500.0,賣權,-,-,-,-,0,890,0,-,-,-,-,,一般
11082,2017/12/1,TXO,201712,7600.0,買權,-,-,-,-,0,3000,0,-,-,-,-,,一般
11084,2017/12/1,TXO,201712,7600.0,賣權,1.9,1.9,0.1,0.1,235,0.1,8025,0.1,0.2,62,0.1,,一般
11086,2017/12/1,TXO,201712,7700.0,買權,-,-,-,-,0,2900,0,-,-,-,-,,一般
11088,2017/12/1,TXO,201712,7700.0,賣權,1.9,1.9,0.2,0.2,220,0.2,1081,0.1,0.2,4.2,0.1,,一般
11090,2017/12/1,TXO,201712,7800.0,買權,-,-,-,-,0,2800,0,-,-,-,-,,一般
11092,2017/12/1,TXO,201712,7800.0,賣權,1.9,1.9,0.2,0.2,245,0.2,2376,0.1,0.2,78,0.1,,一般
11094,2017/12/1,TXO,201712,7900.0,買權,-,-,-,-,0,2700,0,-,-,-,-,,一般
11096,2017/12/1,TXO,201712,7900.0,賣權,1.9,1.9,0.2,0.2,693,0.2,1212,0.1,0.2,4.9,0.1,,一般
11098,2017/12/1,TXO,201712,8000.0,買權,2620,2620,2620,2620,2,2600,15,2500,2770,2920,1550,,一般
11100,2017/12/1,TXO,201712,8000.0,賣權,0.2,0.2,0.2,0.2,370,0.2,4223,0.1,0.2,97,0.1,,一般
11102,2017/12/1,TXO,201712,8100.0,買權,-,-,-,-,0,2500,0,-,-,-,-,,一般
11104,2017/12/1,TXO,201712,8100.0,賣權,2,2,0.2,0.2,210,0.2,732,0.1,0.2,6.8,0.1,,一般
11106,2017/12/1,TXO,201712,8200.0,買權,-,-,-,-,0,2400,2,-,-,-,-,,一般
11108,2017/12/1,TXO,201712,8200.0,賣權,0.2,0.3,0.2,0.3,771,0.2,2989,0.1,0.2,127,0.1,,一般
11110,2017/12/1,TXO,201712,8300.0,買權,-,-,-,-,0,2300,0,-,-,-,-,,一般
11112,2017/12/1,TXO,201712,8300.0,賣權,2,2,0.2,0.2,965,0.2,1252,0.1,0.2,8.6,0.2,,一般
11114,2017/12/1,TXO,201712,8400.0,買權,-,-,-,-,0,2200,39,-,-,-,-,,一般
11116,2017/12/1,TXO,201712,8400.0,賣權,2,2,0.1,0.1,616,0.2,5357,0.1,0.2,162,0.1,,一般
11118,2017/12/1,TXO,201712,8500.0,買權,-,-,-,-,0,2100,0,-,-,-,-,,一般
11120,2017/12/1,TXO,201712,8500.0,賣權,2,2,0.2,0.3,818,0.2,2082,0.1,0.2,11.5,0.1,,一般
11122,2017/12/1,TXO,201712,8600.0,買權,-,-,-,-,0,2000,20,-,-,-,-,,一般
11124,2017/12/1,TXO,201712,8600.0,賣權,0.3,0.4,0.2,0.2,354,0.2,9195,0.1,0.3,206,0.1,,一般
11126,2017/12/1,TXO,201712,8700.0,買權,-,-,-,-,0,1900,3,-,-,-,-,,一般
11128,2017/12/1,TXO,201712,8700.0,賣權,0.3,0.5,0.3,0.5,177,0.3,5212,0.1,0.4,15.5,0.1,,一般
11130,2017/12/1,TXO,201712,8800.0,買權,1700,1700,1700,1700,2,1800,41,1700,1960,2000,670,,一般
11132,2017/12/1,TXO,201712,8800.0,賣權,0.4,0.8,0.3,0.5,695,0.5,25520,0.1,0.5,268,0.1,,一般
11134,2017/12/1,TXO,201712,8900.0,買權,-,-,-,-,0,1700,3,-,-,-,-,,一般
11136,2017/12/1,TXO,201712,8900.0,賣權,0.5,0.9,0.5,0.5,665,0.5,3833,0.1,0.6,23,0.2,,一般
11138,2017/12/1,TXO,201712,9000.0,買權,-,-,-,-,0,1600,120,-,-,-,-,,一般
11140,2017/12/1,TXO,201712,9000.0,賣權,0.6,1,0.6,0.8,996,0.8,29066,0.4,0.8,332,0.3,,一般
11142,2017/12/1,TXO,201712,9100.0,買權,-,-,-,-,0,1500,3,-,-,-,-,,一般
11144,2017/12/1,TXO,201712,9100.0,賣權,0.6,1.2,0.6,0.8,655,0.8,5006,0.3,1,32.5,0.3,,一般
11146,2017/12/1,TXO,201712,9200.0,買權,-,-,-,-,0,1400,103,-,-,-,-,,一般
11148,2017/12/1,TXO,201712,9200.0,賣權,0.7,1.5,0.7,1,702,1,15046,0.5,1.1,412,0.4,,一般
11150,2017/12/1,TXO,201712,9300.0,買權,-,-,-,-,0,1300,4,-,-,-,-,,一般
11152,2017/12/1,TXO,201712,9300.0,賣權,0.9,1.7,0.9,1.2,9880,1.2,20533,0.5,1.2,47,0.3,,一般
11154,2017/12/1,TXO,201712,9400.0,買權,-,-,-,-,0,1200,351,-,-,-,-,,一般
11156,2017/12/1,TXO,201712,9400.0,賣權,1.1,2,1.1,1.3,1913,1.3,25262,1,1.3,500,0.5,,一般
11158,2017/12/1,TXO,201712,9500.0,買權,-,-,-,-,0,1100,3,-,-,-,-,,一般
11160,2017/12/1,TXO,201712,9500.0,賣權,1.4,2.5,1.4,1.4,2006,1.4,8950,1.4,1.5,66,0.6,,一般
11162,2017/12/1,TXO,201712,9600.0,買權,950,950,930,930,3,1000,278,900,1160,1290,216,,一般
11164,2017/12/1,TXO,201712,9600.0,賣權,1.7,3.1,1.7,1.7,1822,1.7,18563,1.5,1.8,620,0.8,,一般
11166,2017/12/1,TXO,201712,9700.0,買權,-,-,-,-,0,905,11,-,-,-,-,,一般
11168,2017/12/1,TXO,201712,9700.0,賣權,2.4,4.4,2.1,2.1,1589,2.1,14285,2,2.2,95,1,,一般
11170,2017/12/1,TXO,201712,9800.0,買權,740,855,730,830,105,805,877,720,960,1040,152,,一般
11172,2017/12/1,TXO,201712,9800.0,賣權,3,6,2.3,2.8,5282,2.8,19563,2.3,2.9,755,1.3,,一般
11174,2017/12/1,TXO,201712,9900.0,買權,-,-,-,-,0,705,33,-,-,-,-,,一般
11176,2017/12/1,TXO,201712,9900.0,賣權,4.3,8.2,2.8,3.9,7442,3.9,20795,3.8,7,136,1.6,,一般
11178,2017/12/1,TXO,201712,10000.0,買權,605,645,510,610,42,610,1533,530,670,880,100,,一般
11180,2017/12/1,TXO,201712,10000.0,賣權,6.1,12,3.8,5.5,10787,5.5,41119,5.3,5.6,905,2.4,,一般
11182,2017/12/1,TXO,201712,10100.0,買權,510,510,464,476,25,510,56,435,665,775,314,,一般
11184,2017/12/1,TXO,201712,10100.0,賣權,9.1,18.5,5.4,8,8409,8,27217,7.9,8.1,195,3,,一般
11186,2017/12/1,TXO,201712,10200.0,買權,410,467,328,411,142,411,1132,411,421,675,114,,一般
11188,2017/12/1,TXO,201712,10200.0,賣權,13.5,27.5,8,12.5,18840,12.5,30860,12,12.5,660,4,,一般
11190,2017/12/1,TXO,201712,10300.0,買權,317,375,243,323,634,323,1210,320,328,575,200,,一般
11192,2017/12/1,TXO,201712,10300.0,賣權,20,42,12.5,19.5,19811,19.5,29517,19,19.5,278,4.7,,一般
11194,2017/12/1,TXO,201712,10400.0,買權,239,284,165,236,4810,236,8095,236,240,485,42.5,,一般
11196,2017/12/1,TXO,201712,10400.0,賣權,34.5,67,21,32,34466,32,52002,32,33,1050,6.8,,一般
11198,2017/12/1,TXO,201712,10500.0,買權,162,200,101,159,8016,159,6118,158,160,389,101,,一般
11200,2017/12/1,TXO,201712,10500.0,賣權,58,105,37,54,40942,54,34973,54,55,386,11.5,,一般
11202,2017/12/1,TXO,201712,10600.0,買權,97,128,55,95,26088,95,15368,94,96,306,44,,一般
11204,2017/12/1,TXO,201712,10600.0,賣權,95,160,65,90,26662,90,22748,90,91,765,18.5,,一般
11206,2017/12/1,TXO,201712,10700.0,買權,52,73,26.5,49.5,35399,49.5,25018,49.5,50,238,26.5,,一般
11208,2017/12/1,TXO,201712,10700.0,賣權,148,230,110,144,11279,144,18235,142,148,520,33,,一般
11210,2017/12/1,TXO,201712,10800.0,買權,24.5,36,11.5,22,38852,22,45538,22,22.5,333,11.5,,一般
11212,2017/12/1,TXO,201712,10800.0,賣權,220,315,173,219,5535,219,11006,216,220,1300,60,,一般
11214,2017/12/1,TXO,201712,10900.0,買權,10.5,16,4.8,9.5,24396,9.5,54185,9.3,9.6,122,4.8,,一般
11216,2017/12/1,TXO,201712,10900.0,賣權,308,401,255,305,771,305,4332,301,307,462,103,,一般
11218,2017/12/1,TXO,201712,11000.0,買權,4,6.8,2.3,4.1,13734,4.1,44636,4,4.1,104,2.3,,一般
11220,2017/12/1,TXO,201712,11000.0,賣權,401,505,349,402,95,402,1146,395,405,995,165,,一般
11222,2017/12/1,TXO,201712,11100.0,買權,2,3.2,1.3,2,4619,2,38779,1.9,2,51,1.3,,一般
11224,2017/12/1,TXO,201712,11100.0,賣權,545,555,452,505,51,500,360,349,510,555,246,,一般
11226,2017/12/1,TXO,201712,11200.0,買權,1,1.7,0.7,1,3684,1,34884,0.9,1,68,0.4,,一般
11228,2017/12/1,TXO,201712,11200.0,賣權,645,645,550,600,14,600,194,550,610,2090,335,,一般
11230,2017/12/1,TXO,201712,11300.0,買權,0.7,1,0.5,0.6,1252,0.6,19620,0.5,0.9,23.5,0.4,,一般
11232,2017/12/1,TXO,201712,11300.0,賣權,-,-,-,-,0,700,117,-,-,-,-,,一般
11234,2017/12/1,TXO,201712,11400.0,買權,0.5,0.8,0.4,0.5,928,0.5,12711,0.4,0.5,29,0.1,,一般
11236,2017/12/1,TXO,201712,11400.0,賣權,-,-,-,-,0,800,6,-,-,-,-,,一般
11238,2017/12/1,TXO,201712,11500.0,買權,0.4,0.5,0.3,0.3,422,0.4,6589,0.3,0.5,11,0.3,,一般
11240,2017/12/1,TXO,201712,11500.0,賣權,-,-,-,-,0,900,8,-,-,-,-,,一般
11242,2017/12/1,TXO,201712,11600.0,買權,0.3,0.4,0.3,0.4,157,0.4,6340,0.1,0.4,30,0.1,,一般
11244,2017/12/1,TXO,201712,11600.0,賣權,805,995,805,995,2,1000,0,840,1090,2490,805,,一般
11246,2017/12/1,TXO,201712,11700.0,買權,0.3,0.3,0.3,0.3,21,0.3,1597,0.1,0.3,5.6,0.2,,一般
11248,2017/12/1,TXO,201712,11700.0,賣權,-,-,-,-,0,1100,1,-,-,-,-,,一般
11250,2017/12/1,TXO,201712,11800.0,買權,0.3,0.3,0.2,0.3,305,0.3,2476,0.1,0.3,10,0.2,,一般
11252,2017/12/1,TXO,201712,11800.0,賣權,-,-,-,-,0,1200,0,-,-,-,-,,一般
11254,2017/12/1,TXO,201712,11900.0,買權,0.3,0.3,0.2,0.2,21,0.2,634,0.1,0.2,3.7,0.1,,一般
11256,2017/12/1,TXO,201712,11900.0,賣權,-,-,-,-,0,1300,0,-,-,-,-,,一般
11258,2017/12/1,TXO,201712,12000.0,買權,0.2,0.2,0.2,0.2,85,0.2,11772,0.1,0.2,13,0.2,,一般
11260,2017/12/1,TXO,201712,12000.0,賣權,-,-,-,-,0,1400,0,-,-,-,-,,一般
11262,2017/12/1,TXO,201712,12100.0,買權,-,-,-,-,0,0.1,367,-,-,-,-,,一般
11264,2017/12/1,TXO,201712,12100.0,賣權,-,-,-,-,0,1500,0,-,-,-,-,,一般
11266,2017/12/1,TXO,201712,12200.0,買權,-,-,-,-,0,0.1,326,-,-,-,-,,一般
11268,2017/12/1,TXO,201712,12200.0,賣權,-,-,-,-,0,1600,0,-,-,-,-,,一般
11270,2017/12/1,TXO,201712,12300.0,買權,-,-,-,-,0,0.1,82,-,-,-,-,,一般
11272,2017/12/1,TXO,201712,12300.0,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般
11274,2017/12/1,TXO,201712,12400.0,買權,-,-,-,-,0,0.1,1004,-,-,-,-,,一般
11276,2017/12/1,TXO,201712,12400.0,賣權,-,-,-,-,0,1800,0,-,-,-,-,,一般
11278,2017/12/1,TXO,201712,12500.0,買權,-,-,-,-,0,0.1,81,-,-,-,-,,一般
11280,2017/12/1,TXO,201712,12500.0,賣權,-,-,-,-,0,1900,0,-,-,-,-,,一般
11282,2017/12/1,TXO,201712,12600.0,買權,-,-,-,-,0,0.1,163,-,-,-,-,,一般
11284,2017/12/1,TXO,201712,12600.0,賣權,-,-,-,-,0,2000,0,-,-,-,-,,一般
11286,2017/12/1,TXO,201712,12700.0,買權,-,-,-,-,0,0.1,73,-,-,-,-,,一般
11288,2017/12/1,TXO,201712,12700.0,賣權,-,-,-,-,0,2100,0,-,-,-,-,,一般
11290,2017/12/1,TXO,201712,12800.0,買權,-,-,-,-,0,0.1,3796,-,-,-,-,,一般
11292,2017/12/1,TXO,201712,12800.0,賣權,-,-,-,-,0,2200,0,-,-,-,-,,一般
11294,2017/12/1,TXO,201801,8900.0,買權,-,-,-,-,0,1690,0,-,-,-,-,,一般
11295,2017/12/1,TXO,201801,8900.0,賣權,2.5,3.4,2.1,2.3,342,2.3,324,1,2.4,3.4,2.1,,一般
11296,2017/12/1,TXO,201801,9000.0,買權,-,-,-,-,0,1590,0,-,-,-,-,,一般
11298,2017/12/1,TXO,201801,9000.0,賣權,2.8,4.2,2.4,2.4,472,2.4,3100,1.8,3.1,4.6,1.1,,一般
11300,2017/12/1,TXO,201801,9100.0,買權,-,-,-,-,0,1490,1,-,-,-,-,,一般
11302,2017/12/1,TXO,201801,9100.0,賣權,3.4,5.2,2.7,3.3,408,3.3,3903,2,56,477,1.3,,一般
11304,2017/12/1,TXO,201801,9200.0,買權,-,-,-,-,0,1390,1,-,-,-,-,,一般
11306,2017/12/1,TXO,201801,9200.0,賣權,3.9,6,3.1,3.5,371,3.5,5691,3,3.8,74,1.3,,一般
11308,2017/12/1,TXO,201801,9300.0,買權,-,-,-,-,0,1290,0,-,-,-,-,,一般
11310,2017/12/1,TXO,201801,9300.0,賣權,4.9,6.7,4.2,4.6,283,4.6,3602,4.4,58,16.5,1.9,,一般
11312,2017/12/1,TXO,201801,9400.0,買權,-,-,-,-,0,1190,0,-,-,-,-,,一般
11314,2017/12/1,TXO,201801,9400.0,賣權,5.9,8.5,4.5,5.4,435,5.4,3082,1.5,5.4,19.5,2.1,,一般
11316,2017/12/1,TXO,201801,9500.0,買權,-,-,-,-,0,1100,0,-,-,-,-,,一般
11318,2017/12/1,TXO,201801,9500.0,賣權,7.6,12,6,6.8,506,6.8,2564,5.5,9.9,24,2.5,,一般
11320,2017/12/1,TXO,201801,9600.0,買權,-,-,-,-,0,1000,0,-,-,-,-,,一般
11322,2017/12/1,TXO,201801,9600.0,賣權,9,15,7,8.5,1147,8.5,3469,7.3,12,27.5,3.2,,一般
11324,2017/12/1,TXO,201801,9700.0,買權,-,-,-,-,0,900,0,-,-,-,-,,一般
11326,2017/12/1,TXO,201801,9700.0,賣權,11.5,18,8.7,11,743,11,5060,9.5,11.5,32,3.9,,一般
11328,2017/12/1,TXO,201801,9800.0,買權,-,-,-,-,0,805,23,-,-,-,-,,一般
11330,2017/12/1,TXO,201801,9800.0,賣權,14,24,10.5,13.5,2050,13.5,7825,12,14,44.5,5,,一般
11332,2017/12/1,TXO,201801,9900.0,買權,-,-,-,-,0,705,2,-,-,-,-,,一般
11334,2017/12/1,TXO,201801,9900.0,賣權,18.5,32,14.5,18,3327,18,7782,17.5,18.5,48,5.7,,一般
11336,2017/12/1,TXO,201801,10000.0,買權,625,625,625,625,8,615,29,505,760,1210,505,,一般
11338,2017/12/1,TXO,201801,10000.0,賣權,24.5,42,18.5,23.5,4191,23.5,11735,23.5,24.5,60,7.6,,一般
11340,2017/12/1,TXO,201801,10100.0,買權,450,492,450,492,15,520,87,515,535,675,450,,一般
11342,2017/12/1,TXO,201801,10100.0,賣權,33,55,25,32,3939,32,11488,32,32.5,72,9,,一般
11344,2017/12/1,TXO,201801,10200.0,買權,400,400,400,400,5,434,33,425,445,590,400,,一般
11346,2017/12/1,TXO,201801,10200.0,賣權,45,73,35,44.5,3721,44.5,12570,44.5,45,87,12,,一般
11348,2017/12/1,TXO,201801,10300.0,買權,346,400,282,349,163,349,138,343,362,570,282,,一般
11350,2017/12/1,TXO,201801,10300.0,賣權,63,98,49,62,4270,62,8046,61,62,108,17,,一般
11352,2017/12/1,TXO,201801,10400.0,買權,272,315,214,271,462,271,517,265,285,475,214,,一般
11354,2017/12/1,TXO,201801,10400.0,賣權,83,130,67,84,4230,84,7276,84,86,690,24,,一般
11356,2017/12/1,TXO,201801,10500.0,買權,205,239,155,206,1465,206,1400,198,213,396,155,,一般
11358,2017/12/1,TXO,201801,10500.0,賣權,118,171,93,115,2199,115,6073,112,115,171,37,,一般
11360,2017/12/1,TXO,201801,10600.0,買權,150,175,108,146,1656,146,1628,139,154,330,108,,一般
11362,2017/12/1,TXO,201801,10600.0,賣權,157,221,128,156,1073,156,3070,148,160,221,53,,一般
11364,2017/12/1,TXO,201801,10700.0,買權,98,121,69,98,1752,98,2042,96,100,269,69,,一般
11366,2017/12/1,TXO,201801,10700.0,賣權,212,282,173,210,813,210,2159,205,209,282,78,,一般
11368,2017/12/1,TXO,201801,10800.0,買權,64,79,42.5,62,4246,62,5072,62,65,207,42.5,,一般
11370,2017/12/1,TXO,201801,10800.0,賣權,275,360,233,271,516,271,7402,270,278,499,57,,一般
11372,2017/12/1,TXO,201801,10900.0,買權,40.5,48.5,25,36.5,5643,36.5,7634,36.5,37,153,25,,一般
11374,2017/12/1,TXO,201801,10900.0,賣權,353,433,304,348,72,348,462,336,356,433,141,,一般
11376,2017/12/1,TXO,201801,11000.0,買權,20,28,13.5,20,5290,20,12220,20,20.5,112,13.5,,一般
11378,2017/12/1,TXO,201801,11000.0,賣權,430,500,414,418,15,430,248,420,440,500,218,,一般
11380,2017/12/1,TXO,201801,11100.0,買權,11,16,7.6,11.5,3073,11.5,10206,11,12,78,7.6,,一般
11382,2017/12/1,TXO,201801,11100.0,賣權,510,510,510,510,1,520,62,400,680,555,292,,一般
11384,2017/12/1,TXO,201801,11200.0,買權,5.9,8.4,4.5,6.5,2260,6.5,7912,6.5,7,55,4.5,,一般
11386,2017/12/1,TXO,201801,11200.0,賣權,-,-,-,-,0,615,7,-,-,-,-,,一般
11388,2017/12/1,TXO,201801,11300.0,買權,3.4,4.9,2.7,3.9,1257,3.9,4568,3,5,35.5,2.7,,一般
11390,2017/12/1,TXO,201801,11300.0,賣權,-,-,-,-,0,715,21,-,-,-,-,,一般
11392,2017/12/1,TXO,201801,11400.0,買權,2,2.7,1.8,2.4,274,2.4,4314,2.1,3,23,1,,一般
11394,2017/12/1,TXO,201801,11400.0,賣權,-,-,-,-,0,810,2,-,-,-,-,,一般
11396,2017/12/1,TXO,201801,11500.0,買權,1.4,1.9,1.1,1.9,64,1.9,2137,1,2,15,1,,一般
11398,2017/12/1,TXO,201801,11500.0,賣權,-,-,-,-,0,910,1,-,-,-,-,,一般
11400,2017/12/1,TXO,201801,11600.0,買權,1,1.2,0.9,1,104,1.6,621,-,9,9.9,0.6,,一般
11402,2017/12/1,TXO,201801,11600.0,賣權,-,-,-,-,0,1010,6,-,-,-,-,,一般
11404,2017/12/1,TXO,201801,11700.0,買權,0.9,1.2,0.7,1.2,610,1.2,1642,-,8,6.5,0.5,,一般
11406,2017/12/1,TXO,201801,11700.0,賣權,-,-,-,-,0,1110,0,-,-,-,-,,一般
11408,2017/12/1,TXO,201801,11800.0,買權,0.7,0.8,0.6,0.8,103,0.8,546,-,0.9,5.1,0.4,,一般
11410,2017/12/1,TXO,201801,11800.0,賣權,-,-,-,-,0,1210,5,-,-,-,-,,一般
11412,2017/12/1,TXO,201801,11900.0,買權,0.6,0.6,0.6,0.6,20,0.6,278,-,4.9,3.9,0.4,,一般
11414,2017/12/1,TXO,201801,11900.0,賣權,-,-,-,-,0,1310,0,-,-,-,-,,一般
11416,2017/12/1,TXO,201801,12000.0,買權,0.5,0.5,0.5,0.5,21,0.5,231,0.5,53,2.4,0.3,,一般
11418,2017/12/1,TXO,201801,12000.0,賣權,-,-,-,-,0,1410,0,-,-,-,-,,一般
11420,2017/12/1,TXO,201801,12100.0,買權,0.4,0.5,0.4,0.5,11,0.5,97,-,53,0.9,0.3,,一般
11422,2017/12/1,TXO,201801,12100.0,賣權,-,-,-,-,0,1510,0,-,-,-,-,,一般
11424,2017/12/1,TXO,201801,12200.0,買權,0.5,0.5,0.5,0.5,20,0.5,181,-,53,0.6,0.3,,一般
11426,2017/12/1,TXO,201801,12200.0,賣權,-,-,-,-,0,1610,0,-,-,-,-,,一般
11428,2017/12/1,TXO,201801,12300.0,買權,0.4,0.4,0.4,0.4,20,0.4,37,-,3.3,1.3,0.4,,一般
11430,2017/12/1,TXO,201801,12300.0,賣權,-,-,-,-,0,1710,0,-,-,-,-,,一般
11432,2017/12/1,TXO,201801,12400.0,買權,-,-,-,-,0,0.3,48,-,-,-,-,,一般
11434,2017/12/1,TXO,201801,12400.0,賣權,-,-,-,-,0,1810,0,-,-,-,-,,一般
11436,2017/12/1,TXO,201801,12500.0,買權,0.2,0.2,0.2,0.2,40,0.2,121,-,53,0.3,0.2,,一般
11438,2017/12/1,TXO,201801,12500.0,賣權,-,-,-,-,0,1910,0,-,-,-,-,,一般
11440,2017/12/1,TXO,201802,8900.0,買權,-,-,-,-,0,1680,0,-,-,-,-,,一般
11441,2017/12/1,TXO,201802,8900.0,賣權,6.4,8.4,5.6,6.1,568,6.1,477,0.2,6.5,8.4,5.6,,一般
