,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/03/04,TXO,201903W1,9600.0,買權,-,-,-,-,0,735,11,-,-,-,-,,一般
2019/03/04,TXO,201903W1,9600.0,賣權,0.5,0.6,0.2,0.4,27,0.4,1362,-,0.4,1.6,0.2,,一般
2019/03/04,TXO,201903W1,9700.0,買權,635,640,605,625,6,635,12,605,690,670,605,,一般
2019/03/04,TXO,201903W1,9700.0,賣權,0.4,0.5,0.3,0.3,978,0.4,1676,0.3,0.4,2,0.3,,一般
2019/03/04,TXO,201903W1,9800.0,買權,530,560,510,540,58,535,62,530,590,595,510,,一般
2019/03/04,TXO,201903W1,9800.0,賣權,1.2,1.2,0.3,0.5,344,0.5,2673,-,0.6,2.8,0.3,,一般
2019/03/04,TXO,201903W1,9900.0,買權,-,-,-,-,0,437,2,-,-,-,-,,一般
2019/03/04,TXO,201903W1,9900.0,賣權,1,1.2,0.6,0.7,1336,0.7,3197,0.5,0.8,4.4,0.6,,一般
2019/03/04,TXO,201903W1,10000.0,買權,390,390,331,354,4,337,9,328,391,390,331,,一般
2019/03/04,TXO,201903W1,10000.0,賣權,2,2.1,0.9,1.4,7976,1.4,8991,1.4,1.5,8.7,0.9,,一般
2019/03/04,TXO,201903W1,10100.0,買權,270,287,212,254,64,239,53,182,254,297,212,,一般
2019/03/04,TXO,201903W1,10100.0,賣權,1.9,5,1.9,2.7,14071,2.7,10795,2.7,2.9,16,1.9,,一般
2019/03/04,TXO,201903W1,10150.0,買權,233,237,166,189,604,189,279,187,206,254,166,,一般
2019/03/04,TXO,201903W1,10150.0,賣權,2.7,8.6,2.7,4.6,8074,4.6,6979,4.6,4.7,23,2.7,,一般
2019/03/04,TXO,201903W1,10200.0,買權,195,197,121,143,2265,143,1065,136,143,206,121,,一般
2019/03/04,TXO,201903W1,10200.0,賣權,5,15,4.5,8.5,17002,8.5,8868,8.5,8.6,33,4.5,,一般
2019/03/04,TXO,201903W1,10250.0,買權,151,159,80,99,6867,99,2301,99,101,160,80,,一般
2019/03/04,TXO,201903W1,10250.0,賣權,9.3,26,7.8,15,23973,15,9739,15,16,45.5,7.8,,一般
2019/03/04,TXO,201903W1,10300.0,買權,108,118,48,63,38993,63,13249,62,63,124,48,,一般
2019/03/04,TXO,201903W1,10300.0,賣權,17.5,44,12.5,28,39090,28,12057,28,28.5,65,12.5,,一般
2019/03/04,TXO,201903W1,10350.0,買權,80,81,25,33.5,49807,33.5,14871,33,33.5,87,25,,一般
2019/03/04,TXO,201903W1,10350.0,賣權,28.5,70,24,49,30343,49,7323,49,49.5,89,24,,一般
2019/03/04,TXO,201903W1,10400.0,買權,39,48,11,15,46522,15,15797,14.5,15,63,11,,一般
2019/03/04,TXO,201903W1,10400.0,賣權,47,106,38,82,18823,82,4802,81,82,120,38,,一般
2019/03/04,TXO,201903W1,10450.0,買權,23.5,24,4.2,6,36192,6,20070,5.8,6.5,36,4.2,,一般
2019/03/04,TXO,201903W1,10450.0,賣權,85,148,70,120,4925,120,1612,120,122,158,70,,一般
2019/03/04,TXO,201903W1,10500.0,買權,10.5,10.5,1.5,2,19039,2,11795,1.8,2.2,20,1.5,,一般
2019/03/04,TXO,201903W1,10500.0,賣權,127,195,108,165,2071,165,634,166,220,200,108,,一般
2019/03/04,TXO,201903W1,10550.0,買權,3.6,3.6,0.6,0.8,7817,0.8,7367,0.7,0.8,10.5,0.6,,一般
2019/03/04,TXO,201903W1,10550.0,賣權,166,244,166,217,383,215,157,172,271,244,166,,一般
2019/03/04,TXO,201903W1,10600.0,買權,1.5,1.5,0.3,0.4,4857,0.4,6076,0.3,0.4,4.8,0.3,,一般
2019/03/04,TXO,201903W1,10600.0,賣權,229,280,229,262,106,265,63,238,321,296,216,,一般
2019/03/04,TXO,201903W1,10650.0,買權,0.5,0.5,0.1,0.1,677,0.1,3214,-,0.4,2.4,0.1,,一般
2019/03/04,TXO,201903W1,10650.0,賣權,274,274,274,274,1,315,25,261,371,318,258,,一般
2019/03/04,TXO,201903W1,10700.0,買權,0.2,0.2,0.1,0.1,29,0.1,1529,-,0.3,1.3,0.1,,一般
2019/03/04,TXO,201903W1,10700.0,賣權,-,-,-,-,0,365,20,-,-,-,-,,一般
2019/03/04,TXO,201903W1,10800.0,買權,0.3,0.3,0.1,0.1,201,0.1,360,-,0.4,0.5,0.1,,一般
2019/03/04,TXO,201903W1,10800.0,賣權,-,-,-,-,0,465,20,-,-,-,-,,一般
