,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
10322,2017/11/16,TXO,201711W4,9800.0,買權,-,-,-,-,0,835,0,-,-,-,-,,一般
10323,2017/11/16,TXO,201711W4,9800.0,賣權,0.4,0.4,0.2,0.3,203,0.2,203,0.1,0.3,0.4,0.2,,一般
10324,2017/11/16,TXO,201711W4,9900.0,買權,-,-,-,-,0,735,0,-,-,-,-,,一般
10326,2017/11/16,TXO,201711W4,9900.0,賣權,0.6,0.6,0.2,0.2,82,0.3,1037,0.2,0.3,0.7,0.2,,一般
10328,2017/11/16,TXO,201711W4,10000.0,買權,-,-,-,-,0,635,0,-,-,-,-,,一般
10330,2017/11/16,TXO,201711W4,10000.0,賣權,0.7,0.7,0.3,0.4,1211,0.4,3368,0.2,0.4,1,0.3,,一般
10332,2017/11/16,TXO,201711W4,10100.0,買權,530,545,530,545,2,535,0,400,695,545,530,,一般
10334,2017/11/16,TXO,201711W4,10100.0,賣權,1.1,1.1,0.4,0.5,1542,0.5,5348,0.3,0.5,1.4,0.4,,一般
10336,2017/11/16,TXO,201711W4,10200.0,買權,-,-,-,-,0,435,8,-,-,-,-,,一般
10338,2017/11/16,TXO,201711W4,10200.0,賣權,1.5,1.5,0.6,0.7,4149,0.7,6515,0.6,0.7,2.8,0.6,,一般
10340,2017/11/16,TXO,201711W4,10300.0,買權,302,341,302,341,3,335,2,301,440,341,277,,一般
10342,2017/11/16,TXO,201711W4,10300.0,賣權,2.2,2.6,0.8,1.1,12538,1.1,13108,1,1.1,5.3,0.8,,一般
10344,2017/11/16,TXO,201711W4,10350.0,買權,264,264,264,264,1,285,1,264,330,264,264,,一般
10345,2017/11/16,TXO,201711W4,10350.0,賣權,3.6,4,1.5,2,11141,2,7495,1.8,2,4,1.5,,一般
10346,2017/11/16,TXO,201711W4,10400.0,買權,205,247,204,222,71,236,33,103,244,247,177,,一般
10348,2017/11/16,TXO,201711W4,10400.0,賣權,6.5,7.1,2.7,3.5,18438,3.5,15356,3.4,3.5,12,2.7,,一般
10350,2017/11/16,TXO,201711W4,10450.0,買權,160,201,154,190,1331,190,623,187,191,201,132,,一般
10352,2017/11/16,TXO,201711W4,10450.0,賣權,10,12,4.7,6.5,11871,6.5,11210,6.2,6.6,19,4.7,,一般
10354,2017/11/16,TXO,201711W4,10500.0,買權,117,155,108,143,3643,143,1446,142,144,161,93,,一般
10356,2017/11/16,TXO,201711W4,10500.0,賣權,18.5,20,8.9,11,22365,11,14952,11,12,30.5,8.9,,一般
10358,2017/11/16,TXO,201711W4,10550.0,買權,78,114,73,103,16481,103,9554,101,103,125,61,,一般
10360,2017/11/16,TXO,201711W4,10550.0,賣權,32.5,34,16.5,21,26843,21,15450,21,21.5,48.5,15,,一般
10362,2017/11/16,TXO,201711W4,10600.0,買權,45,76,45,67,32680,67,17525,66,67,86,35.5,,一般
10364,2017/11/16,TXO,201711W4,10600.0,賣權,52,55,29,35,36759,35,17648,34.5,35.5,74,29,,一般
10366,2017/11/16,TXO,201711W4,10650.0,買權,23.5,44.5,23,38,32820,38,12119,37,38.5,57,19.5,,一般
10368,2017/11/16,TXO,201711W4,10650.0,賣權,78,86,47.5,55,21587,55,10891,55,56,108,47.5,,一般
10370,2017/11/16,TXO,201711W4,10700.0,買權,11.5,22,10,18,29719,18,18397,17.5,18.5,34,9.5,,一般
10372,2017/11/16,TXO,201711W4,10700.0,賣權,112,119,76,86,12657,86,5931,86,87,147,76,,一般
10374,2017/11/16,TXO,201711W4,10750.0,買權,4.4,9.1,3.8,7,17406,7,14522,6.9,7,16,3.8,,一般
10376,2017/11/16,TXO,201711W4,10750.0,賣權,155,165,114,126,2644,126,1539,125,127,191,111,,一般
10378,2017/11/16,TXO,201711W4,10800.0,買權,1.5,3.3,1.4,2.4,8611,2.4,8251,2.3,2.4,7,1.4,,一般
10380,2017/11/16,TXO,201711W4,10800.0,賣權,206,207,158,171,377,171,241,170,172,231,150,,一般
10382,2017/11/16,TXO,201711W4,10850.0,買權,0.5,1,0.5,0.8,4807,0.8,5121,0.6,0.8,2.9,0.4,,一般
10384,2017/11/16,TXO,201711W4,10850.0,賣權,240,240,205,214,126,218,37,207,222,263,205,,一般
10386,2017/11/16,TXO,201711W4,10900.0,買權,0.3,0.4,0.3,0.3,1527,0.3,3805,0.2,0.3,1.2,0.3,,一般
10388,2017/11/16,TXO,201711W4,10900.0,賣權,289,289,255,263,10,267,6,206,400,289,255,,一般
10390,2017/11/16,TXO,201711W4,10950.0,買權,0.2,0.2,0.1,0.2,29,0.2,1259,0.1,0.3,0.6,0.1,,一般
10392,2017/11/16,TXO,201711W4,10950.0,賣權,-,-,-,-,0,317,0,-,-,-,-,,一般
10394,2017/11/16,TXO,201711W4,11000.0,買權,0.2,0.2,0.1,0.2,32,0.2,128,0.1,0.2,0.4,0.1,,一般
10396,2017/11/16,TXO,201711W4,11000.0,賣權,389,389,366,366,3,367,3,345,500,389,366,,一般
10398,2017/11/16,TXO,201711W4,11100.0,買權,-,-,-,-,0,0.1,10,-,-,-,-,,一般
10400,2017/11/16,TXO,201711W4,11100.0,賣權,-,-,-,-,0,467,0,-,-,-,-,,一般
10402,2017/11/16,TXO,201711W4,11200.0,買權,-,-,-,-,0,0.1,6,-,-,-,-,,一般
10404,2017/11/16,TXO,201711W4,11200.0,賣權,-,-,-,-,0,565,0,-,-,-,-,,一般
10406,2017/11/16,TXO,201711W4,11300.0,買權,-,-,-,-,0,0.1,100,-,-,-,-,,一般
10408,2017/11/16,TXO,201711W4,11300.0,賣權,-,-,-,-,0,665,0,-,-,-,-,,一般
10410,2017/11/16,TXO,201711W4,11400.0,買權,-,-,-,-,0,0.1,200,-,-,-,-,,一般
10412,2017/11/16,TXO,201711W4,11400.0,賣權,-,-,-,-,0,765,0,-,-,-,-,,一般
10414,2017/11/16,TXO,201711W4,11500.0,買權,-,-,-,-,0,0.1,200,-,-,-,-,,一般
10416,2017/11/16,TXO,201711W4,11500.0,賣權,-,-,-,-,0,865,0,-,-,-,-,,一般
10418,2017/11/16,TXO,201712,7600.0,買權,-,-,-,-,0,3020,0,-,-,-,-,,一般
10420,2017/11/16,TXO,201712,7600.0,賣權,0.2,0.2,0.2,0.2,27,0.2,7707,0.1,0.2,62,0.2,,一般
10422,2017/11/16,TXO,201712,7700.0,買權,-,-,-,-,0,2920,0,-,-,-,-,,一般
10424,2017/11/16,TXO,201712,7700.0,賣權,-,-,-,-,0,0.2,848,-,-,-,-,,一般
10426,2017/11/16,TXO,201712,7800.0,買權,-,-,-,-,0,2820,0,-,-,-,-,,一般
10428,2017/11/16,TXO,201712,7800.0,賣權,0.2,0.2,0.2,0.2,7,0.2,2180,0.1,0.3,78,0.2,,一般
10430,2017/11/16,TXO,201712,7900.0,買權,-,-,-,-,0,2720,0,-,-,-,-,,一般
10432,2017/11/16,TXO,201712,7900.0,賣權,0.2,0.2,0.1,0.2,155,0.2,684,0.1,0.2,4.9,0.1,,一般
10434,2017/11/16,TXO,201712,8000.0,買權,-,-,-,-,0,2620,17,-,-,-,-,,一般
10436,2017/11/16,TXO,201712,8000.0,賣權,-,-,-,-,0,0.2,3896,-,-,-,-,,一般
10438,2017/11/16,TXO,201712,8100.0,買權,-,-,-,-,0,2520,0,-,-,-,-,,一般
10440,2017/11/16,TXO,201712,8100.0,賣權,-,-,-,-,0,0.2,527,-,-,-,-,,一般
10442,2017/11/16,TXO,201712,8200.0,買權,-,-,-,-,0,2420,2,-,-,-,-,,一般
10444,2017/11/16,TXO,201712,8200.0,賣權,0.3,0.3,0.3,0.3,5,0.3,2537,0.2,3,127,0.3,,一般
10446,2017/11/16,TXO,201712,8300.0,買權,-,-,-,-,0,2320,0,-,-,-,-,,一般
10448,2017/11/16,TXO,201712,8300.0,賣權,-,-,-,-,0,0.3,1058,-,-,-,-,,一般
10450,2017/11/16,TXO,201712,8400.0,買權,2190,2200,2190,2200,2,2220,39,2100,2390,2200,910,,一般
10452,2017/11/16,TXO,201712,8400.0,賣權,0.4,0.4,0.3,0.3,10,0.3,5200,0.3,4,162,0.3,,一般
10454,2017/11/16,TXO,201712,8500.0,買權,-,-,-,-,0,2120,0,-,-,-,-,,一般
10456,2017/11/16,TXO,201712,8500.0,賣權,0.4,0.4,0.4,0.4,40,0.4,1947,0.3,5,11.5,0.4,,一般
10458,2017/11/16,TXO,201712,8600.0,買權,-,-,-,-,0,2020,20,-,-,-,-,,一般
10460,2017/11/16,TXO,201712,8600.0,賣權,0.5,0.5,0.4,0.4,7,0.4,9465,0.4,1,206,0.1,,一般
10462,2017/11/16,TXO,201712,8700.0,買權,-,-,-,-,0,1920,3,-,-,-,-,,一般
10464,2017/11/16,TXO,201712,8700.0,賣權,0.8,0.8,0.7,0.7,104,0.7,4677,0.5,0.8,15.5,0.6,,一般
10466,2017/11/16,TXO,201712,8800.0,買權,-,-,-,-,0,1820,42,-,-,-,-,,一般
10468,2017/11/16,TXO,201712,8800.0,賣權,0.9,0.9,0.6,0.7,514,0.7,26111,0.6,0.8,268,0.2,,一般
10470,2017/11/16,TXO,201712,8900.0,買權,-,-,-,-,0,1720,3,-,-,-,-,,一般
10472,2017/11/16,TXO,201712,8900.0,賣權,1,1,0.8,0.8,165,0.8,3864,-,0.8,23,0.8,,一般
10474,2017/11/16,TXO,201712,9000.0,買權,-,-,-,-,0,1620,120,-,-,-,-,,一般
10476,2017/11/16,TXO,201712,9000.0,賣權,1.5,1.5,0.8,0.9,917,0.9,27719,0.8,1,332,0.8,,一般
10478,2017/11/16,TXO,201712,9100.0,買權,-,-,-,-,0,1520,3,-,-,-,-,,一般
10480,2017/11/16,TXO,201712,9100.0,賣權,1.6,1.6,1,1.1,206,1.1,5003,1,1.1,32.5,1,,一般
10482,2017/11/16,TXO,201712,9200.0,買權,-,-,-,-,0,1420,103,-,-,-,-,,一般
10484,2017/11/16,TXO,201712,9200.0,賣權,2.2,2.2,1.2,1.3,420,1.3,15084,1,1.4,412,1.2,,一般
10486,2017/11/16,TXO,201712,9300.0,買權,-,-,-,-,0,1320,3,-,-,-,-,,一般
10488,2017/11/16,TXO,201712,9300.0,賣權,2.5,2.5,1.5,1.6,538,1.6,14065,1.3,1.7,47,1.5,,一般
10490,2017/11/16,TXO,201712,9400.0,買權,1230,1230,1230,1230,1,1220,351,1100,1390,1230,300,,一般
10492,2017/11/16,TXO,201712,9400.0,賣權,3.1,3.1,1.9,2,953,2,24044,2,2.1,500,1.9,,一般
10494,2017/11/16,TXO,201712,9500.0,買權,-,-,-,-,0,1120,3,-,-,-,-,,一般
10496,2017/11/16,TXO,201712,9500.0,賣權,3.9,3.9,2.4,2.4,1183,2.4,7966,2,2.5,66,2.4,,一般
10498,2017/11/16,TXO,201712,9600.0,買權,-,-,-,-,0,1020,290,-,-,-,-,,一般
10500,2017/11/16,TXO,201712,9600.0,賣權,4.9,5,3.1,3.2,1496,3.2,17769,3.1,3.3,620,3.1,,一般
10502,2017/11/16,TXO,201712,9700.0,買權,-,-,-,-,0,920,11,-,-,-,-,,一般
10504,2017/11/16,TXO,201712,9700.0,賣權,6.2,6.4,4.1,4.3,1112,4.3,10304,4.2,4.6,95,4.1,,一般
10506,2017/11/16,TXO,201712,9800.0,買權,820,835,820,835,28,820,1000,810,840,1030,152,,一般
10508,2017/11/16,TXO,201712,9800.0,賣權,8.7,8.7,5.4,5.4,1759,5.4,13877,5.5,5.6,755,5.2,,一般
10510,2017/11/16,TXO,201712,9900.0,買權,725,725,725,725,4,725,36,600,885,900,352,,一般
10512,2017/11/16,TXO,201712,9900.0,賣權,11.5,11.5,7.3,7.5,4030,7.5,19132,7,7.7,136,7.3,,一般
10514,2017/11/16,TXO,201712,10000.0,買權,620,640,620,625,34,625,1553,620,660,825,100,,一般
10516,2017/11/16,TXO,201712,10000.0,賣權,16.5,16.5,10,10.5,4093,10.5,35083,10.5,11,905,9,,一般
10518,2017/11/16,TXO,201712,10100.0,買權,505,545,500,545,18,530,59,520,685,715,314,,一般
10520,2017/11/16,TXO,201712,10100.0,賣權,21.5,22,14.5,15,4704,15,25005,15,15.5,195,12.5,,一般
10522,2017/11/16,TXO,201712,10200.0,買權,418,454,418,441,46,441,1125,388,455,635,114,,一般
10524,2017/11/16,TXO,201712,10200.0,賣權,31,31,21.5,22.5,5378,22.5,24726,22.5,23.5,660,17,,一般
10526,2017/11/16,TXO,201712,10300.0,買權,325,363,325,351,219,351,783,346,352,555,200,,一般
10528,2017/11/16,TXO,201712,10300.0,賣權,45,45,31,33,7684,33,22095,33,34,278,23.5,,一般
10530,2017/11/16,TXO,201712,10400.0,買權,248,281,243,266,455,266,6689,265,271,464,42.5,,一般
10532,2017/11/16,TXO,201712,10400.0,賣權,65,65,46.5,51,6986,51,22012,49.5,51,1050,33.5,,一般
10534,2017/11/16,TXO,201712,10500.0,買權,176,203,171,191,1347,191,2687,191,193,379,105,,一般
10536,2017/11/16,TXO,201712,10500.0,賣權,90,93,70,75,6070,75,18866,75,76,386,48,,一般
10538,2017/11/16,TXO,201712,10600.0,買權,117,137,111,128,4302,128,6782,127,128,306,44,,一般
10540,2017/11/16,TXO,201712,10600.0,賣權,130,133,103,110,5004,110,10929,110,111,765,67,,一般
10542,2017/11/16,TXO,201712,10700.0,買權,65,84,65,78,7176,78,11547,77,78,238,50,,一般
10544,2017/11/16,TXO,201712,10700.0,賣權,183,186,150,160,1953,160,5869,157,161,520,95,,一般
10546,2017/11/16,TXO,201712,10800.0,買權,36,45,34,41.5,9855,41.5,24194,41,42.5,178,17.5,,一般
10548,2017/11/16,TXO,201712,10800.0,賣權,250,260,211,223,884,223,1840,222,224,1300,133,,一般
10550,2017/11/16,TXO,201712,10900.0,買權,14.5,21.5,14.5,19,10367,19,32186,19,19.5,122,12,,一般
10552,2017/11/16,TXO,201712,10900.0,賣權,336,336,288,303,298,303,1069,297,307,462,184,,一般
10554,2017/11/16,TXO,201712,11000.0,買權,7.5,9.7,7.2,8.6,6593,8.6,30180,8.2,8.8,104,6,,一般
10556,2017/11/16,TXO,201712,11000.0,賣權,416,419,378,391,37,391,273,386,396,995,246,,一般
10558,2017/11/16,TXO,201712,11100.0,買權,3.6,4.1,3.1,3.6,4120,3.6,24301,3.5,3.7,51,2.8,,一般
10560,2017/11/16,TXO,201712,11100.0,賣權,500,500,472,479,12,486,136,481,491,545,319,,一般
10562,2017/11/16,TXO,201712,11200.0,買權,1.7,2,1.5,1.9,7203,1.9,23744,1.9,2,68,1.3,,一般
10564,2017/11/16,TXO,201712,11200.0,賣權,580,580,580,580,10,580,155,496,665,2090,342,,一般
10566,2017/11/16,TXO,201712,11300.0,買權,0.9,1,0.8,0.9,732,0.9,11810,0.7,1,23.5,0.6,,一般
10568,2017/11/16,TXO,201712,11300.0,賣權,-,-,-,-,0,680,27,-,-,-,-,,一般
10570,2017/11/16,TXO,201712,11400.0,買權,0.6,0.7,0.6,0.7,1211,0.7,10202,0.6,0.8,29,0.1,,一般
10572,2017/11/16,TXO,201712,11400.0,賣權,-,-,-,-,0,780,3,-,-,-,-,,一般
10574,2017/11/16,TXO,201712,11500.0,買權,0.5,0.6,0.4,0.4,129,0.6,5098,0.5,0.6,11,0.4,,一般
10576,2017/11/16,TXO,201712,11500.0,賣權,-,-,-,-,0,880,7,-,-,-,-,,一般
10578,2017/11/16,TXO,201712,11600.0,買權,0.6,0.6,0.4,0.6,196,0.6,6577,0.4,0.7,30,0.1,,一般
10580,2017/11/16,TXO,201712,11600.0,賣權,-,-,-,-,0,980,0,-,-,-,-,,一般
10582,2017/11/16,TXO,201712,11700.0,買權,0.4,0.4,0.4,0.4,43,0.4,1740,0.3,2,5.6,0.4,,一般
10584,2017/11/16,TXO,201712,11700.0,賣權,-,-,-,-,0,1080,0,-,-,-,-,,一般
10586,2017/11/16,TXO,201712,11800.0,買權,0.4,0.4,0.4,0.4,10,0.4,2533,0.3,2.1,10,0.4,,一般
10588,2017/11/16,TXO,201712,11800.0,賣權,-,-,-,-,0,1180,0,-,-,-,-,,一般
10590,2017/11/16,TXO,201712,11900.0,買權,0.3,0.3,0.3,0.3,20,0.3,574,-,0.4,3.7,0.3,,一般
10592,2017/11/16,TXO,201712,11900.0,賣權,-,-,-,-,0,1280,0,-,-,-,-,,一般
10594,2017/11/16,TXO,201712,12000.0,買權,-,-,-,-,0,0.1,11771,-,-,-,-,,一般
10596,2017/11/16,TXO,201712,12000.0,賣權,-,-,-,-,0,1380,0,-,-,-,-,,一般
10598,2017/11/16,TXO,201712,12100.0,買權,-,-,-,-,0,0.1,285,-,-,-,-,,一般
10600,2017/11/16,TXO,201712,12100.0,賣權,-,-,-,-,0,1480,0,-,-,-,-,,一般
10602,2017/11/16,TXO,201712,12200.0,買權,-,-,-,-,0,0.1,367,-,-,-,-,,一般
10604,2017/11/16,TXO,201712,12200.0,賣權,-,-,-,-,0,1580,0,-,-,-,-,,一般
10606,2017/11/16,TXO,201712,12300.0,買權,-,-,-,-,0,0.1,77,-,-,-,-,,一般
10608,2017/11/16,TXO,201712,12300.0,賣權,-,-,-,-,0,1680,0,-,-,-,-,,一般
10610,2017/11/16,TXO,201712,12400.0,買權,-,-,-,-,0,0.1,1022,-,-,-,-,,一般
10612,2017/11/16,TXO,201712,12400.0,賣權,-,-,-,-,0,1780,0,-,-,-,-,,一般
10614,2017/11/16,TXO,201712,12500.0,買權,0.2,0.2,0.2,0.2,1,0.1,17,-,50,1.3,0.2,,一般
10616,2017/11/16,TXO,201712,12500.0,賣權,-,-,-,-,0,1880,0,-,-,-,-,,一般
10618,2017/11/16,TXO,201712,12600.0,買權,-,-,-,-,0,0.1,163,-,-,-,-,,一般
10620,2017/11/16,TXO,201712,12600.0,賣權,-,-,-,-,0,1980,0,-,-,-,-,,一般
10622,2017/11/16,TXO,201712,12700.0,買權,-,-,-,-,0,0.1,73,-,-,-,-,,一般
10624,2017/11/16,TXO,201712,12700.0,賣權,-,-,-,-,0,2080,0,-,-,-,-,,一般
10626,2017/11/16,TXO,201712,12800.0,買權,0.4,0.4,0.4,0.4,2,0.1,3796,-,2.5,2.2,0.1,,一般
10628,2017/11/16,TXO,201712,12800.0,賣權,-,-,-,-,0,2180,0,-,-,-,-,,一般
