,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
9714,2017/2/2,TXO,201701W4,8600.0,買權,-,-,-,-,0,0.0,1,-,-,-,-,,一般
9715,2017/2/2,TXO,201701W4,8600.0,賣權,-,-,-,-,0,0.0,2917,-,-,-,-,,一般
9716,2017/2/2,TXO,201701W4,8700.0,買權,-,-,-,-,0,0.0,5,-,-,-,-,,一般
9717,2017/2/2,TXO,201701W4,8700.0,賣權,-,-,-,-,0,0.0,3956,-,-,-,-,,一般
9718,2017/2/2,TXO,201701W4,8800.0,買權,-,-,-,-,0,0.0,4,-,-,-,-,,一般
9719,2017/2/2,TXO,201701W4,8800.0,賣權,-,-,-,-,0,0.0,23936,-,-,-,-,,一般
9720,2017/2/2,TXO,201701W4,8900.0,買權,-,-,-,-,0,0.0,1,-,-,-,-,,一般
9721,2017/2/2,TXO,201701W4,8900.0,賣權,0.1,0.2,0.1,0.1,158,0.0,33124,-,0.2,6,0.1,,一般
9722,2017/2/2,TXO,201701W4,9000.0,買權,-,-,-,-,0,0.0,71,-,-,-,-,,一般
9723,2017/2/2,TXO,201701W4,9000.0,賣權,0.1,0.3,0.1,0.3,1021,0.0,12042,-,0.3,13,0.1,,一般
9724,2017/2/2,TXO,201701W4,9050.0,買權,-,-,-,-,0,0.0,0,-,-,-,-,,一般
9725,2017/2/2,TXO,201701W4,9050.0,賣權,0.1,0.3,0.1,0.1,484,0.0,10633,-,0.2,12,0.1,,一般
9726,2017/2/2,TXO,201701W4,9100.0,買權,331,356,326,340,48,0.0,73,337,482,590,212,,一般
9727,2017/2/2,TXO,201701W4,9100.0,賣權,0.2,0.3,0.1,0.2,1286,0.0,20606,-,0.2,27,0.1,,一般
9728,2017/2/2,TXO,201701W4,9150.0,買權,337,353,285,291,52,0.0,141,289,307,353,170,,一般
9729,2017/2/2,TXO,201701W4,9150.0,賣權,0.3,0.3,0.1,0.2,2748,0.0,16398,-,0.3,38,0.1,,一般
9730,2017/2/2,TXO,201701W4,9200.0,買權,297,307,220,241,268,0.0,1327,240,241,307,128,,一般
9731,2017/2/2,TXO,201701W4,9200.0,賣權,0.7,0.7,0.1,0.1,6081,0.0,12305,-,0.2,53,0.1,,一般
9732,2017/2/2,TXO,201701W4,9250.0,買權,243,255,166,190,346,0.0,977,190,191,255,93,,一般
9733,2017/2/2,TXO,201701W4,9250.0,賣權,1.2,1.2,0.1,0.1,7719,0.0,12962,0.1,0.2,71,0.1,,一般
9734,2017/2/2,TXO,201701W4,9300.0,買權,197,210,121,141,2184,0.0,4105,140,141,210,66,,一般
9735,2017/2/2,TXO,201701W4,9300.0,賣權,1.4,1.5,0.1,0.1,6765,0.0,14132,0.1,0.3,94,0.1,,一般
9736,2017/2/2,TXO,201701W4,9350.0,買權,152,162,68,90,6855,0.0,6250,90,91,162,45,,一般
