,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2018/08/01,TXO,201808W1,10100.0,買權,-,-,-,-,0,0,1,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10100.0,賣權,-,-,-,-,0,0,2717,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10200.0,買權,-,-,-,-,0,0,2,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10200.0,賣權,-,-,-,-,0,0,3379,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10300.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10300.0,賣權,-,-,-,-,0,0,2668,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10400.0,買權,-,-,-,-,0,0,0,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10400.0,賣權,0.1,0.1,0.1,0.1,50,0,3509,-,0.1,2.4,0.1,,一般
2018/08/01,TXO,201808W1,10500.0,買權,-,-,-,-,0,0,2,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10500.0,賣權,0.1,0.1,0.1,0.1,33,0,5137,-,0.1,4.2,0.1,,一般
2018/08/01,TXO,201808W1,10600.0,買權,-,-,-,-,0,0,30,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10600.0,賣權,0.1,0.1,0.1,0.1,36,0,7022,-,0.1,8.6,0.1,,一般
2018/08/01,TXO,201808W1,10650.0,買權,-,-,-,-,0,0,20,-,-,-,-,,一般
2018/08/01,TXO,201808W1,10650.0,賣權,0.1,0.1,0.1,0.1,45,0,5161,-,0.1,6,0.1,,一般
2018/08/01,TXO,201808W1,10700.0,買權,376,397,376,386,5,0,38,381,388,397,218,,一般
2018/08/01,TXO,201808W1,10700.0,賣權,0.1,0.2,0.1,0.1,135,0,8760,-,0.1,18.5,0.1,,一般
2018/08/01,TXO,201808W1,10750.0,買權,320,346,320,335,16,0,99,331,335,346,62,,一般
2018/08/01,TXO,201808W1,10750.0,賣權,0.2,0.2,0.1,0.1,688,0,7999,-,0.1,27,0.1,,一般
2018/08/01,TXO,201808W1,10800.0,買權,276,300,268,287,63,0,276,285,287,300,137,,一般
2018/08/01,TXO,201808W1,10800.0,賣權,0.2,0.2,0.1,0.1,2367,0,9638,-,0.1,38.5,0.1,,一般
