,交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易
9142,2016/4/1,TXO,201604W1,8000.0,買權,1130.0,1130.0,1130.0,1130.0,1,655.0,21,455.0,1030.0,1130.0,775.0,
9143,2016/4/1,TXO,201604W1,8000.0,賣權,0.3,0.3,0.3,0.3,2,0.1,49,0.1,0.3,0.5,0.2,
9144,2016/4/1,TXO,201604W1,8100.0,買權,0.0,0.0,0.0,0.0,0,555.0,20,382.0,935.0,675.0,675.0,
9145,2016/4/1,TXO,201604W1,8100.0,賣權,0.0,0.0,0.0,0.0,0,0.1,421,0.1,0.3,1.5,0.4,
9146,2016/4/1,TXO,201604W1,8200.0,買權,0.0,0.0,0.0,0.0,0,455.0,20,282.0,830.0,575.0,575.0,
9147,2016/4/1,TXO,201604W1,8200.0,賣權,0.0,0.0,0.0,0.0,0,0.2,2266,0.1,0.3,1.4,0.4,
9148,2016/4/1,TXO,201604W1,8300.0,買權,0.0,0.0,0.0,0.0,0,355.0,12,182.0,730.0,520.0,520.0,
9149,2016/4/1,TXO,201604W1,8300.0,賣權,0.2,0.3,0.2,0.3,159,0.3,2232,0.1,0.3,2.7,0.2,
9150,2016/4/1,TXO,201604W1,8400.0,買權,0.0,0.0,0.0,0.0,0,255.0,1,92.0,645.0,420.0,370.0,
9151,2016/4/1,TXO,201604W1,8400.0,賣權,0.3,0.6,0.2,0.6,3097,0.6,6050,0.1,0.5,6.4,0.2,
9152,2016/4/1,TXO,201604W1,8450.0,買權,0.0,0.0,0.0,0.0,0,205.0,0,198.0,615.0,0.0,0.0,
9153,2016/4/1,TXO,201604W1,8450.0,賣權,0.7,1.2,0.2,0.7,7307,0.7,14693,0.3,0.7,11.0,0.2,
9154,2016/4/1,TXO,201604W1,8500.0,買權,177.0,209.0,133.0,156.0,182,156.0,114,151.0,162.0,316.0,83.0,
9155,2016/4/1,TXO,201604W1,8500.0,賣權,2.0,4.0,0.7,1.5,24090,1.5,27868,1.4,1.5,18.0,0.7,
9156,2016/4/1,TXO,201604W1,8550.0,買權,130.0,161.0,91.0,108.0,2126,108.0,594,105.0,109.0,278.0,91.0,
9157,2016/4/1,TXO,201604W1,8550.0,賣權,3.8,11.0,2.5,5.7,28891,5.7,18980,5.6,6.0,28.5,2.3,
9158,2016/4/1,TXO,201604W1,8600.0,買權,108.0,120.0,54.0,64.0,12314,64.0,3737,64.0,66.0,234.0,54.0,
9159,2016/4/1,TXO,201604W1,8600.0,賣權,12.0,25.0,10.0,13.5,42022,13.5,13781,13.5,14.0,44.0,4.6,
9160,2016/4/1,TXO,201604W1,8650.0,買權,83.0,83.0,28.0,35.0,28969,35.0,6468,34.5,36.0,189.0,28.0,
9161,2016/4/1,TXO,201604W1,8650.0,賣權,27.0,49.0,20.5,30.0,47567,30.0,11964,29.5,31.0,65.0,9.4,
9162,2016/4/1,TXO,201604W1,8700.0,買權,39.5,49.0,11.5,13.0,41097,13.0,11848,13.0,13.5,147.0,11.5,
9163,2016/4/1,TXO,201604W1,8700.0,賣權,46.5,84.0,39.0,60.0,36930,60.0,6864,59.0,60.0,93.0,17.5,
9164,2016/4/1,TXO,201604W1,8750.0,買權,21.0,28.0,3.8,4.1,47387,4.1,17308,4.1,4.2,110.0,3.8,
9165,2016/4/1,TXO,201604W1,8750.0,賣權,77.0,126.0,65.0,102.0,28428,102.0,4597,101.0,102.0,126.0,30.0,
9166,2016/4/1,TXO,201604W1,8800.0,買權,11.5,12.0,0.9,1.2,36643,1.2,20298,1.1,1.2,77.0,0.9,
9167,2016/4/1,TXO,201604W1,8800.0,賣權,117.0,172.0,102.0,148.0,9498,148.0,2808,148.0,149.0,172.0,47.0,
9168,2016/4/1,TXO,201604W1,8850.0,買權,4.7,4.9,0.2,0.4,20745,0.4,17570,0.3,0.4,50.0,0.2,
9169,2016/4/1,TXO,201604W1,8850.0,賣權,161.0,219.0,146.0,201.0,1352,198.0,1233,198.0,215.0,219.0,70.0,
9170,2016/4/1,TXO,201604W1,8900.0,買權,1.7,1.7,0.1,0.2,8978,0.2,19107,0.1,0.3,28.5,0.1,
9171,2016/4/1,TXO,201604W1,8900.0,賣權,218.0,270.0,198.0,244.0,207,245.0,145,245.0,322.0,270.0,99.0,
9172,2016/4/1,TXO,201604W1,8950.0,買權,0.5,0.6,0.1,0.2,2672,0.2,12259,0.1,0.2,15.5,0.1,
9173,2016/4/1,TXO,201604W1,8950.0,賣權,245.0,305.0,245.0,305.0,61,295.0,40,140.0,670.0,305.0,141.0,
9174,2016/4/1,TXO,201604W1,9000.0,買權,0.1,0.3,0.1,0.2,844,0.2,14844,0.0,0.2,7.0,0.1,
9175,2016/4/1,TXO,201604W1,9000.0,賣權,277.0,365.0,277.0,365.0,10,345.0,34,330.0,388.0,365.0,185.0,
9176,2016/4/1,TXO,201604W1,9100.0,買權,0.2,0.2,0.1,0.1,17,0.1,8169,0.1,0.2,1.1,0.1,
9177,2016/4/1,TXO,201604W1,9100.0,賣權,0.0,0.0,0.0,0.0,0,445.0,2,122.0,488.0,350.0,284.0,
9178,2016/4/1,TXO,201604W1,9200.0,買權,0.1,0.1,0.1,0.1,40,0.1,220,0.1,0.2,0.5,0.1,
9179,2016/4/1,TXO,201604W1,9200.0,賣權,0.0,0.0,0.0,0.0,0,545.0,0,218.0,935.0,0.0,0.0,
9180,2016/4/1,TXO,201604W1,9300.0,買權,0.0,0.0,0.0,0.0,0,0.1,0,0.1,0.2,0.0,0.0,
9181,2016/4/1,TXO,201604W1,9300.0,賣權,0.0,0.0,0.0,0.0,0,645.0,20,318.0,1060.0,525.0,525.0,
9182,2016/4/1,TXO,201604W1,9400.0,買權,0.2,0.2,0.1,0.1,4,0.1,0,0.1,0.2,0.2,0.1,
9183,2016/4/1,TXO,201604W1,9400.0,賣權,0.0,0.0,0.0,0.0,0,745.0,0,351.0,1120.0,0.0,0.0,
9184,2016/4/1,TXO,201604,6500.0,買權,0.0,0.0,0.0,0.0,0,2130.0,1,2100.0,2160.0,2230.0,2200.0,
9185,2016/4/1,TXO,201604,6500.0,賣權,0.6,0.6,0.6,0.6,1,0.1,3802,0.0,0.4,88.0,0.2,
9186,2016/4/1,TXO,201604,6600.0,買權,0.0,0.0,0.0,0.0,0,2030.0,20,2000.0,2060.0,1690.0,1690.0,
9187,2016/4/1,TXO,201604,6600.0,賣權,0.0,0.0,0.0,0.0,0,0.1,777,0.0,0.5,104.0,0.2,
9188,2016/4/1,TXO,201604,6700.0,買權,0.0,0.0,0.0,0.0,0,1930.0,0,1900.0,1960.0,0.0,0.0,
9189,2016/4/1,TXO,201604,6700.0,賣權,0.0,0.0,0.0,0.0,0,0.1,1321,0.0,0.6,119.0,0.2,
9190,2016/4/1,TXO,201604,6800.0,買權,0.0,0.0,0.0,0.0,0,1830.0,20,1800.0,1860.0,1510.0,1510.0,
9191,2016/4/1,TXO,201604,6800.0,賣權,0.0,0.0,0.0,0.0,0,0.4,1058,0.1,0.6,130.0,0.2,
9192,2016/4/1,TXO,201604,6900.0,買權,0.0,0.0,0.0,0.0,0,1730.0,0,1700.0,1760.0,0.0,0.0,
9193,2016/4/1,TXO,201604,6900.0,賣權,0.6,0.6,0.6,0.6,1,0.4,2004,0.1,0.5,146.0,0.2,
9194,2016/4/1,TXO,201604,7000.0,買權,0.0,0.0,0.0,0.0,0,1630.0,0,1600.0,1660.0,1240.0,1070.0,
9195,2016/4/1,TXO,201604,7000.0,賣權,0.4,0.4,0.4,0.4,2,0.4,3302,0.3,0.4,164.0,0.3,
9196,2016/4/1,TXO,201604,7100.0,買權,0.0,0.0,0.0,0.0,0,1530.0,1,1500.0,1560.0,790.0,790.0,
9197,2016/4/1,TXO,201604,7100.0,賣權,0.4,0.4,0.4,0.4,2,0.4,2358,0.2,0.5,186.0,0.3,
9198,2016/4/1,TXO,201604,7200.0,買權,0.0,0.0,0.0,0.0,0,1430.0,5,1400.0,1460.0,1110.0,640.0,
9199,2016/4/1,TXO,201604,7200.0,賣權,0.4,0.5,0.3,0.4,7,0.4,3993,0.3,0.4,228.0,0.3,
9200,2016/4/1,TXO,201604,7300.0,買權,0.0,0.0,0.0,0.0,0,1330.0,24,1300.0,1360.0,1350.0,575.0,
9201,2016/4/1,TXO,201604,7300.0,賣權,0.3,0.3,0.3,0.3,3,0.5,2589,0.3,0.6,229.0,0.3,
9202,2016/4/1,TXO,201604,7400.0,買權,0.0,0.0,0.0,0.0,0,1230.0,27,1200.0,1260.0,1240.0,450.0,
9203,2016/4/1,TXO,201604,7400.0,賣權,0.6,0.7,0.6,0.6,11,0.6,4248,0.5,0.6,286.0,0.4,
9204,2016/4/1,TXO,201604,7500.0,買權,0.0,0.0,0.0,0.0,0,1130.0,48,1100.0,1160.0,1280.0,408.0,
9205,2016/4/1,TXO,201604,7500.0,賣權,0.7,0.8,0.6,0.7,41,0.7,6259,0.6,0.8,312.0,0.2,
9206,2016/4/1,TXO,201604,7600.0,買權,0.0,0.0,0.0,0.0,0,1030.0,45,1000.0,1060.0,1160.0,303.0,
9207,2016/4/1,TXO,201604,7600.0,賣權,0.7,1.0,0.7,0.9,70,0.9,5221,0.6,0.9,358.0,0.4,
9208,2016/4/1,TXO,201604,7700.0,買權,0.0,0.0,0.0,0.0,0,930.0,72,905.0,960.0,1110.0,266.0,
9209,2016/4/1,TXO,201604,7700.0,賣權,1.2,1.5,1.1,1.2,360,1.2,7733,1.0,1.3,408.0,0.7,
