,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/11/01,TXO,201911  ,8800.0,買權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,8800.0,賣權,-,-,-,-,0,0.1,1296,-,-,-,-,,一般
2019/11/01,TXO,201911  ,8900.0,買權,-,-,-,-,0,2470,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,8900.0,賣權,-,-,-,-,0,0.1,369,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9000.0,買權,-,-,-,-,0,2370,2,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9000.0,賣權,-,-,-,-,0,0.1,722,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9100.0,買權,-,-,-,-,0,2270,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9100.0,賣權,-,-,-,-,0,0.1,635,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9200.0,買權,-,-,-,-,0,2170,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9200.0,賣權,-,-,-,-,0,0.6,1943,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9300.0,買權,-,-,-,-,0,2070,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9300.0,賣權,-,-,-,-,0,0.7,2452,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9400.0,買權,-,-,-,-,0,1970,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9400.0,賣權,1,1,1,1,15,1,905,0.6,1.1,76,0.7,,一般
2019/11/01,TXO,201911  ,9500.0,買權,-,-,-,-,0,1870,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9500.0,賣權,1.1,1.1,1.1,1.1,10,1.1,1260,0.7,1.3,178,0.7,,一般
2019/11/01,TXO,201911  ,9600.0,買權,-,-,-,-,0,1770,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9600.0,賣權,1.4,1.6,1.2,1.6,39,1.6,4213,1.2,1.6,109,0.7,,一般
2019/11/01,TXO,201911  ,9700.0,買權,-,-,-,-,0,1670,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9700.0,賣權,1.9,1.9,1.5,1.5,25,1.7,2282,1.5,1.7,128,1.3,,一般
2019/11/01,TXO,201911  ,9800.0,買權,-,-,-,-,0,1570,2,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9800.0,賣權,1.8,1.9,1.8,1.8,5,1.8,5412,1.2,2,145,1.5,,一般
2019/11/01,TXO,201911  ,9900.0,買權,-,-,-,-,0,1470,10,-,-,-,-,,一般
2019/11/01,TXO,201911  ,9900.0,賣權,2.2,2.3,2.1,2.2,1759,2.2,9336,1.6,2.3,175,2,,一般
2019/11/01,TXO,201911  ,10000.0,買權,-,-,-,-,0,1370,5,-,-,-,-,,一般
2019/11/01,TXO,201911  ,10000.0,賣權,3,3.1,2.3,2.5,779,2.5,5412,2.2,2.6,194,2,,一般
2019/11/01,TXO,201911  ,10100.0,買權,-,-,-,-,0,1270,40,-,-,-,-,,一般
2019/11/01,TXO,201911  ,10100.0,賣權,3.6,3.6,3,3.1,104,2.9,3879,2.8,3,221,2.9,,一般
2019/11/01,TXO,201911  ,10200.0,買權,-,-,-,-,0,1170,106,-,-,-,-,,一般
2019/11/01,TXO,201911  ,10200.0,賣權,4.8,4.8,3.4,3.5,317,3.5,4875,3.3,3.6,250,3.4,,一般
2019/11/01,TXO,201911  ,10300.0,買權,-,-,-,-,0,1070,53,-,-,-,-,,一般
2019/11/01,TXO,201911  ,10300.0,賣權,4.8,4.8,3.8,4,948,4,14890,3.9,4.3,308,3.8,,一般
2019/11/01,TXO,201911  ,10400.0,買權,-,-,-,-,0,975,85,-,-,-,-,,一般
2019/11/01,TXO,201911  ,10400.0,賣權,6,6.2,4.5,4.6,539,4.6,5584,4.4,5,350,4.5,,一般
2019/11/01,TXO,201911  ,10500.0,買權,860,860,860,860,1,875,133,715,945,860,180,,一般
2019/11/01,TXO,201911  ,10500.0,賣權,9.7,9.7,5.5,5.5,947,5.5,13320,5.4,6,394,5.5,,一般
2019/11/01,TXO,201911  ,10600.0,買權,730,730,730,730,2,775,304,615,845,765,141,,一般
2019/11/01,TXO,201911  ,10600.0,賣權,8.7,9.5,6.5,6.6,934,6.6,16142,6.7,7.7,443,6.5,,一般
2019/11/01,TXO,201911  ,10700.0,買權,645,680,645,680,26,680,456,675,680,685,109,,一般
2019/11/01,TXO,201911  ,10700.0,賣權,12,12.5,8.3,8.4,5176,8.4,19477,8.4,9,468,8.3,,一般
2019/11/01,TXO,201911  ,10800.0,買權,535,585,535,585,10,585,1093,580,655,600,83,,一般
2019/11/01,TXO,201911  ,10800.0,賣權,14.5,16,11,11.5,3151,11.5,33057,11,12,530,11,,一般
2019/11/01,TXO,201911  ,10900.0,買權,452,490,446,487,55,487,1317,484,560,510,63,,一般
2019/11/01,TXO,201911  ,10900.0,賣權,21,22,14.5,14.5,5403,14.5,18826,15,15.5,685,14.5,,一般
2019/11/01,TXO,201911  ,11000.0,買權,359,395,349,394,98,394,3261,392,396,418,46,,一般
2019/11/01,TXO,201911  ,11000.0,賣權,29.5,31.5,20.5,21.5,6160,21.5,24540,21,21.5,640,20.5,,一般
2019/11/01,TXO,201911  ,11100.0,買權,270,307,263,302,419,302,5772,300,304,326,33,,一般
2019/11/01,TXO,201911  ,11100.0,賣權,41,45.5,30,30.5,5876,30.5,14843,30.5,31,690,30,,一般
2019/11/01,TXO,201911  ,11200.0,買權,190,221,183,218,933,218,9436,216,219,241,23.5,,一般
2019/11/01,TXO,201911  ,11200.0,賣權,62,66,45,46.5,5257,46.5,13435,46,46.5,580,45,,一般
2019/11/01,TXO,201911  ,11300.0,買權,119,145,114,142,2951,142,22267,142,143,162,17.5,,一般
2019/11/01,TXO,201911  ,11300.0,賣權,89,97,69,70,5474,70,12574,69,72,560,67,,一般
2019/11/01,TXO,201911  ,11400.0,買權,66,83,60,81,5997,81,21670,81,82,97,12.5,,一般
2019/11/01,TXO,201911  ,11400.0,賣權,136,146,107,110,2193,110,4894,109,110,620,102,,一般
2019/11/01,TXO,201911  ,11500.0,買權,32,41,29,40,7833,40,20535,39.5,40,51,7.8,,一般
2019/11/01,TXO,201911  ,11500.0,賣權,202,211,166,170,564,170,1523,165,184,680,156,,一般
2019/11/01,TXO,201911  ,11600.0,買權,14,17,11,16.5,4270,16.5,21389,16.5,17,23.5,4.7,,一般
2019/11/01,TXO,201911  ,11600.0,賣權,282,294,242,244,96,244,274,243,248,565,227,,一般
2019/11/01,TXO,201911  ,11700.0,買權,5.8,6.6,4.6,6.5,1791,6.5,11026,5.9,6.5,11,2.2,,一般
2019/11/01,TXO,201911  ,11700.0,賣權,377,377,334,334,7,334,75,333,371,575,316,,一般
2019/11/01,TXO,201911  ,11800.0,買權,2.5,2.6,1.9,2.6,525,2.6,6247,2.3,2.6,7,1.5,,一般
2019/11/01,TXO,201911  ,11800.0,賣權,465,465,430,430,3,430,54,420,550,680,423,,一般
2019/11/01,TXO,201911  ,11900.0,買權,1.1,1.4,1,1.4,135,1.4,1881,1.2,1.4,4.8,0.6,,一般
2019/11/01,TXO,201911  ,11900.0,賣權,565,580,530,530,3,530,21,417,645,770,510,,一般
2019/11/01,TXO,201911  ,12000.0,買權,1,1,0.8,0.8,4,0.8,1035,0.7,0.9,1.9,0.5,,一般
2019/11/01,TXO,201911  ,12000.0,賣權,630,630,630,630,1,630,2,515,745,650,630,,一般
2019/11/01,TXO,201911  ,12100.0,買權,0.5,0.5,0.5,0.5,12,0.5,790,-,0.7,1.1,0.4,,一般
2019/11/01,TXO,201911  ,12100.0,賣權,-,-,-,-,0,730,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12200.0,買權,0.4,0.4,0.4,0.4,20,0.4,561,-,0.6,0.9,0.3,,一般
2019/11/01,TXO,201911  ,12200.0,賣權,-,-,-,-,0,830,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12300.0,買權,-,-,-,-,0,0.1,1001,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12300.0,賣權,-,-,-,-,0,930,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12400.0,買權,-,-,-,-,0,0.1,1112,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12400.0,賣權,-,-,-,-,0,1030,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12500.0,買權,-,-,-,-,0,0.1,2,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12500.0,賣權,-,-,-,-,0,1130,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12600.0,買權,-,-,-,-,0,0.1,131,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12600.0,賣權,-,-,-,-,0,1230,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12700.0,買權,-,-,-,-,0,0.1,7,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12700.0,賣權,-,-,-,-,0,1330,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12800.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12800.0,賣權,-,-,-,-,0,1430,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12900.0,買權,-,-,-,-,0,0.1,302,-,-,-,-,,一般
2019/11/01,TXO,201911  ,12900.0,賣權,-,-,-,-,0,1530,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,13000.0,買權,-,-,-,-,0,0.1,201,-,-,-,-,,一般
2019/11/01,TXO,201911  ,13000.0,賣權,-,-,-,-,0,1630,0,-,-,-,-,,一般
2019/11/01,TXO,201911  ,13100.0,買權,-,-,-,-,0,0.1,106,-,-,-,-,,一般
2019/11/01,TXO,201911  ,13100.0,賣權,-,-,-,-,0,1730,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8200.0,買權,-,-,-,-,0,3150,2,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8200.0,賣權,2,2,2,2,3,2,4263,1,2.1,85,1.3,,一般
2019/11/01,TXO,201912  ,8400.0,買權,-,-,-,-,0,2950,45,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8400.0,賣權,-,-,-,-,0,2.3,1792,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8600.0,買權,-,-,-,-,0,2750,34,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8600.0,賣權,-,-,-,-,0,2.6,1256,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8800.0,買權,-,-,-,-,0,2550,10,-,-,-,-,,一般
2019/11/01,TXO,201912  ,8800.0,賣權,2.8,2.8,2.8,2.8,10,2.8,1330,2,4.6,158,2,,一般
2019/11/01,TXO,201912  ,9000.0,買權,-,-,-,-,0,2350,43,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9000.0,賣權,3,3,3,3,3,3,1650,2.5,19.5,183,2.4,,一般
2019/11/01,TXO,201912  ,9200.0,買權,-,-,-,-,0,2150,10,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9200.0,賣權,3.4,3.4,3.4,3.4,100,3.4,1188,1.6,5.6,226,3,,一般
2019/11/01,TXO,201912  ,9300.0,買權,-,-,-,-,0,2050,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9300.0,賣權,-,-,-,-,0,3.9,42,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9400.0,買權,-,-,-,-,0,1950,26,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9400.0,賣權,5,5,3,3,6,4.4,1705,2.8,6.5,277,3,,一般
2019/11/01,TXO,201912  ,9500.0,買權,-,-,-,-,0,1850,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9500.0,賣權,-,-,-,-,0,4.9,745,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9600.0,買權,-,-,-,-,0,1750,45,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9600.0,賣權,5.8,5.8,5.6,5.6,4,5.6,3263,5.4,7,344,5.1,,一般
2019/11/01,TXO,201912  ,9700.0,買權,-,-,-,-,0,1650,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9700.0,賣權,-,-,-,-,0,6.1,1252,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9800.0,買權,-,-,-,-,0,1560,76,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9800.0,賣權,6.6,6.6,6.6,6.6,3,6.6,752,6.6,10,416,6.6,,一般
2019/11/01,TXO,201912  ,9900.0,買權,-,-,-,-,0,1460,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,9900.0,賣權,8.6,8.6,8.5,8.5,6,8.5,291,2,8.6,76,8.2,,一般
2019/11/01,TXO,201912  ,10000.0,買權,-,-,-,-,0,1360,119,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10000.0,賣權,10,12,10,10,18,10,1969,8.8,10,520,8.5,,一般
2019/11/01,TXO,201912  ,10100.0,買權,-,-,-,-,0,1260,1,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10100.0,賣權,11.5,11.5,11,11,372,11,479,10.5,125,100,10,,一般
2019/11/01,TXO,201912  ,10200.0,買權,-,-,-,-,0,1160,96,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10200.0,賣權,13.5,14.5,13,13,296,13,2360,12.5,13.5,640,12,,一般
2019/11/01,TXO,201912  ,10300.0,買權,-,-,-,-,0,1060,3,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10300.0,賣權,17.5,18,15.5,15.5,135,15.5,1231,15,16,132,14,,一般
2019/11/01,TXO,201912  ,10400.0,買權,-,-,-,-,0,970,930,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10400.0,賣權,20.5,21.5,18.5,19,49,19,3702,18,19.5,770,17.5,,一般
2019/11/01,TXO,201912  ,10500.0,買權,-,-,-,-,0,870,27,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10500.0,賣權,26.5,26.5,21.5,21.5,496,21.5,4877,21,22,185,21.5,,一般
2019/11/01,TXO,201912  ,10600.0,買權,765,765,765,765,40,775,226,770,850,780,136,,一般
2019/11/01,TXO,201912  ,10600.0,賣權,33.5,33.5,27,27.5,128,27.5,2851,25.5,28,860,27,,一般
2019/11/01,TXO,201912  ,10700.0,買權,-,-,-,-,0,685,45,-,-,-,-,,一般
2019/11/01,TXO,201912  ,10700.0,賣權,42,42,35,35,1471,35,2449,32.5,36,253,35,,一般
2019/11/01,TXO,201912  ,10800.0,買權,575,585,575,585,45,595,347,590,670,615,95,,一般
2019/11/01,TXO,201912  ,10800.0,賣權,51,53,43.5,44,309,44,2245,41.5,47.5,975,43.5,,一般
2019/11/01,TXO,201912  ,10900.0,買權,480,500,480,500,2,500,97,495,515,505,185,,一般
2019/11/01,TXO,201912  ,10900.0,賣權,65,67,56,56,206,56,1472,55,56,328,56,,一般
2019/11/01,TXO,201912  ,11000.0,買權,393,422,390,422,11,422,1189,419,426,432,61,,一般
2019/11/01,TXO,201912  ,11000.0,賣權,82,86,72,74,273,74,983,71,76,1140,71,,一般
2019/11/01,TXO,201912  ,11100.0,買權,309,344,306,344,70,344,439,340,350,362,120,,一般
2019/11/01,TXO,201912  ,11100.0,賣權,107,110,92,93,111,93,865,89,97,447,92,,一般
2019/11/01,TXO,201912  ,11200.0,買權,244,270,244,269,44,269,1760,267,275,288,32.5,,一般
2019/11/01,TXO,201912  ,11200.0,賣權,135,139,117,119,138,119,531,112,127,1300,115,,一般
2019/11/01,TXO,201912  ,11300.0,買權,172,202,172,201,19,201,534,200,208,219,65,,一般
2019/11/01,TXO,201912  ,11300.0,賣權,175,179,151,151,113,151,572,148,158,496,148,,一般
2019/11/01,TXO,201912  ,11400.0,買權,130,149,130,146,96,146,3193,143,150,165,25,,一般
2019/11/01,TXO,201912  ,11400.0,賣權,225,225,196,196,28,196,387,195,199,1470,189,,一般
2019/11/01,TXO,201912  ,11500.0,買權,87,103,86,100,228,100,1775,100,102,114,27.5,,一般
2019/11/01,TXO,201912  ,11500.0,賣權,280,280,250,250,5,250,104,241,256,580,250,,一般
2019/11/01,TXO,201912  ,11600.0,買權,58,67,56,67,221,67,2636,66,68,113,12,,一般
2019/11/01,TXO,201912  ,11600.0,賣權,338,338,327,327,6,317,69,304,324,1620,305,,一般
2019/11/01,TXO,201912  ,11700.0,買權,36,42,35,41.5,129,41.5,2471,41,45,47.5,13,,一般
2019/11/01,TXO,201912  ,11700.0,賣權,423,423,400,400,7,391,13,389,399,441,374,,一般
2019/11/01,TXO,201912  ,11800.0,買權,21.5,25,18.5,25,168,25,4658,24.5,26,82,3,,一般
2019/11/01,TXO,201912  ,11800.0,賣權,484,484,483,483,2,475,8,405,488,1550,483,,一般
2019/11/01,TXO,201912  ,11900.0,買權,12.5,15,12.5,14.5,65,14.5,1337,13,14.5,21,4.9,,一般
2019/11/01,TXO,201912  ,11900.0,賣權,-,-,-,-,0,565,24,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12000.0,買權,9,9.3,8,9.3,70,9.3,1225,8,9.3,58,5.2,,一般
2019/11/01,TXO,201912  ,12000.0,賣權,-,-,-,-,0,660,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12100.0,買權,5.5,6,5,5.7,98,5.7,570,5.6,5.9,7.7,5,,一般
2019/11/01,TXO,201912  ,12100.0,賣權,-,-,-,-,0,755,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12200.0,買權,4,4.9,3.7,4,29,4,762,3.8,5,42,2,,一般
2019/11/01,TXO,201912  ,12200.0,賣權,-,-,-,-,0,855,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12300.0,買權,-,-,-,-,0,2.7,4,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12300.0,賣權,-,-,-,-,0,950,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12400.0,買權,-,-,-,-,0,1.5,21,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12400.0,賣權,-,-,-,-,0,1050,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12500.0,買權,-,-,-,-,0,0.8,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12500.0,賣權,-,-,-,-,0,1150,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12600.0,買權,-,-,-,-,0,0.4,48,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12600.0,賣權,-,-,-,-,0,1250,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12700.0,買權,-,-,-,-,0,0.2,737,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12700.0,賣權,-,-,-,-,0,1350,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12800.0,買權,-,-,-,-,0,0.1,61,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12800.0,賣權,-,-,-,-,0,1450,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12900.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2019/11/01,TXO,201912  ,12900.0,賣權,-,-,-,-,0,1550,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13000.0,買權,-,-,-,-,0,0.1,355,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13000.0,賣權,-,-,-,-,0,1650,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13100.0,買權,-,-,-,-,0,0.1,20,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13100.0,賣權,-,-,-,-,0,1750,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13200.0,買權,-,-,-,-,0,0.1,293,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13200.0,賣權,-,-,-,-,0,1850,0,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13400.0,買權,-,-,-,-,0,0.1,17640,-,-,-,-,,一般
2019/11/01,TXO,201912  ,13400.0,賣權,-,-,-,-,0,2050,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9400.0,買權,-,-,-,-,0,1920,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9400.0,賣權,11,11,11,11,1,11,61,8,14,25,11,,一般
2019/11/01,TXO,202001  ,9500.0,買權,-,-,-,-,0,1820,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9500.0,賣權,-,-,-,-,0,13,18,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9600.0,買權,-,-,-,-,0,1720,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9600.0,賣權,15,15,15,15,1,15,11,4,128,30.5,15,,一般
2019/11/01,TXO,202001  ,9700.0,買權,-,-,-,-,0,1620,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9700.0,賣權,-,-,-,-,0,17,3,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9800.0,買權,-,-,-,-,0,1520,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9800.0,賣權,-,-,-,-,0,19,12,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9900.0,買權,-,-,-,-,0,1430,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,9900.0,賣權,23.5,23.5,22,22,27,22,72,7,22.5,48,22,,一般
2019/11/01,TXO,202001  ,10000.0,買權,-,-,-,-,0,1330,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,10000.0,賣權,25.5,26,25.5,25.5,18,25.5,311,25,31,59,25.5,,一般
2019/11/01,TXO,202001  ,10100.0,買權,-,-,-,-,0,1240,0,-,-,-,-,,一般
2019/11/01,TXO,202001  ,10100.0,賣權,32.5,32.5,32.5,32.5,1,32.5,13,28,32.5,65,32.5,,一般
2019/11/01,TXO,202001  ,10200.0,買權,-,-,-,-,0,1140,0,-,-,-,-,,一般
